Mouse gene name,Gene name
,U2
,SNORD114-9
,NOTCH2NLR
,SNORD114-10
AF357341,SNORD114-11
Gm22981,SNORD114-11
AF357428,SNORD114-11
Gm23736,SNORD114-11
Gm25856,SNORD114-11
,SNORD114-12
AF357341,SNORD114-13
Gm22981,SNORD114-13
AF357428,SNORD114-13
Gm23736,SNORD114-13
Gm25856,SNORD114-13
Gm23787,SNORD114-14
,SNORD114-15
AF357341,SNORD114-16
Gm22981,SNORD114-16
AF357428,SNORD114-16
Gm23736,SNORD114-16
Gm25856,SNORD114-16
,SNORD114-17
,PPM1F-AS1
,SNORD114-18
,SNORD114-19
,
,
,
,
,
,SNORD114-20
Gm25854,SNORD114-21
Gm23347,SNORD114-21
,
,SNORD114-22
Gm22205,SNORD114-23
Gm22205,SNORD114-24
,TARM1
,SNORD114-25
,SNORD114-26
,SNORD114-27
,
,SNORD114-28
,SNORD114-29
DQ267102,SNORD114-30
Gm23508,SNORD114-30
Gm24598,SNORD114-30
Gm55112,SNORD114-30
Gm26922,SNORD114-30
Gm25357,SNORD114-30
Gm25224,SNORD114-30
DQ267100,SNORD114-30
DQ267101,SNORD114-30
Gm24895,SNORD114-30
Gm55493,SNORD114-30
Gm55111,SNORD114-30
,
,SNORD114-31
,
,
,
,
,MIR379
,
,MIR411
Mir299a,MIR299
,MIR380
,TRAPPC2LP1
,MIR1197
Mir323,MIR323A
,RNY4P23
,MIR758
,MIR329-1
,RNU4-81P
,MIR329-2
Mir494,MIR494
,MIR1193
Trpc5,TRPC5
,MIR543
,
,MIR495
,MIR376C
,MIR376A2
,MIR654
,MIR376B
,
,MIR376A1
,MIR300
,MIR1185-1
,MIR1185-2
Mir381,MIR381
,MIR487B
,MIR539
,MIR889
Gm54710,MIR544A
,MIR655
,MIR487A
Mir382,MIR382
Mir134,MIR134
Mir668,MIR668
,MIR485
,MIR323B
Mir154,MIR154
Mir496a,MIR496
Mir377,MIR377
Mir541,MIR541
Mir409,MIR409
Gm54371,MIR409
Mir412,MIR412
,MIR369
Mir410,MIR410
,MIR656
,U3
,
,
,
,
,GRAMD4P3
,DPRXP7
,CCDC121P1
,Y_RNA
,FBLIM1P1
,POTEG
Tex13d,TEX13C
Tex13c1,TEX13C
,
,MIR3690
,RNA5SP498
,TPT1P14
,NPM1P9
,GRPEL2P2
,BLOC1S2P1
,
,CCT4P2
,NANOGP9
Rtl9,RTL9
,
,
Adnp2,ADNP2
,MRPL32P1
,
,
,TFDP1P2
,
,
,FAM47C
,LILRP2
,
,FTH1P29
,
,HNRNPA1P28
,
,ZNF33BP1
,NUDT19P6
,LILRP1
,LINC03098
,
,
,LILRP2
,RNU6-1268P
,MRPS17P9
,
Armc3,ARMC3
,KIR3DL3
,
,
,RNU1-67P
,
,RN7SL118P
,RNY3P16
,KIR2DL3
,
,
,
,SSBP3P5
,
,
,ARHGAP42P4
,OR4N2
,
,
,
,
,
,H3P39
,OR11K2P
,
Vps4b,VPS4B
,OR4H12P
,
,OR4N1P
,OR4K6P
,
,OR4K4P
Gm22573,RNU6-953P
Mir147,MIR147B
Gm25409,SNORA41B
,
,
,KIR2DL5B
,DHRS4L1
,DPPA5P2
,
,
,
Bloc1s6,BLOC1S6
,MIR7703
,
,Y_RNA
,EIF5P2
,RPS23P8
Il2rg,IL2RG
,
,RNA5SP383
,
,
,
,
,
,
Vsx1,VSX1
,
,LILRA6
,
,KIR2DS5
,
,
,
,
,
,
,KIR2DL1
,IL2RB-AS1
Tssk4,TSSK4
,
,
,
,
,
,
,
,
,RNU1-124P
,
,
,
,
,VN1R46P
Gm56005,RN7SKP252
,RPL5P35
,
,
,
,
,
,
,
,
Ammecr1,AMMECR1
,
,
,
,
,
,AFG3L2P1
,Metazoa_SRP
,
,
,
,
,
,
Ankrd7,POTEA
Potefam3b,POTEA
Potefam3a,POTEA
Potefam3e,POTEA
Potefam3f,POTEA
Potefam3d,POTEA
Potefam3c,POTEA
Potefam1,POTEA
,
,NEDD8-MDP1
,MGAT3-AS1
,
,KIR3DL1
,
,LINC01659
,KIR2DS4
,
,VTCN1P1
,
,KIR2DL4
Nop9,NOP9
,
,MAGEA1
,
,
Pwwp4d,PWWP4
Pwwp4a,PWWP4
Pwwp4b,PWWP4
Pwwp4c,PWWP4
,CT47C1
Sh2d1a,SH2D1A
,RNU6-104P
,
,NIPAL1P1
,
,Y_RNA
,
,U3
,
,
,
Dlgap2,DLGAP2
,
,KIR3DP1
,
,KIR3DL2
,
,
,
Gm54941,RN7SKP33
Gm55949,RN7SKP33
Gm54885,RN7SKP33
,KIR2DS4
,RPL13P14
,EYA2-AS1
,Y_RNA
,
,
,GAPDHP54
,TNPO3P1
,AHCYP7
,KIR3DL2
,RPL27AP9
,RPS2P54
,SSU72P1
,RNA5SP395
,MIR3616
,
,
,RPL36AP53
,
Snora35,SNORA35
,
,MIR764
,TNFRSF14
Usp50,USP50
,MIR1912
,MIR1264
,MIR1298
,MIR1911
Ptpn2,PTPN2
,LILRB5
,HSPA8P7
Helz2,HELZ2
Mir448,MIR448
,
Ltb4r2,LTB4R2
,RPS26P57
,RN7SL190P
,Y_RNA
,
Tlr8,TLR8
,RPP38-DT
,
,ACTR3BP5
,
,
,FKBP4P8
,PABPC1P12
,
,RPS24P13
,RPL21P87
,ZNF37CP
,DEPDC1P2
,PLXDC2-AS1
Gm14692,FAM9C
Xlr5c,FAM9C
Xlr4b,FAM9C
Gm1140,FAM9C
Xlr5a,FAM9C
Xlr3a,FAM9C
Xlr4c,FAM9C
Xlr4a,FAM9C
Xlr3c,FAM9C
Xlr3b,FAM9C
Xlr5b,FAM9C
,
,
,RPS4XP11
,ADAMTS16-AS1
,HNRNPA1P15
,RPS20P24
,RPL32P14
Malrd1,MALRD1
,
Gm25332,U6
,
,PHB1P7
,
,
,
Lmx1b,LMX1B
,
,
,
,
Mroh8,MROH8
,
,
,
,
,ALG3P1
,MTCO2P30
Trpm7,TRPM7
,
,
,UBE2V1P12
,
,
,
,
,
,RNU7-69P
,
Fer1l6,FER1L6
,
,CHCHD2P1
,CDR1
Fbxl7,FBXL7
,
,Y_RNA
,TUBB4BP3
,RPL12P43
,SAGE4P
,
,SAGE3P
,SAGE2P
St8sia6,ST8SIA6
,RPS23P5
,
,
Ct45a,CT45A1
,
,HPRT1P2
Nfatc4,NFATC4
,MARK2P5
,
,
,PTPN11P4
,U6
,
,NBEAP3
,MTND6P2
,HSPD1P15
,
,LINC02146
,RNA5SP268
,
,
,LINC02878
,
,DUXAP8
,
Gdf2,GDF2
,
,
,
,CCDC166
,
,CHEK2P5
,
,
,FXYD6P1
,MGAT2P1
,
,CICP9
,ANKH-DT
Ct45a,CT45A5
,HNRNPRP1
,
,
,
,MIR4664
,
,
,AMD1P1
,
,
,
,MIR937
,
,MIR6845
,
,
,
Eppk1,EPPK1
,
,
,
,
,
,
,
,
,
,RPSAP59
,MIR661
,
,RPL36AP6
,
Spatc1,SPATC1
,
,FTLP19
,
,ZNF33CP
,
,RPS15AP27
,
,
,WWC3
,
,ADH5P5
Spata31,SPATA31A6
,
,
Ptf1a,PTF1A
,GCSHP1
,RPL21P56
,
,
,
,
,DAPK1-IT1
,AK4P2
,MIR6846
,
,MIR6847
,LINC02120
,
,WDR97
,RPS27AP15
,RPL36AP55
,MYO5BP3
,HIRAP1
,CDRT15P5
,CTSLP2
Gnas,GNAS
,
,
,CCSER2P1
,
,EIF3LP2
Gas1,GAS1
,
,
,GCNT1P2
,UQCRBP3
,
,
,
,
,
,MKX-AS1
,
,KRT18P36
,
Cdh9,CDH9
,ZYG11AP1
Enkur,ENKUR
,FXNP2
,U6
,MSANTD3-TMEFF1
,
,LILRB2
,
Grtp1,GRTP1
,GPN3P1
,MRPS35P3
,TTC34
,UBE2V2P1
,
,
,MYL6P3
,
,
Phyhipl,PHYHIPL
,
,
,
,
,
,LINC01243
,
,FRG1GP
,
Adamts12,ADAMTS12
Hgh1,HGH1
,MMEL1
Col27a1,COL27A1
,
Tcp11x2,TCP11X1
,FRG1FP
,NAMPTP1
,
,
Rbp3,RBP3
,
Tcp11x2,TCP11X2
,HMGB1P10
,TATDN1P1
,
,SNRPEP8
,TSSK5P
,GGTLC4P
,YWHAZP3
,
,
,
,RPL31P44
,
,
,
Vcpip1,VCPIP1
,
,NEK4P3
,MRPS21P5
Gata1,GATA1
,
,
,POM121L10P
,PRELID1P3
,GAPDHP37
,RN7SL354P
Jcad,JCAD
,
,
,
,RPL32P30
,MIR549A
,
,KIR2DS4
,
,BCRP7
,
,MIR4514
Polr1d,POLR1D
,
,Y_RNA
Cfap161,CFAP161
,C8orf44-SGK3
,THAP12P3
Dkk1,DKK1
,KIR2DL4
,PTTG3P
,LINC02225
Snord87,SNORD87
,
,
,
,
Trhr,TRHR
,
,
,
,RPL18AP15
,
,
,RNA5SP512
,
,
,ANP32BP3
,ALG13-AS1
,
,
,
Trpc5os,TRPC5OS
,GRID1-AS2
,HMGB1P47
,
,RNU6-339P
,
,RNU6-796P
,
,
,
,
,Y_RNA
,
,RLIG1P1
Eny2,ENY2
,
Nutm2,NUTM2A
,KIR2DL3
,
Chrm5,CHRM5
,
Ier3ip1,IER3IP1
,AKTIPP2
,
Rab3c,RAB3C
,
,CA15P1
,
,
,MIR548I4
,
,
,NDUFA6-DT
,
,
,LILRA3
,KIR2DS1
,
Pomp,POMP
,
,
,
,MIR422A
,
,KIR3DL1
,Y_RNA
,
,
,GAPDHP61
,LINC00603
Mcf2,MCF2
,
,LINC01520
Dsel,DSEL
,
,
,
,
,
,
,
,
,
,
Minpp1,MINPP1
,SUCLG2P4
,CYP2D8P
Tubb6,TUBB6
,KIR2DP1
,
,RPS17P11
Itga1,ITGA1
,
,KIR3DL2
,
,
,LILRA5
,
,
,
,
,FARSBP1
,RPS3AP5
,
,PPIAP30
,FAM133CP
,
,
,
,MMEL1-AS1
Grid1,GRID1
Ipo5,IPO5
,PANK4
,
,MAPK6P5
,RFPL1S
,GAPDHP62
,RNU6-1092P
,MIR7705
,RNU6ATAC41P
,Y_RNA
,RPL5P23
,
,AURKBP1
,
,STK33P1
,RPS17P14
,NUTF2P3
,RBMXP2
,
,
,RFPL4AP6
,
,
,
,
,
Kcnk9,KCNK9
Isca1,ISCA1
AK157302,ISCA1
,
,
,TSSK1A
,
,TTYH1
,
,IGLL3P
,
,LINC02671
,RN7SL796P
,U8
,
,RN7SL628P
,
,
,
,KIR2DL3
,
,
,RSU1P3
,WARS2P1
,EIF2S2P3
,
,NPAP1P3
,
,
,Y_RNA
,
,RN7SL82P
,KIR3DL2
,
,FDPSP4
,
,
,RPS3AP47
,ARHGAP19-SLIT1
,SPCS2P1
,
,Y_RNA
,
,ATP5PDP1
,GOLGA2P4
,
Tgm7,TGM7
Rxra,RXRA
Htra4,HTRA4
,BCRP1
,
,SDHCP2
,ABCD1P2
,
,NPM1P26
,LINC02628
,KIR3DL3
,MKNK2P1
,EIF4A1P8
Cyp26c1,CYP26C1
,ASLP1
Lcmt2,LCMT2
,
,
,
,
,MIR7973-2
,MIR7973-1
,
Gm22980,SNORD38D
,
,RPL3P10
,
,
,DBF4P1
,RPL17P34
,
,GUSBP11
,
,
,
,RPA2P2
,
,RNU6-285P
,SMARCE1P7
,
,
,RPLP1P10
,RPL17P30
,SCG3-AS1
,
,
Dkk4,DKK4
,
Fbxl22,FBXL22
Exoc6,EXOC6
,PLCH2
,CNOT3
Pex11a,PEX11A
,
Trmt12,TRMT12
,MIR6844
,MIR4662B
,MIR4662A
,MRS2P1
,HIKESHIP3
Tex15,TEX15
,UBL5P1
,
,
,
,RPL36AP43
,
,
,
,MTATP6P30
,
,
,JMJD7-PLA2G4B
,CHCHD4P2
,
Vcan,VCAN
,
Camsap1,CAMSAP1
,KIR3DL3
Nkain3,NKAIN3
Arhgap28,ARHGAP28
,LENG1
Iqank1,IQANK1
,NLRP7
,HES5
Fgf17,FGF17
,TNFRSF14-AS1
,KIR2DL1
,
,PRXL2B
,VSTM1
Bmp1,BMP1
Sptbn5,SPTBN5
,
,LENG8
,
,LILRP1
,KIR2DP1
,U6
,KIR3DP1
,
,LILRP2
,LILRP2
Bicc1,BICC1
,RPL36P14
Ptges,PTGES
,GP6
,
,
,NPAP1P4
Pappa,PAPPA
,LENG9
,CDC42EP5
,LAIR2
,
,RPL7AP50
,KSR1P1
,RPL7P37
,NHP2P1
,
,U6
,TLK2P2
,MBOAT7
,LINC01514
,MRPL35P2
,RPS2P36
,
,RPL17P35
,
,ACTG1P19
,KRT18P24
,SPATA31B1P
Dntt,DNTT
,
,MTND2P8
,
,NDUFA3
,DDX10P2
,RPS19P6
,NFYCP2
,RNA5SP279
Gm26327,RNU6-1073P
,MIR101-2
,RNU2-47P
,RN7SL98P
,KIR3DX1
,OSCAR
Gm24502,RNU6-246P
,SCARNA8
,RNA5SP393
,RNU6-264P
,MIR4310
,Y_RNA
,
,RN7SL720P
,
,RNU6-14P
,RN7SL849P
,Y_RNA
,Y_RNA
,
,Y_RNA
,
,Y_RNA
,RNU6-677P
,Y_RNA
,RNA5SP530
,RPL36AP44
Gm22942,SNORA70
,Y_RNA
,RN7SL565P
,
,MIR4477A
,CYCSP38
,RN7SL343P
,RNU6-1293P
,RNA5SP285
,
,Y_RNA
,RN7SL422P
,RNU6-132P
Gm56292,RN7SKP59
Gm55029,RN7SKP59
,LILRA2
,MRPL15P1
Gm22359,RNU6-1303P
Gm55389,RN7SKP242
Gm54881,RN7SKP242
,
,RNU2-36P
Mesp2,MESP2
Gm22249,RNU4-29P
Gm55666,RN7SKP264
,RNU6-1228P
,MIR4290
,MIR4291
,MIR4289
Ino80c,INO80C
Gm54931,RN7SKP87
,RNU6-996P
,SPANXN4
Gm23538,RNU6-329P
Gm22127,RNU6-329P
Gm25416,RNU6-329P
,RNA5SP291
,RN7SL659P
Gm23975,RNU6-1064P
,ARPIN-AP3S2
,MIR7702
,MAPKAPK5P1
,RNA5SP293
Mageb16,MAGEB16
,MTND5P17
,MIR3927
,
Gm25828,RNU6-432P
,RNY4P18
,COX7CP4
,Y_RNA
,SNRPGP6
Gm22958,U2
,RNA5SP294
,ZNF248-AS1
,
,MIR147A
,RNU4-82P
,
,RN7SL302P
,
Mir455,MIR455
,PPIAP78
,MIR181A2
,NLRP2
Opn1mw,OPN1MW3
Mir181b-2,MIR181B2
,YWHAZP5
,KRT18P56
,NRON
,MTND4P18
,SNORD116
,TOMM22P5
,RN7SL30P
,CCNB3P1
,
,MIR4669
,
,
Cstf2t,CSTF2T
Snora65,SNORA65
,
,Y_RNA
,
,
,CYP2C61P
,RPL21P91
,NT5ELP
,MIR3911
,RPS6P15
Cfap157,CFAP157
,
Zc3h13,ZC3H13
,PHB2P1
,
,IGKV1OR10-1
,
,
Zswim6,ZSWIM6
H2al1c,H2AL3
H2al1i,H2AL3
H2al1k,H2AL3
H2al1a,H2AL3
H2al1m,H2AL3
H2al1f,H2AL3
H2al2c,H2AL3
H2al1o,H2AL3
H2al1j,H2AL3
H2al2b,H2AL3
H2al1e,H2AL3
H2al1b,H2AL3
H2al1d,H2AL3
H2al2a,H2AL3
H2al1h,H2AL3
H2al1g,H2AL3
H2al1n,H2AL3
Mageb2,MAGEB6B
Gm5071,MAGEB6B
Mageb6b1,MAGEB6B
Mageb1,MAGEB6B
Mageb3,MAGEB6B
Mageb6b2,MAGEB6B
,PNLIPRP3
,SPANXA1
,MIR5094
,
,TMC4
,MIR5009
,RNU6-1111P
Nxf7,NXF2B
Nxf2,NXF2B
,RNU7-111P
,
,
Cdk9,CDK9
,RNU6-667P
,
,
,ST20-MTHFS
,HMGN2P34
,
Lyzl1,LYZL1
,
,
,RPL5P15
,
Epg5,EPG5
,RPS27AP9
,
,RPS9
,RPS2P25
,
,RPL17P22
,
,
,
,Metazoa_SRP
Tex28,TEX28
Bcl2a1d,BCL2A1
Bcl2a1b,BCL2A1
Bcl2a1a,BCL2A1
Bcl2a1c,BCL2A1
Nipbl,NIPBL
,PTGES3P5
,
,AGAP9
,SPANXN2
,TFPT
,LILRP2
,
Nr0b1,NR0B1
,
,
,
Cyp26a1,CYP26A1
,
,LILRP1
Rasl12,RASL12
,
,LILRP2
,PRPF31
,RNU7-56P
,RPL12P49
,RNU4-6P
,MIR3960
,LILRA1
,MIR2861
,KIR3DL3
,SLC35C2P1
Ccin,CCIN
,Y_RNA
Gm23454,
,CBX1P2
,
,RNU6-616P
,RNU4-53P
,HMGB3P31
,SMIM10
Naif1,NAIF1
,
,
,
,
,
,RAD1P1
,RPL17P36
Cfap58,CFAP58
,
Pdcd7,PDCD7
Bbln,BBLN
Rpgr,RPGR
,TSEN34
,
,TPT1
,TMSB4XP4
,MIR219A2HG
,ANXA2P3
Mir219a-2,MIR219A2
,
,MIR219B
,
,
,
,KIR2DS2
,
,SPATA31F3
,LINC02624
,
,
,RNU6-686P
,SNORA24B
,MIR4508
,
Magel2,MAGEL2
,
,TARM1
Tmem26,TMEM26
,KIR2DS3
Mro,MRO
Ndn,NDN
,
,GLULP4
,RNU6-741P
,YWHAZP6
,
,KIR2DP1
,
,Y_RNA
,
,
,SYF2P2
,RNU6-984P
Snord3b2,U3
Snord3b4,U3
Snord3a,U3
Snord3b3,U3
Snord3b1,U3
,RPL21P82
,LINC02896
,KIR2DL1
,MAPK6-DT
,HSPE1P22
,
,LILRB1
,
,
,
,
,MTATP6P29
,MTCO3P29
,
,MTND3P23
,
,MTND4LP7
,KIR3DP1
,BTF3P15
,MTND4P15
,RPL19P16
,BEND3P2
,KIR2DL4
,RPS8P4
,MIR3651
Gm25989,SNORA84
Gm25394,SNORA84
Gm23513,SNORA84
Hmx3,HMX3
,
,Y_RNA
,MIR4670
,
,MIR1266
,EEF1B2P1
,
,RPL21P86
,
,
Qng1,QNG1
,
,DUX4L24
,
,
,
,RPSAP55
,
,RDH13
,EEF1A1P22
,XIAPP1
,
Btbd16,BTBD16
Kbtbd13,KBTBD13
,
,
,
,SNRPCP18
,
Gm24468,RNU6-807P
Mir7-1,MIR7-1
,Y_RNA
,
,MIR4667
Ccdc107,CCDC107
Pcsk6,PCSK6
,
Frg2f1,FRG2B
,
,SLC25A18P1
,DUX4L28
,NTAN1P1
,LINC01153
,CCDC74BP1
,
,
,TXNP1
,
,LINC02661
Nkx1-2,NKX1-2
,RN7SL22P
,MIR6852
,MIR6853
,IGLL4P
Msmp,MSMP
,
,DUX4L14
,BCRP5
,
,DUX4L20
,
,
,RARRES2P2
,DUX4L25
,
,LILRB4
,
,
,DUX4L23
Fam221b,FAM221B
,
,GARRE1
,SAR1AP2
,AGGF1P2
Wdr11,WDR11
,LSM14A
,POM121L8P
,BCRP6
,
,
,
,OR13E1P
,NDUFA5P4
,CLK2
Hrct1,HRCT1
,
,PGAM1P2
,OR2S2
,YBX1P10
,CHCHD2P9
,
Tmtc4,TMTC4
Mllt3,MLLT3
,LRRC37A14P
,EP300-AS1
,LINC02118
,
,
,
,RPL13AP14
,MFSD4BP1
,VCAN-AS1
,
,
,CSF2RBP1
,HNRNPKP5
,
,
,MTND5P10
,PSME2P1
,
,
,PSMC1P5
,ATG10-IT1
,
,GRAMD4P2
,
,LILRP1
,CCDC188BP
,
,LILRP2
,
,LINC00504
Cd180,CD180
,KIR3DL3
,
,
,NF1P6
,RPL7P24
,RPL21P46
,CDC42P6
,
,
,
Rgs7bp,RGS7BP
,ZNF595
,
,FABP5P11
,
,
,
,PKLR
,
,VN1R9P
,PPIAP79
,
,
Nedd4l,NEDD4L
,
,MTCO1P22
,
,
,KIR2DL5A
,
,
,C1GALT1P2
,TMEM184B-AS1
,
,
Ccno,CCNO
,MIR4473
,
,RNU4-26P
,MIR4474
,KIR2DL3
,
,RPL7AP48
Mir491,MIR491
,SNORA30B
,MIR7114
Mrpl41,MRPL41
,
,KIR2DS1
,RPL21P77
,IGLV3-13
,IGLV3-12
,
,DPPA3P12
,CRLF3P2
,MTCO3P22
,KIR3DL2
,MRPL57P7
,
,ISCA1P1
,
,
,
,RN7SKP85
,
,
,
,Metazoa_SRP
,
,SETP5
,
Msx1,MSX1
,
,
,
,IGLV2-11
Gm25473,RNU6-86P
Gm23714,RNU6-86P
,RPS10P3
,
,
,
,
,
,IGLJ5
,
,
,HMGN1P14
,
,
,
Snord8,SNORD8
,RPS21P4
,PPIAP11
,MSL3P3
,
,
,WEE1P1
,MTND4P35
,EIF4EBP1P1
,
,SNRPCP13
,RNU6-1327P
,
,RN7SL650P
,
,EIF1P1
,
,Y_RNA
,
,KANK1-AS1
,MIR599
,
,MIR875
Rab2b,RAB2B
,
,RN7SL350P
,
,
,
,
Dmrt1,DMRT1
,
,
,
,
,
,
,
Zc4h2,ZC4H2
,ECM1P2
,
,
,GPI
,NTAN1P2
,LINC00528
,VPS51P18
Hmx1,HMX1
,SLC2A3P4
,
,RACK1P1
,
,MIOXP1
,RPL5P14
,UBE2Q2P10
,
,RRP7BP
,MTX1LP
,
,
,
,GOLGA2P1
,
,LINC02215
,OR7E96P
,SCAMP3
,
,
,VPS51P16
,
,
,
,
,
,
,MIR548I3
,RPS3AP31
,
,SNRPCP17
,NREP-AS1
Cngb3,CNGB3
,
,GPR78
,MTATP6P2
,
,ZP3P1
,SERBP1P6
,FOXF2-DT
,RNU6-829P
,
,Y_RNA
,TRPC6P6
,
,DUX4L15
,
,
,
,FAM120AOS
,DUX4L29
,RPL34P16
,DUX4L21
,RPS3P4
Foxi2,FOXI2
,
,RPL5P20
,
,
,JARID2-DT
,
,
,EEF1E1-BLOC1S5
,RPS10P18
,
Gpr26,GPR26
,
,RPL21P61
,LSP1P3
,BLOC1S5-TXNDC5
Spmip10,SPMIP10
,
,DUX4L11
,
Gm26122,RNU6-366P
,YBX2P1
,
,CLUHP5
,
Dmd,DMD
,SPTLC1P2
,ARMS2
Slc24a4,SLC24A4
,
,PIP5K1P1
,EEF1A1P20
,
,RFPL4AP3
,B3GNTL1P1
,TOMM5P1
,
,RPL17P21
,RPL6P18
,OR7E84P
,
,DUX4L10
,
Hdgfl1,HDGFL1
,
,PSMC1P4
,RPL6P17
,
,OR7E86P
,RPL21P55
Foxq1,FOXQ1
,
,
,MTCO3P44
,HMGN1P13
,RPL7AP36
,
,
,
,KIR2DP1
,
,
,
,ISG20L2P1
,
,
,
,LINC02270
,RPL13P
,
,KIR2DL1
,U6
,
,
,
,NUP50P2
Adgrv1,ADGRV1
,MIR548AU
,RN7SL181P
,NOP56P1
,
,GBA1
,
,MTCO3P27
,GSN-AS1
,
Gfod1,GFOD1
,TRPC6P4
,RPS3AP17
,
,
,TRMT112P4
,PPIAP38
,
,DUX4L12
,
,
,HMGB3P8
,FYTTD1P1
,NIP7P1
Mrpl50,MRPL50
,
,MTND4P9
,
,
,SLC16A14P1
,DUX4L22
,
,
,DUX4L13
,RPS27P13
,
,TAGLN2P1
,
,
,RPS26P39
,OR2U2P
,BTBD7P2
,OR7E85P
,RNU7-84P
,RPS18P8
Ppp3r2,PPP3R2
,MIR4288
,
,KIR3DP1
,RNA5SP259
,
,
,INTS9-AS1
,OR2J4P
Nrg3,NRG3
,
,RPL36AP32
,MTCO3P42
,H3P31
,Metazoa_SRP
,HNRNPA1P37
,
,
,
,MTND3P24
,RN7SL100P
,ZNF90P2
,
,RPS29P11
,
,
,
,RNA5SP280
Rbm24,RBM24
,RPL36AP34
,
,RPL12P24
Eqtn,EQTN
,
,
,Y_RNA
,
,ZNF718
Oxr1,OXR1
,
,HMGN1P11
,
,
,
,NLRP7
Tmc1,TMC1
,
,
,
,LINC02271
,GARRE1
,MTND4LP22
,RPL31P31
,
,RAC1P2
,KRT18P38
,
,
Gabrb1,GABRB1
Gpr158,GPR158
,DDX18P3
Foxf2,FOXF2
,UQCRFS1P3
Sox4,SOX4
,RPL21P62
,OR2G1P
,
,ACCSLP1
,BOLA2P3
,MTCYBP16
,
,NLRP2
,
,
,
,PPIAP31
,
,SNX18P23
,
,
,
Emx2,EMX2
,MTCO3P28
,LINC02483
,SNX18P24
,
Kif13a,KIF13A
,
,GP6
,
,HMGB1P14
,
,EXOC5P1
,LINC00216
,
,RNU6-341P
,
,LDHAP1
Tomm20l,TOMM20L
,
,GAPDHP45
,SRIP1
,
,RPL34P19
,THAP12P9
,PTCHD3P1
,HMGB1P7
,
,
,RNU6-576P
,MIR6078
,
,RNU6-163P
Gm55001,RNU6-889P
,MIR6072
,RNA5SP299
,
,RNA5SP300
,
,MESTP3
,
Gm25163,RNU6-1212P
Gm23044,RNU6-1212P
,U3
,RPS26P24
,
,RNA5SP303
,
,
,MIR511
,RNU6-1141P
,
,RNU6ATAC39P
,MIR4480
,MIR4481
,RNU12
,MIR548Q
,
,FAM247B
Gm26251,
,RN7SKP219
,
,RN7SKP37
,
,OCIAD1-AS1
,RNA5SP306
,
,RNU6-413P
,
,Y_RNA
,PI4KAP1
,RNA5SP304
,SNX18P25
,RN7SKP132
,MIR604
,
,SNORD115
,MIR938
,HMGB1P44
,RNU6-908P
Gm24410,RNU6-632P
,RN7SL825P
,RDH13
,MTND3P5
Gm56334,RN7SKP220
Gm55655,RN7SKP220
Gm55120,RN7SKP220
,RNU7-22P
,RN7SL398P
,MTND6P16
,Y_RNA
,LILRP2
,HNRNPA1P67
,Y_RNA
,Y_RNA
,
,
,RNU6-1118P
,SEC63P2
Gm23535,RNU6-795P
,HCN3
Gm23535,RNU6-1170P
,
,RNA5SP312
,MIR605
,LILRB2
,Y_RNA
,RNA5SP318
,LINC02493
Gm56391,RN7SKP196
,
,RNU6-543P
,MIR3924
,MIR1296
,Y_RNA
,SLIRPP2
,MIR4676
,RN7SL840P
Cox7b2,COX7B2
Gm23858,RNU6-325P
2700049A03Rik,KIAA0586
,RNU6-478P
Gm54581,RN7SKP238
,RNA5SP322
Mir346,MIR346
,
,RNU6-129P
,MIR4678
Gm56345,
Gm54634,
,
,Y_RNA
,Y_RNA
Tmem252,TMEM252
,Metazoa_SRP
,RNA5SP324
,RNU2-43P
,
,MIR4482
,RN7SKP278
,
,RNA5SP326
Gm23102,RNU5B-6P
,
Gm22828,RNU6-463P
,KIR2DS2
,
Gm25176,RNU4-5P
,RNU6-1165P
,UGT2B11
,RNU2-59P
Garnl3,GARNL3
,RNU6-839P
,MIR3158-1
,MIR3158-2
,MIR609
,RNU6-728P
,ENTREP3
,MIR378C
,Y_RNA
,MIR3941
,LINC01165
Mir146b,MIR146B
Naa16,NAA16
2310034G01Rik,C10orf95
,
,NAA11
,RPL23AP58
,RNU6-43P
,KIR3DL1
,EIF4BP2
,
,LUZP4P1
,RNU6-15P
,LINC03089
,RPL9P21
,
,
,Y_RNA
Gm54605,RNU6-740P
,THAP9
,DDX18P6
,RPL35AP24
Gm23946,SNORA74C-2
,RNA5SP317
,SLC9A3P3
,SLC9A3P1
,DYNC1I2P1
,LINC02621
,
,
,RN7SL591P
,
,LINC02929
,
Fam246a,FAM246B
,
,
,FAM230H
,
,
,
,LARP1BP1
,
Gk2,GK2
,
,ALDH7A1P4
,
,
Gm56102,MIR628
,
,
,MIR4297
,
,
,EBF3-AS1
,
,RPL21P16
,
,
,
,
,MTND3P22
,RNU6-1169P
,LINC01561
,ELOCP2
,
Plpp4,PLPP4
,
,UBE2CP4
,PRDX4P1
,
,
,
,
,RPL21P116
,PPBPP1
,RNU6-415P
,
,
Rasgrf1,RASGRF1
Ppp2r2c,PPP2R2C
,
,MIR4675
,MTND1P21
,
,MRM3P1
,
,Metazoa_SRP
,Y_RNA
,
,MIR1915
Skida1,SKIDA1
,
Fam246a,FAM246A
,POM121L9P
,RNU6-306P
Nps,NPS
,
Prkg1,PRKG1
,
,KRT8P32
,
,
,
,LILRA3
,
,
,BOLA3P3
,
,
,RPS17P2
,MTND4LP5
,
,
,
,
,ZCCHC10P2
,
,LILRA5
,
