Barcode	CellName	Sample	Tissue	Platform	raw.nUMI	raw.nGene	filter.nUMI	filter.nGene	ribo.per	raw.nCD	raw.nTF	raw.nCyt	raw.nLR	Global_Cluster	Sub_Cluster	Sub_ClusterID	Global_tSNE_1	Global_tSNE_2	Sub_tSNE_1	Sub_tSNE_2	integrated.Global_tSNE_1	integrated.Global_tSNE_2
PP8-82-20170411	P_P_P0411_02067	P0411	P	Smart-seq2	473635.4452	4406	430154.6661	3949	0.019662326	106	238	28	178	ILC	hI01_NK-CD16	hI01	4.354795225	-33.03319589	-5.839452694	0.083604266	-7.687774353	-24.1000658
PP8-91-20170411	P_P_P0411_02068	P0411	P	Smart-seq2	331066.695	3454	292649.1909	3074	0.027394377	87	190	14	150	ILC	hI01_NK-CD16	hI01	6.829884991	-37.78609133	-14.22599894	-7.281430084	-5.703538112	-28.5556335
PP8-9-20170411	P_P_P0411_02069	P0411	P	Smart-seq2	602599.4504	5043	534003.5598	4479	0.026188892	106	270	23	180	ILC	hI01_NK-CD16	hI01	9.506472126	-34.31999591	-8.78265629	-3.344922019	1.146837949	-24.07638326
PTC10-20170411	P_P_P0411_02070	P0411	P	Smart-seq2	377269.2952	4114	301083.4062	3656	0.038291627	81	204	23	142	CD8 T cell	hT13_CD8-GPR183	hT13	29.12902023	-9.090935731	13.84525237	16.77260661	8.444778223	-2.158067234
PTC11-20170411	P_P_P0411_02071	P0411	P	Smart-seq2	281501.2269	4226	200417.305	3777	0.033309586	109	222	17	149	CD8 T cell	hT13_CD8-GPR183	hT13	21.45602029	-14.99792403	7.128866543	22.05982229	-7.099334657	9.539169201
PTC14-20170411	P_P_P0411_02072	P0411	P	Smart-seq2	373328.2628	4001	320942.4446	3541	0.028274428	89	223	18	146	CD8 T cell	hT14_CD8-CX3CR1	hT14	19.68024029	-25.93633149	0.772410891	26.46652287	10.7476979	-16.31560356
PTC15-20170411	P_P_P0411_02073	P0411	P	Smart-seq2	478574.5753	5131	414176.5527	4579	0.018004483	97	269	17	163	CD8 T cell	hT15_CD8-GZMK	hT15	20.25456304	-18.23568464	6.058966881	27.65664132	-8.576779834	1.621778946
PTC16-20170411	P_P_P0411_02074	P0411	P	Smart-seq2	304808.8435	4000	252879.3676	3578	0.021856585	92	211	15	137	CD8 T cell	hT16_CD8-CD6	hT16	17.38551284	-18.52243541	0.612271142	25.53613853	7.976115541	-10.08320297
PTC19-20170411	P_P_P0411_02075	P0411	P	Smart-seq2	474132.824	3820	420012.4238	3402	0.022562705	85	204	25	145	CD8 T cell	hT14_CD8-CX3CR1	hT14	17.6367601	-23.68920354	2.716231513	33.12782914	3.549861432	-25.40540013
PTC20-20170411	P_P_P0411_02076	P0411	P	Smart-seq2	406105.1302	4156	311578.019	3680	0.028883303	79	217	20	134	CD8 T cell	hT14_CD8-CX3CR1	hT14	19.17529177	-16.08116853	0.333797801	25.02188763	21.3178041	-11.02027839
PTC21-20170411	P_P_P0411_02077	P0411	P	Smart-seq2	363323.9313	3731	301113.4844	3343	0.025161885	91	188	21	140	CD8 T cell	hT14_CD8-CX3CR1	hT14	19.33883035	-15.54465632	2.973578964	22.20601803	13.28794659	-15.57245174
PTC24-20170411	P_P_P0411_02078	P0411	P	Smart-seq2	240146.5492	3698	213349.8298	3302	0.036068591	84	196	22	126	CD8 T cell	hT14_CD8-CX3CR1	hT14	17.44208075	-24.29068811	5.109979918	33.03869666	1.993842469	-18.91185377
PTC25-20170411	P_P_P0411_02079	P0411	P	Smart-seq2	436151.4005	3799	328865.5308	3351	0.022918386	85	210	26	136	CD8 T cell	hT14_CD8-CX3CR1	hT14	14.63071553	-16.16851741	-0.452529619	22.98474642	9.974440836	-11.03463692
PTC26-20170411	P_P_P0411_02080	P0411	P	Smart-seq2	363447.2558	3366	325293.4278	2984	0.025997757	69	180	17	107	CD8 T cell	hT14_CD8-CX3CR1	hT14	19.90424461	-26.8705128	-1.497585798	32.07134759	15.18240975	-27.96918686
PTC28-20170411	P_P_P0411_02081	P0411	P	Smart-seq2	318467.1647	3988	256229.2736	3548	0.039106919	95	223	17	144	CD8 T cell	hT14_CD8-CX3CR1	hT14	13.95012725	-16.33951689	-0.186571375	24.26638245	7.97108827	-11.69108533
PTC3-20170411	P_P_P0411_02082	P0411	P	Smart-seq2	405285.7071	4498	364569.557	4017	0.018097695	105	229	16	148	CD8 T cell	hT14_CD8-CX3CR1	hT14	17.06636344	-25.31382474	2.305445919	30.70982032	6.543195073	-18.48810948
PTC30-20170411	P_P_P0411_02083	P0411	P	Smart-seq2	378834.6594	3599	327673.1941	3239	0.02538706	80	204	26	133	CD8 T cell	hT14_CD8-CX3CR1	hT14	14.6174245	-17.39021496	-0.563944394	26.43940771	3.97119124	-17.8442895
PTC31-20170411	P_P_P0411_02084	P0411	P	Smart-seq2	352236.4789	3686	295580.4784	3307	0.026598692	70	190	10	125	CD8 T cell	hT14_CD8-CX3CR1	hT14	17.25496248	-25.31993501	0.571584238	35.31632766	5.19923984	-17.83309833
PTC32-20170411	P_P_P0411_02085	P0411	P	Smart-seq2	435857.6448	4067	371834.8409	3606	0.036123367	93	208	19	149	CD8 T cell	hT14_CD8-CX3CR1	hT14	20.32219204	-27.38966288	1.075253975	31.1155295	16.10465923	-28.10518936
PTC34-20170411	P_P_P0411_02086	P0411	P	Smart-seq2	390449.0813	4271	352288.4199	3872	0.021886582	96	231	17	154	CD8 T cell	hT14_CD8-CX3CR1	hT14	11.19998313	-24.46051722	-8.152356896	32.21588407	0.893598799	-25.0906399
PTC37-20170411	P_P_P0411_02087	P0411	P	Smart-seq2	323763.675	3847	258584.1633	3444	0.032144152	89	193	18	143	CD8 T cell	hT14_CD8-CX3CR1	hT14	16.79001107	-25.64797286	-0.224085313	24.71064953	-2.237649367	-12.80642552
PTC38-20170411	P_P_P0411_02088	P0411	P	Smart-seq2	311798.9183	3898	270444.627	3469	0.022153473	81	195	18	134	CD8 T cell	hT14_CD8-CX3CR1	hT14	14.16944242	-18.66783148	-1.389165787	24.82659643	10.16063034	-12.83080345
PTC4-20170411	P_P_P0411_02089	P0411	P	Smart-seq2	368812.3498	4514	314813.4585	3986	0.018127676	109	227	17	152	CD8 T cell	hT14_CD8-CX3CR1	hT14	18.99951599	-25.64265338	3.099184853	33.40427179	4.525112333	-18.98069735
PTC40-20170411	P_P_P0411_02090	P0411	P	Smart-seq2	401124.9786	4021	323092.3531	3601	0.029128538	99	235	17	147	CD8 T cell	hT14_CD8-CX3CR1	hT14	16.60312991	-25.37603118	1.554238282	29.81629548	-6.458737756	-23.76666116
PTC42-20170411	P_P_P0411_02091	P0411	P	Smart-seq2	468277.1767	4106	373768.8395	3644	0.035209951	85	213	12	136	CD8 T cell	hT13_CD8-GPR183	hT13	21.83481321	-13.49339744	4.156761623	20.0331093	11.81427306	-11.72368733
PTC43-20170411	P_P_P0411_02092	P0411	P	Smart-seq2	364631.2198	3781	310653.7983	3376	0.034317181	85	197	18	133	CD8 T cell	hT14_CD8-CX3CR1	hT14	15.66967858	-16.75131497	0.304790737	21.2618152	12.41239821	-13.94961288
PTC44-20170411	P_P_P0411_02093	P0411	P	Smart-seq2	468749.932	4771	400489.4411	4258	0.029849118	109	242	23	161	CD8 T cell	hT14_CD8-CX3CR1	hT14	16.40653287	-21.18582369	0.028342662	26.99513584	4.498357617	-20.27581278
PTC46-20170411	P_P_P0411_02094	P0411	P	Smart-seq2	433380.621	4111	392873.2094	3641	0.03558131	92	226	25	129	CD8 T cell	hT14_CD8-CX3CR1	hT14	14.59471346	-15.98669157	-0.189160295	23.3302538	9.203641778	-11.5973138
PTC47-20170411	P_P_P0411_02095	P0411	P	Smart-seq2	488255.3303	4078	432339.1586	3624	0.025489793	92	223	23	155	CD8 T cell	hT14_CD8-CX3CR1	hT14	15.44923941	-25.20766871	0.405415854	27.60773017	7.264016252	-17.68411358
PTC48-20170411	P_P_P0411_02096	P0411	P	Smart-seq2	344809.5194	3805	295346.7043	3391	0.023596642	82	196	15	138	CD8 T cell	hT14_CD8-CX3CR1	hT14	15.64288349	-25.34576163	-0.749137778	27.53659519	3.063509138	-18.03848022
PTC49-20170411	P_P_P0411_02097	P0411	P	Smart-seq2	437997.1905	4069	382346.0632	3651	0.028420468	86	235	25	140	CD8 T cell	hT14_CD8-CX3CR1	hT14	17.17564087	-24.09255105	-0.26691724	29.80593767	4.123859698	-20.60799235
PTC5-20170411	P_P_P0411_02098	P0411	P	Smart-seq2	367632.0428	4726	288213.1449	4144	0.027339071	113	241	23	172	CD8 T cell	hT14_CD8-CX3CR1	hT14	16.71522621	-18.68858998	1.096320115	25.79692885	2.157709563	-16.60866068
PTC50-20170411	P_P_P0411_02099	P0411	P	Smart-seq2	251619.4823	3937	212547.7295	3501	0.026185875	84	215	21	142	CD8 T cell	hT14_CD8-CX3CR1	hT14	15.71521823	-25.40737144	-0.70477945	27.62684627	15.44887739	-17.00416732
PTC51-20170411	P_P_P0411_02100	P0411	P	Smart-seq2	343961.9224	3945	305791.4064	3543	0.024143547	80	219	24	134	CD8 T cell	hT15_CD8-GZMK	hT15	19.08459493	-15.44736821	3.38681045	22.08096144	7.674228018	-14.05660384
PTC52-20170411	P_P_P0411_02101	P0411	P	Smart-seq2	296829.2863	3393	272829.807	3090	0.039380746	96	178	18	155	CD8 T cell	hT14_CD8-CX3CR1	hT14	16.91818172	-20.29492275	1.240720694	26.72430023	3.821608971	-14.44264555
PTC54-20170411	P_P_P0411_02102	P0411	P	Smart-seq2	408751.425	4197	371361.2086	3737	0.030852152	83	208	15	137	CD8 T cell	hT13_CD8-GPR183	hT13	29.21222814	-8.392622865	9.194946947	15.13896383	7.647195956	-0.544279541
PTC55-20170411	P_P_P0411_02103	P0411	P	Smart-seq2	331832.4938	3854	260956.4651	3418	0.036560912	100	187	21	144	CD8 T cell	hT14_CD8-CX3CR1	hT14	18.00563487	-15.47248088	2.676586945	21.974608	16.43929887	-12.09035115
PTC57-20170411	P_P_P0411_02104	P0411	P	Smart-seq2	374149.8833	3762	313477.4198	3371	0.025909783	93	178	25	153	CD8 T cell	hT14_CD8-CX3CR1	hT14	19.97337681	-25.01305548	2.230184664	33.78297566	5.810014772	-17.82665217
PTC58-20170411	P_P_P0411_02105	P0411	P	Smart-seq2	310294.2183	3594	273913.0505	3227	0.031120616	83	192	12	122	CD8 T cell	hT14_CD8-CX3CR1	hT14	19.38870904	-26.74439784	1.575668764	36.3347779	-6.844675713	-29.07935895
PTC59-20170411	P_P_P0411_02106	P0411	P	Smart-seq2	504805.393	4166	431461.4196	3715	0.028465382	89	234	21	153	CD8 T cell	hT14_CD8-CX3CR1	hT14	16.47298367	-21.30470722	-0.343495247	27.6282383	3.000931968	-18.69172212
PTC6-20170411	P_P_P0411_02107	P0411	P	Smart-seq2	226318.3157	4271	175601.1456	3803	0.038752701	84	215	21	148	CD8 T cell	hT12_CD8-LEF1	hT12	30.48944045	3.127336253	8.154880168	8.393918674	2.148487484	-2.915302833
PTC61-20170411	P_P_P0411_02108	P0411	P	Smart-seq2	611972.0008	3902	505168.1278	3451	0.026827497	82	203	16	134	CD8 T cell	hT14_CD8-CX3CR1	hT14	16.87343204	-26.34599938	-0.850049592	27.67447593	10.83700056	-11.15626593
PTC62-20170411	P_P_P0411_02109	P0411	P	Smart-seq2	408533.7271	4028	347643.063	3591	0.034556944	86	194	25	143	CD8 T cell	hT14_CD8-CX3CR1	hT14	15.39977323	-19.21075573	-0.680078533	26.12817624	9.69900347	-15.90666492
PTC63-20170411	P_P_P0411_02110	P0411	P	Smart-seq2	389539.8355	4010	319306.087	3589	0.026205387	90	223	19	136	CD8 T cell	hT15_CD8-GZMK	hT15	14.02479991	-16.18378714	-0.396874935	24.09141546	3.174392215	-17.07030405
PTC64-20170411	P_P_P0411_02111	P0411	P	Smart-seq2	377430.6586	4325	311513.2404	3829	0.047243592	88	218	18	153	CD8 T cell	hT12_CD8-LEF1	hT12	31.6932264	0.807553898	8.59147603	8.912754447	18.41041839	-6.054529874
PTC65-20170411	P_P_P0411_02112	P0411	P	Smart-seq2	442028.8981	3769	381947.3058	3355	0.053894751	85	194	14	125	CD8 T cell	hT13_CD8-GPR183	hT13	28.95402186	-6.287922508	9.631366702	14.65282029	21.95757567	0.891140642
PTC68-20170411	P_P_P0411_02113	P0411	P	Smart-seq2	260738.8577	3670	226731.3393	3249	0.026158381	81	204	13	133	CD8 T cell	hT14_CD8-CX3CR1	hT14	15.57861651	-16.76898748	0.095148052	24.0621998	9.293307867	-12.33765592
PTC7-20170411	P_P_P0411_02114	P0411	P	Smart-seq2	334455.4251	4835	281726.3634	4279	0.043090225	111	246	23	177	CD8 T cell	hT14_CD8-CX3CR1	hT14	19.27380372	-15.6800631	3.380509057	22.3210665	7.014227854	-13.96296685
PTC70-20170411	P_P_P0411_02115	P0411	P	Smart-seq2	409034.9847	4131	333670.4915	3698	0.029584461	95	209	23	162	CD8 T cell	hT14_CD8-CX3CR1	hT14	21.39806399	-26.74589568	-0.14393536	28.7106218	12.60344695	-15.27456562
PTC71-20170411	P_P_P0411_02116	P0411	P	Smart-seq2	492662.066	4279	387590.9895	3795	0.033530393	96	229	17	147	CD8 T cell	hT14_CD8-CX3CR1	hT14	16.86620604	-18.59257971	1.010167615	26.15351593	3.165847267	-18.7940702
PTC72-20170411	P_P_P0411_02117	P0411	P	Smart-seq2	423525.6839	4197	345110.1674	3736	0.027340194	93	224	22	154	CD8 T cell	hT13_CD8-GPR183	hT13	27.87728306	-7.598603646	9.135821988	15.13714929	13.014988	-4.150480273
PTC74-20170411	P_P_P0411_02118	P0411	P	Smart-seq2	346179.4196	3608	304917.2578	3214	0.023815292	79	187	16	134	CD8 T cell	hT14_CD8-CX3CR1	hT14	17.17035074	-25.66047467	-0.7767029	28.22963773	6.096770585	-20.58697241
PTC76-20170411	P_P_P0411_02119	P0411	P	Smart-seq2	343009.8249	3940	291159.3003	3565	0.034291437	82	222	16	132	CD8 T cell	hT14_CD8-CX3CR1	hT14	16.36919278	-25.12675029	0.985200293	28.5685887	2.597800223	-17.64374315
PTC77-20170411	P_P_P0411_02120	P0411	P	Smart-seq2	471060.0138	4185	342067.7433	3720	0.037452319	88	216	23	141	CD8 T cell	hT14_CD8-CX3CR1	hT14	16.8023875	-19.18913615	1.267974953	26.37639443	5.605217668	-20.68107175
PTC78-20170411	P_P_P0411_02121	P0411	P	Smart-seq2	473228.4839	4218	372033.7392	3754	0.02782652	87	245	17	152	CD8 T cell	hT14_CD8-CX3CR1	hT14	16.84793754	-18.0283813	1.015334516	26.21556729	9.246314281	-15.51931679
PTC8-20170411	P_P_P0411_02122	P0411	P	Smart-seq2	253317.746	4331	219675.2115	3795	0.036601151	90	209	17	132	CD8 T cell	hT15_CD8-GZMK	hT15	13.7238463	-16.40273439	1.358156343	27.43384793	3.866514396	-13.53756857
PTC80-20170411	P_P_P0411_02123	P0411	P	Smart-seq2	484783.7218	4175	400132.437	3748	0.03032531	72	217	17	141	CD8 T cell	hT14_CD8-CX3CR1	hT14	16.43930979	-18.86035675	-0.407462817	26.43230667	8.655210531	-18.90523053
PTC81-20170411	P_P_P0411_02124	P0411	P	Smart-seq2	392242.0778	4406	317760.2862	3905	0.026988314	95	231	17	152	CD8 T cell	hT14_CD8-CX3CR1	hT14	16.34522211	-18.57726071	0.128570961	26.02119226	9.888849839	-11.95611685
PTC84-20170411	P_P_P0411_02125	P0411	P	Smart-seq2	443048.4129	3333	340057.0385	2988	0.028411042	71	173	16	120	CD8 T cell	hT14_CD8-CX3CR1	hT14	16.60614964	-25.39039864	-0.709728124	28.14752893	8.969263725	-18.15599128
PTC85-20170411	P_P_P0411_02126	P0411	P	Smart-seq2	458726.0655	3606	389366.7802	3206	0.036280593	77	176	20	129	CD8 T cell	hT14_CD8-CX3CR1	hT14	21.00696162	-27.03194561	0.221394651	31.80697825	18.16237658	-18.77607522
PTC86-20170411	P_P_P0411_02127	P0411	P	Smart-seq2	370224.6904	4022	310110.783	3580	0.028659283	88	218	23	155	CD8 T cell	hT14_CD8-CX3CR1	hT14	18.28595215	-15.29053276	0.591142647	21.01062879	12.01873352	-13.68351368
PTC87-20170411	P_P_P0411_02128	P0411	P	Smart-seq2	261068.0214	3609	204300.2966	3194	0.029684168	75	195	18	119	CD8 T cell	hT14_CD8-CX3CR1	hT14	14.59183594	-16.06920456	-0.245719831	23.97608003	7.502810492	-7.873379681
PTC88-20170411	P_P_P0411_02129	P0411	P	Smart-seq2	551279.2708	4231	424717.9493	3749	0.02904004	88	227	15	142	CD8 T cell	hT14_CD8-CX3CR1	hT14	16.39410455	-17.6947352	0.16235455	24.92123465	11.77853933	-17.73825555
PTC9-20170411	P_P_P0411_02130	P0411	P	Smart-seq2	408985.1928	3893	289736.7652	3461	0.04937148	82	198	16	129	CD8 T cell	hT13_CD8-GPR183	hT13	27.90796561	-7.07884522	9.191760213	14.00634181	13.41598264	2.788521385
PTC93-20170411	P_P_P0411_02131	P0411	P	Smart-seq2	359807.6788	3721	289070.4088	3314	0.023097803	71	200	19	115	CD8 T cell	hT15_CD8-GZMK	hT15	14.45662068	-16.23387044	0.483115255	25.71428478	10.21870568	-13.84610509
PTC96-20170411	P_P_P0411_02132	P0411	P	Smart-seq2	414003.7258	3643	333451.271	3236	0.026519615	76	202	17	135	CD8 T cell	hT14_CD8-CX3CR1	hT14	14.76935971	-16.97864865	-0.270727086	24.49819901	3.196069385	-17.82799169
PTH1-20170411	P_P_P0411_02133	P0411	P	Smart-seq2	444074.2665	4122	350949.9951	3650	0.050245112	83	233	20	123	CD4 T cell	hT01_CD4-CCR7	hT01	34.94299338	2.927021891	25.42785021	-0.82852431	13.66350366	9.990900095
PTH100-20170411	P_P_P0411_02134	P0411	P	Smart-seq2	478295.7888	4494	390359.8383	3912	0.042032022	90	255	21	153	CD4 T cell	hT01_CD4-CCR7	hT01	38.43565705	2.428105859	24.26055229	-0.283990127	15.47364852	11.54163259
PTH102-20170411	P_P_P0411_02135	P0411	P	Smart-seq2	546933.688	5536	479750.6429	4829	0.024664189	112	294	19	183	CD4 T cell	hT03_CD4-GNLY	hT03	20.86934655	-23.04177109	8.397512437	32.16383335	2.249835703	-20.48949538
PTH104-20170411	P_P_P0411_02136	P0411	P	Smart-seq2	605484.796	4962	493795.0835	4380	0.041152228	115	272	22	168	CD4 T cell	hT03_CD4-GNLY	hT03	22.7501375	-24.60401301	7.522839656	32.78459209	13.11520878	-28.75484283
PTH108-20170411	P_P_P0411_02137	P0411	P	Smart-seq2	580572.5102	4423	503420.8916	3931	0.023633254	102	222	18	164	CD4 T cell	hT03_CD4-GNLY	hT03	20.54108656	-24.55895301	6.793829778	33.4748394	0.637566439	-25.90425708
PTH109-20170411	P_P_P0411_02138	P0411	P	Smart-seq2	611222.0766	4509	534226.7272	4006	0.031359222	96	243	21	145	CD4 T cell	hT03_CD4-GNLY	hT03	20.98155909	-23.52195807	8.427893138	33.16324029	2.489683799	-19.96410869
PTH112-20170411	P_P_P0411_02140	P0411	P	Smart-seq2	408828.91	4426	335500.1297	3869	0.066334826	84	226	19	142	CD4 T cell	hT01_CD4-CCR7	hT01	33.76836213	0.294140068	24.56309699	2.397938575	15.76258308	10.03201243
PTH113-20170411	P_P_P0411_02141	P0411	P	Smart-seq2	381063.6351	3684	311336.8986	3233	0.031307357	82	196	13	122	CD4 T cell	hT03_CD4-GNLY	hT03	20.12220564	-26.27343796	7.736375771	34.16373112	14.57396743	-26.94661999
PTH114-20170411	P_P_P0411_02142	P0411	P	Smart-seq2	487411.956	3724	401420.8707	3313	0.027456449	87	196	22	139	CD4 T cell	hT03_CD4-GNLY	hT03	20.74379065	-25.65042936	8.391821765	33.35498322	17.1681307	-24.30012405
PTH115-20170411	P_P_P0411_02143	P0411	P	Smart-seq2	471549.4822	4275	384856.1519	3807	0.05175066	86	226	18	145	CD4 T cell	hT02_CD4-ANXA1	hT02	32.96083208	-8.5448817	19.22788549	12.74869174	11.34084611	16.12805709
PTH116-20170411	P_P_P0411_02144	P0411	P	Smart-seq2	523794.0602	4027	440143.2388	3540	0.062998586	73	206	17	142	CD4 T cell	hT01_CD4-CCR7	hT01	28.14726724	-5.73622562	25.43333385	6.834143987	21.77093458	7.556983146
PTH119-20170411	P_P_P0411_02145	P0411	P	Smart-seq2	441352.0015	4033	362066.9527	3563	0.069097619	76	210	16	139	CD4 T cell	hT01_CD4-CCR7	hT01	37.16192924	4.179406464	28.31922422	1.351188757	22.57618733	-6.642868635
PTH12-20170411	P_P_P0411_02146	P0411	P	Smart-seq2	428208.2745	4401	343091.6961	3834	0.055304386	80	234	20	144	CD4 T cell	hT01_CD4-CCR7	hT01	36.97410993	3.299195306	28.88779316	1.863687322	18.62426504	10.01776278
PTH120-20170411	P_P_P0411_02147	P0411	P	Smart-seq2	391676.0958	4186	341198.4059	3712	0.031434046	105	211	18	144	CD4 T cell	hT03_CD4-GNLY	hT03	21.20324052	-24.05004095	8.035332122	32.9756418	0.184169748	-24.56117499
PTH122-20170411	P_P_P0411_02148	P0411	P	Smart-seq2	358947.6564	4210	278307.0478	3746	0.043060237	93	228	16	148	CD4 T cell	hT01_CD4-CCR7	hT01	28.61505417	-1.428059648	14.06421337	13.25895166	12.34830675	-0.351455843
PTH127-20170411	P_P_P0411_02149	P0411	P	Smart-seq2	512512.2131	4459	434910.9599	3933	0.050652969	89	229	20	144	CD4 T cell	hT01_CD4-CCR7	hT01	32.27510286	0.449882861	25.2858982	4.524618937	21.06458328	2.742325611
PTH128-20170411	P_P_P0411_02150	P0411	P	Smart-seq2	517877.9321	4458	464645.4016	3906	0.027152977	94	221	18	161	CD4 T cell	hT03_CD4-GNLY	hT03	21.11701924	-26.0484657	9.245689074	34.24343367	17.50479336	-24.15006016
PTH129-20170411	P_P_P0411_02151	P0411	P	Smart-seq2	534249.1187	4211	432816.1061	3738	0.036245746	103	218	18	157	CD4 T cell	hT03_CD4-GNLY	hT03	20.00147583	-23.31484983	6.974031066	32.9835909	-4.645642544	-23.90987646
PTH130-20170411	P_P_P0411_02153	P0411	P	Smart-seq2	655745.6593	5301	539711.2019	4708	0.039223542	113	270	23	176	CD4 T cell	hT02_CD4-ANXA1	hT02	31.52143458	-3.931187089	19.68294892	12.25987589	11.0583702	16.1702212
PTH132-20170411	P_P_P0411_02154	P0411	P	Smart-seq2	476239.7846	4074	405643.3491	3677	0.030672826	100	215	22	142	CD4 T cell	hT03_CD4-GNLY	hT03	18.40943447	-21.68771838	7.238527096	32.71680512	6.470196598	-25.56252912
PTH136-20170411	P_P_P0411_02155	P0411	P	Smart-seq2	509960.4704	4877	407292.9426	4308	0.048478403	105	268	24	153	CD4 T cell	hT02_CD4-ANXA1	hT02	28.00572375	-8.630530783	19.45753424	12.78476221	20.6626972	-1.540233922
PTH14-20170411	P_P_P0411_02156	P0411	P	Smart-seq2	377720.0204	4647	320075.7061	4089	0.03930341	86	243	14	146	CD4 T cell	hT02_CD4-ANXA1	hT02	33.00525224	-7.201548601	22.4742235	13.75460885	10.29984458	13.07533533
PTH141-20170411	P_P_P0411_02157	P0411	P	Smart-seq2	560505.4935	4561	456590.4747	3954	0.064911067	92	248	20	158	CD4 T cell	hT01_CD4-CCR7	hT01	33.09527531	0.443712886	23.19392044	0.598375291	19.01673975	6.886470234
PTH142-20170411	P_P_P0411_02158	P0411	P	Smart-seq2	500248.7676	4551	404127.0833	3975	0.061553704	91	257	21	157	CD4 T cell	hT01_CD4-CCR7	hT01	35.19076311	0.023780082	23.49043162	-1.07455729	13.69698675	8.380117822
PTH145-20170411	P_P_P0411_02159	P0411	P	Smart-seq2	464677.4128	4475	370632.8658	3941	0.053827463	107	247	21	150	CD4 T cell	hT01_CD4-CCR7	hT01	30.51602388	0.462348965	22.90845222	-0.095063803	13.23092623	7.060585696
PTH146-20170411	P_P_P0411_02160	P0411	P	Smart-seq2	560112.2966	4265	468209.5678	3741	0.045778276	89	212	15	153	CD4 T cell	hT03_CD4-GNLY	hT03	22.31644292	-22.02203208	8.76754668	33.84201532	17.45325057	-25.35319932
PTH147-20170411	P_P_P0411_02161	P0411	P	Smart-seq2	492815.7349	4342	418804.2264	3893	0.028881278	96	232	17	148	CD4 T cell	hT03_CD4-GNLY	hT03	20.25916619	-22.29883506	7.232013871	32.63789341	2.936874494	-22.92492487
PTH150-20170411	P_P_P0411_02162	P0411	P	Smart-seq2	453223.0858	4264	378433.173	3741	0.073467847	81	239	20	139	CD4 T cell	hT01_CD4-CCR7	hT01	39.17075153	-0.06972103	29.11091702	1.773195871	13.07617578	11.17350048
PTH153-20170411	P_P_P0411_02163	P0411	P	Smart-seq2	644349.0085	5140	522523.3729	4493	0.070369632	85	281	18	165	CD4 T cell	hT01_CD4-CCR7	hT01	30.91451747	-1.721623987	23.12649354	5.068962485	17.38080651	0.399907208
PTH156-20170411	P_P_P0411_02164	P0411	P	Smart-seq2	358860.9933	4064	302103.227	3613	0.032817491	92	202	22	156	CD4 T cell	hT03_CD4-GNLY	hT03	19.20250141	-18.15322698	11.44624081	32.79717526	8.529428464	-18.28087303
PTH157-20170411	P_P_P0411_02165	P0411	P	Smart-seq2	517211.6235	4706	435300.7478	4192	0.038634276	97	238	21	154	CD4 T cell	hT03_CD4-GNLY	hT03	19.57488586	-22.06503538	7.260727223	32.62995115	5.703364154	-21.57938543
PTH16-20170411	P_P_P0411_02166	P0411	P	Smart-seq2	545072.3758	5098	452732.9868	4474	0.047383829	103	271	19	168	CD4 T cell	hT01_CD4-CCR7	hT01	34.39468792	-1.930459271	21.27723115	10.4511058	17.50802647	1.568598279
PTH160-20170411	P_P_P0411_02167	P0411	P	Smart-seq2	324800.58	4125	252412.1595	3668	0.05949563	88	238	15	143	CD4 T cell	hT02_CD4-ANXA1	hT02	35.31207535	-4.157628119	26.57555452	8.522380211	8.522447977	8.701394824
PTH161-20170411	P_P_P0411_02168	P0411	P	Smart-seq2	525140.9305	4233	380685.389	3751	0.054487214	88	225	17	143	CD4 T cell	hT01_CD4-CCR7	hT01	30.33885065	0.308969199	22.82314863	-0.389230472	11.43149567	7.834936256
PTH162-20170411	P_P_P0411_02169	P0411	P	Smart-seq2	453297.0458	4409	375813.1654	3929	0.028212547	112	236	21	167	CD4 T cell	hT03_CD4-GNLY	hT03	20.89115433	-23.65367879	9.504206365	34.5234266	15.15300029	-25.06239211
PTH163-20170411	P_P_P0411_02170	P0411	P	Smart-seq2	414345.1967	3914	338485.4455	3462	0.059980309	76	211	21	142	CD4 T cell	hT01_CD4-CCR7	hT01	38.17784219	3.555425195	28.19018242	2.586765663	13.73156003	-0.400207445
PTH166-20170411	P_P_P0411_02171	P0411	P	Smart-seq2	537665.5672	4255	455293.1314	3763	0.039952549	94	220	20	158	CD4 T cell	hT03_CD4-GNLY	hT03	21.49749536	-24.06305453	8.305272443	33.55722364	14.08931294	-26.50081417
