ENSG00000238009	RP11-34P13.7
ENSG00000272810	U91328.22
ENSG00000124610	HIST1H1A
ENSG00000275714	HIST1H3A
ENSG00000278637	HIST1H4A
ENSG00000278705	HIST1H4B
ENSG00000278463	HIST1H2AB
ENSG00000276410	HIST1H2BB
ENSG00000278272	HIST1H3C
ENSG00000187837	HIST1H1C
ENSG00000010704	HFE
ENSG00000197061	HIST1H4C
ENSG00000180596	HIST1H2BC
ENSG00000180573	HIST1H2AC
ENSG00000168298	HIST1H1E
ENSG00000158373	HIST1H2BD
ENSG00000283064	RP1-221C16.8
ENSG00000274290	HIST1H2BE
ENSG00000277157	HIST1H4D
ENSG00000282988	RP1-34B20.21
ENSG00000196866	HIST1H2AD
ENSG00000277224	HIST1H2BF
ENSG00000276966	HIST1H4E
ENSG00000273802	HIST1H2BG
ENSG00000277075	HIST1H2AE
ENSG00000274750	HIST1H3E
ENSG00000124575	HIST1H1D
ENSG00000275713	HIST1H2BH
ENSG00000273983	HIST1H3G
ENSG00000158406	HIST1H4H
ENSG00000186470	BTN3A2
ENSG00000124508	BTN2A2
ENSG00000026950	BTN3A1
ENSG00000111801	BTN3A3
ENSG00000112763	BTN2A1
ENSG00000228223	HCG11
ENSG00000261353	CTA-14H9.5
ENSG00000182952	HMGN4
ENSG00000146109	ABT1
ENSG00000275846	RP11-457M11.7
ENSG00000181315	ZNF322
ENSG00000261584	RP11-457M11.5
ENSG00000224843	LINC00240
ENSG00000272468	RP1-86C11.7
ENSG00000124635	HIST1H2BJ
ENSG00000196787	HIST1H2AG
ENSG00000276180	HIST1H4I
ENSG00000197903	HIST1H2BK
ENSG00000274997	HIST1H2AH
ENSG00000112812	PRSS16
ENSG00000124613	ZNF391
ENSG00000096654	ZNF184
ENSG00000281706	LINC01012
ENSG00000185130	HIST1H2BL
ENSG00000196747	HIST1H2AI
ENSG00000278828	HIST1H3H
ENSG00000276368	HIST1H2AJ
ENSG00000197238	HIST1H4J
ENSG00000233822	HIST1H2BN
ENSG00000275221	HIST1H2AK
ENSG00000276903	HIST1H2AL
ENSG00000184357	HIST1H1B
ENSG00000197153	HIST1H3J
ENSG00000278677	HIST1H2AM
ENSG00000274641	HIST1H2BO
ENSG00000124657	OR2B6
ENSG00000272009	RP1-313I6.12
ENSG00000197279	ZNF165
ENSG00000269293	ZSCAN16-AS1
ENSG00000196812	ZSCAN16
ENSG00000198315	ZKSCAN8
ENSG00000137185	ZSCAN9
ENSG00000187626	ZKSCAN4
ENSG00000189134	NKAPL
ENSG00000197062	ZSCAN26
ENSG00000137338	PGBD1
ENSG00000235109	ZSCAN31
ENSG00000189298	ZKSCAN3
ENSG00000158691	ZSCAN12
ENSG00000187987	ZSCAN23
ENSG00000232040	ZBED9
ENSG00000246350	RP5-1186N24.3
ENSG00000225173	XXbac-BPG308K3.5
ENSG00000224157	HCG14
ENSG00000204713	TRIM27
ENSG00000227214	HCG15
ENSG00000197935	ZNF311
ENSG00000213886	UBD
ENSG00000204681	GABBR1
ENSG00000204655	MOG
ENSG00000204644	ZFP57
ENSG00000204642	HLA-F
ENSG00000204632	HLA-G
ENSG00000206503	HLA-A
ENSG00000204625	HCG9
ENSG00000204623	ZNRD1-AS1
ENSG00000066379	ZNRD1
ENSG00000204619	PPP1R11
ENSG00000204618	RNF39
ENSG00000204616	TRIM31
ENSG00000204613	TRIM10
ENSG00000204610	TRIM15
ENSG00000234127	TRIM26
ENSG00000270604	HCG17
ENSG00000231074	HCG18
ENSG00000204599	TRIM39
ENSG00000241370	RPP21
ENSG00000204592	HLA-E
ENSG00000204590	GNL1
ENSG00000204576	PRR3
ENSG00000204574	ABCF1
ENSG00000204569	PPP1R10
ENSG00000204568	MRPS18B
ENSG00000137343	ATAT1
ENSG00000204564	C6orf136
ENSG00000204560	DHX16
ENSG00000146112	PPP1R18
ENSG00000137404	NRM
ENSG00000137337	MDC1
ENSG00000196230	TUBB
ENSG00000272540	XXbac-BPG252P9.9
ENSG00000137312	FLOT1
ENSG00000272273	XXbac-BPG252P9.10
ENSG00000137331	IER3
ENSG00000228022	HCG20
ENSG00000214894	LINC00243
ENSG00000237923	XXbac-BPG27H4.8
ENSG00000237775	DDR1-AS1
ENSG00000204580	DDR1
ENSG00000213780	GTF2H4
ENSG00000137411	VARS2
ENSG00000196260	SFTA2
ENSG00000168631	DPCR1
ENSG00000204540	PSORS1C1
ENSG00000204536	CCHCR1
ENSG00000137310	TCF19
ENSG00000204531	POU5F1
ENSG00000272501	XXbac-BPG299F13.17
ENSG00000206344	HCG27
ENSG00000204525	HLA-C
ENSG00000234745	HLA-B
ENSG00000272221	XXbac-BPG181B23.7
ENSG00000204520	MICA
ENSG00000204516	MICB
ENSG00000198563	DDX39B
ENSG00000234006	DDX39B-AS1
ENSG00000213760	ATP6V1G2
ENSG00000204498	NFKBIL1
ENSG00000226979	LTA
ENSG00000232810	TNF
ENSG00000227507	LTB
ENSG00000204482	LST1
ENSG00000204475	NCR3
ENSG00000204472	AIF1
ENSG00000204469	PRRC2A
ENSG00000204463	BAG6
ENSG00000204444	APOM
ENSG00000204439	C6orf47
ENSG00000204438	GPANK1
ENSG00000204435	CSNK2B
ENSG00000240053	LY6G5B
ENSG00000204428	LY6G5C
ENSG00000204427	ABHD16A
ENSG00000204421	LY6G6C
ENSG00000213722	DDAH2
ENSG00000213719	CLIC1
ENSG00000204410	MSH5
ENSG00000235663	SAPCD1-AS1
ENSG00000204396	VWA7
ENSG00000204394	VARS
ENSG00000204392	LSM2
ENSG00000204390	HSPA1L
ENSG00000204389	HSPA1A
ENSG00000204388	HSPA1B
ENSG00000204387	C6orf48
ENSG00000204386	NEU1
ENSG00000204385	SLC44A4
ENSG00000204371	EHMT2
ENSG00000166278	C2
ENSG00000281756	C2-AS1
ENSG00000243649	CFB
ENSG00000204356	NELFE
ENSG00000204351	SKIV2L
ENSG00000204348	DXO
ENSG00000204344	STK19
ENSG00000244731	C4A
ENSG00000224389	C4B
ENSG00000231852	CYP21A2
ENSG00000168477	TNXB
ENSG00000213676	ATF6B
ENSG00000204315	FKBPL
ENSG00000204314	PRRT1
ENSG00000221988	PPT2
ENSG00000258388	PPT2-EGFL8
ENSG00000241404	EGFL8
ENSG00000204310	AGPAT1
ENSG00000204308	RNF5
ENSG00000204305	AGER
ENSG00000204304	PBX2
ENSG00000213654	GPSM3
ENSG00000204301	NOTCH4
ENSG00000228962	HCG23
ENSG00000204287	HLA-DRA
ENSG00000198502	HLA-DRB5
ENSG00000196126	HLA-DRB1
ENSG00000196735	HLA-DQA1
ENSG00000179344	HLA-DQB1
ENSG00000237541	HLA-DQA2
ENSG00000232629	HLA-DQB2
ENSG00000241106	HLA-DOB
ENSG00000204267	TAP2
ENSG00000204264	PSMB8
ENSG00000204261	PSMB8-AS1
ENSG00000240065	PSMB9
ENSG00000168394	TAP1
ENSG00000242574	HLA-DMB
ENSG00000204257	HLA-DMA
ENSG00000204256	BRD2
ENSG00000204252	HLA-DOA
ENSG00000231389	HLA-DPA1
ENSG00000223865	HLA-DPB1
ENSG00000204248	COL11A2
ENSG00000204231	RXRB
ENSG00000112473	SLC39A7
ENSG00000204228	HSD17B8
ENSG00000204227	RING1
ENSG00000272217	XXbac-BPG157A10.21
ENSG00000232940	HCG25
ENSG00000223501	VPS52
ENSG00000231500	RPS18
ENSG00000235863	B3GALT4
ENSG00000227057	WDR46
ENSG00000204220	PFDN6
ENSG00000237441	RGL2
ENSG00000231925	TAPBP
ENSG00000236104	ZBTB22
ENSG00000204209	DAXX
ENSG00000237649	KIFC1
ENSG00000112511	PHF1
ENSG00000112514	CUTA
ENSG00000197283	SYNGAP1
ENSG00000274259	XXbac-BPG294E21.9
ENSG00000030110	BAK1
ENSG00000096433	ITPR3
ENSG00000137288	UQCC2
ENSG00000161896	IP6K3
ENSG00000161904	LEMD2
ENSG00000124493	GRM4
ENSG00000137309	HMGA1
ENSG00000186577	C6orf1
ENSG00000272325	NUDT3
ENSG00000124614	RPS10
ENSG00000124507	PACSIN1
ENSG00000124664	SPDEF
ENSG00000196821	C6orf106
ENSG00000272288	RP11-140K17.3
ENSG00000124562	SNRPC
ENSG00000065060	UHRF1BP1
ENSG00000064995	TAF11
ENSG00000064999	ANKS1A
ENSG00000146197	SCUBE3
ENSG00000272374	RP3-329A5.8
ENSG00000065029	ZNF76
ENSG00000023892	DEF6
ENSG00000112033	PPARD
ENSG00000112039	FANCE
ENSG00000198755	RPL10A
ENSG00000007866	TEAD3
ENSG00000096060	FKBP5
ENSG00000157343	ARMC12
ENSG00000196748	CLPSL2
ENSG00000197753	LHFPL5
ENSG00000096063	SRPK1
ENSG00000112053	SLC26A8
ENSG00000112062	MAPK14
ENSG00000156711	MAPK13
ENSG00000246982	RP1-179N16.6
ENSG00000096070	BRPF3
ENSG00000180316	PNPLA1
ENSG00000010030	ETV7
ENSG00000112078	KCTD20
ENSG00000112079	STK38
ENSG00000112081	SRSF3
ENSG00000124762	CDKN1A
ENSG00000255587	RAB44
ENSG00000124772	CPNE5
ENSG00000137168	PPIL1
ENSG00000198663	C6orf89
ENSG00000164530	PI16
ENSG00000137409	MTCH1
ENSG00000146192	FGD2
ENSG00000137193	PIM1
ENSG00000172738	TMEM217
ENSG00000065491	TBC1D22B
ENSG00000112130	RNF8
ENSG00000137200	CMTR1
ENSG00000198937	CCDC167
ENSG00000112139	MDGA1
ENSG00000156639	ZFAND3
ENSG00000183826	BTBD9
ENSG00000124767	GLO1
ENSG00000124721	DNAH8
ENSG00000112167	SAYSD1
ENSG00000164626	KCNK5
ENSG00000124780	KCNK17
ENSG00000164627	KIF6
ENSG00000146122	DAAM2
ENSG00000235033	RP11-61I13.3
ENSG00000124615	MOCS1
ENSG00000124602	UNC5CL
ENSG00000124596	OARD1
ENSG00000112212	TSPO2
ENSG00000001167	NFYA
ENSG00000095970	TREM2
ENSG00000124731	TREM1
ENSG00000234753	FOXP4-AS1
ENSG00000137166	FOXP4
ENSG00000112559	MDFI
ENSG00000112561	TFEB
ENSG00000137218	FRS3
ENSG00000124593	PRICKLE4
ENSG00000164663	USP49
ENSG00000227516	RP5-973N23.4
ENSG00000124641	MED20
ENSG00000112578	BYSL
ENSG00000112576	CCND3
ENSG00000137413	TAF8
ENSG00000261068	RP11-7K24.3
ENSG00000188112	C6orf132
ENSG00000112599	GUCA1B
ENSG00000048544	MRPS10
ENSG00000124496	TRERF1
ENSG00000024048	UBR2
ENSG00000112619	PRPH2
ENSG00000124659	TBCC
ENSG00000112624	GLTSCR1L
ENSG00000146223	RPL7L1
ENSG00000221821	C6orf226
ENSG00000171611	PTCRA
ENSG00000137161	CNPY3
ENSG00000231113	RP3-475N16.1
ENSG00000124713	GNMT
ENSG00000124587	PEX6
ENSG00000112640	PPP2R5D
ENSG00000124733	MEA1
ENSG00000124702	KLHDC3
ENSG00000124541	RRP36
ENSG00000272223	RP1-20C7.6
ENSG00000044090	CUL7
ENSG00000137171	KLC4
ENSG00000112651	MRPL2
ENSG00000112655	PTK7
ENSG00000112658	SRF
ENSG00000112659	CUL9
ENSG00000112667	DNPH1
ENSG00000146216	TTBK1
ENSG00000137204	SLC22A7
ENSG00000146215	CRIP3
ENSG00000171467	ZNF318
ENSG00000124574	ABCC10
ENSG00000137221	TJAP1
ENSG00000171453	POLR1C
ENSG00000137207	YIPF3
ENSG00000271754	RP3-337H4.9
ENSG00000124571	XPO5
ENSG00000170734	POLH
ENSG00000203362	RP3-337H4.8
ENSG00000172432	GTPBP2
ENSG00000124688	MAD2L1BP
ENSG00000172426	RSPH9
ENSG00000096080	MRPS18A
ENSG00000112715	VEGFA
ENSG00000272114	RP1-261G23.7
ENSG00000237686	RP5-1120P11.1
ENSG00000181577	C6orf223
ENSG00000180992	MRPL14
ENSG00000137216	TMEM63B
ENSG00000137225	CAPN11
ENSG00000112759	SLC29A1
ENSG00000096384	HSP90AB1
ENSG00000157593	SLC35B2
ENSG00000146232	NFKBIE
ENSG00000272442	RP11-444E17.6
ENSG00000124608	AARS2
ENSG00000096401	CDC5L
ENSG00000196284	SUPT3H
ENSG00000124813	RUNX2
ENSG00000271857	RP1-244F24.1
ENSG00000261080	RP1-166H4.2
ENSG00000112782	CLIC5
ENSG00000231769	RP1-8B1.4
ENSG00000001561	ENPP4
ENSG00000112796	ENPP5
ENSG00000172348	RCAN2
ENSG00000146233	CYP39A1
ENSG00000153291	SLC25A27
ENSG00000180113	TDRD6
ENSG00000146070	PLA2G7
ENSG00000112818	MEP1A
ENSG00000069122	ADGRF5
ENSG00000153292	ADGRF1
ENSG00000146072	TNFRSF21
ENSG00000270761	RP11-385F7.1
ENSG00000198087	CD2AP
ENSG00000153294	ADGRF4
ENSG00000244694	PTCHD4
ENSG00000146085	MUT
ENSG00000031691	CENPQ
ENSG00000197261	C6orf141
ENSG00000226733	RP11-397G17.1
ENSG00000170927	PKHD1
ENSG00000112115	IL17A
ENSG00000112118	MCM3
ENSG00000170915	PAQR8
ENSG00000096093	EFHC1
ENSG00000065308	TRAM2
ENSG00000225791	TRAM2-AS1
ENSG00000096092	TMEM14A
ENSG00000244067	GSTA2
ENSG00000243955	GSTA1
ENSG00000182793	GSTA5
ENSG00000174156	GSTA3
ENSG00000170899	GSTA4
ENSG00000112144	ICK
ENSG00000112146	FBXO9
ENSG00000012660	ELOVL5
ENSG00000271367	RP3-483K16.4
ENSG00000001084	GCLC
ENSG00000249379	RP1-27K12.4
ENSG00000231683	RP1-27K12.2
ENSG00000235899	LINC01564
ENSG00000124743	KLHL31
ENSG00000137269	LRRC1
ENSG00000146147	MLIP
ENSG00000137251	TINAG
ENSG00000168143	FAM83B
ENSG00000146151	HMGCLL1
ENSG00000112175	BMP5
ENSG00000124749	COL21A1
ENSG00000151914	DST
ENSG00000151917	BEND6
ENSG00000168116	KIAA1586
ENSG00000112200	ZNF451
ENSG00000226803	RP11-203B9.4
ENSG00000112208	BAG2
ENSG00000112210	RAB23
ENSG00000146143	PRIM2
ENSG00000271761	XXbac-BPGBPG55C20.3
ENSG00000272316	XXbac-BPGBPG55C20.2
ENSG00000215190	LINC00680
ENSG00000225096	XXbac-BPG55C20.7
ENSG00000198225	FKBP1C
ENSG00000146166	LGSN
ENSG00000112245	PTP4A1
ENSG00000266680	RP5-1148A21.3
ENSG00000118482	PHF3
ENSG00000188107	EYS
ENSG00000236345	RP11-59D5__B.2
ENSG00000230910	RP3-525N10.2
ENSG00000135298	ADGRB3
ENSG00000168216	LMBRD1
ENSG00000082293	COL19A1
ENSG00000112280	COL9A1
ENSG00000237643	RP11-462G2.1
ENSG00000082269	FAM135A
ENSG00000154079	SDHAF4
ENSG00000112305	SMAP1
ENSG00000112309	B3GAT2
ENSG00000119900	OGFRL1
ENSG00000233237	LINC00472
ENSG00000079841	RIMS1
ENSG00000185760	KCNQ5
ENSG00000256980	KHDC1L
ENSG00000135314	KHDC1
ENSG00000229852	RP11-398K22.12
ENSG00000203907	OOEP
ENSG00000080007	DDX43
ENSG00000164430	MB21D1
ENSG00000135297	MTO1
ENSG00000223821	RP11-505P4.6
ENSG00000156508	EEF1A1
ENSG00000229862	RP11-505P4.7
ENSG00000119899	SLC17A5
ENSG00000231652	RP11-553A21.3
ENSG00000156535	CD109
ENSG00000111799	COL12A1
ENSG00000112695	COX7A2
ENSG00000112697	TMEM30A
ENSG00000225793	RP1-234P15.4
ENSG00000118407	FILIP1
ENSG00000237174	RP11-415D17.3
ENSG00000112701	SENP6
ENSG00000196586	MYO6
ENSG00000146243	IRAK1BP1
ENSG00000146247	PHIP
ENSG00000118418	HMGN3
ENSG00000270362	HMGN3-AS1
ENSG00000135338	LCA5
ENSG00000272137	RP11-177G23.2
ENSG00000198478	SH3BGRL2
ENSG00000118402	ELOVL4
ENSG00000112742	TTK
ENSG00000083123	BCKDHB
ENSG00000233967	RP11-250B2.3
ENSG00000112773	FAM46A
ENSG00000226453	RP11-379B8.1
ENSG00000005700	IBTK
ENSG00000146242	TPBG
ENSG00000118420	UBE3D
ENSG00000083097	DOPEY1
ENSG00000013375	PGM3
ENSG00000013392	RWDD2A
ENSG00000065833	ME1
ENSG00000146250	PRSS35
ENSG00000065615	CYB5R4
ENSG00000135324	MRAP2
ENSG00000135315	CEP162
ENSG00000231776	LINC01611
ENSG00000112837	TBX18
ENSG00000234155	RP11-30P6.6
ENSG00000135318	NT5E
ENSG00000135317	SNX14
ENSG00000135316	SYNCRIP
ENSG00000135346	CGA
ENSG00000272008	RP11-393I2.4
ENSG00000188994	ZNF292
ENSG00000164411	GJB7
ENSG00000111850	SMIM8
ENSG00000203872	C6orf163
ENSG00000213204	RP3-382I10.7
ENSG00000164414	SLC35A1
ENSG00000146282	RARS2
ENSG00000135336	ORC3
ENSG00000135334	AKIRIN2
ENSG00000118432	CNR1
ENSG00000111880	RNGTT
ENSG00000146278	PNRC1
ENSG00000154548	SRSF12
ENSG00000146281	PM20D2
ENSG00000198833	UBE2J1
ENSG00000025039	RRAGD
ENSG00000135299	ANKRD6
ENSG00000083099	LYRM2
ENSG00000112159	MDN1
ENSG00000118412	CASP8AP2
ENSG00000232532	RP11-63K6.7
ENSG00000112182	BACH2
ENSG00000260271	RP1-45N11.1
ENSG00000135341	MAP3K7
ENSG00000235099	RP1-23E21.2
ENSG00000261366	MANEA-AS1
ENSG00000172469	MANEA
ENSG00000172461	FUT9
ENSG00000014123	UFL1
ENSG00000112214	FHL5
ENSG00000112218	GPR63
ENSG00000123545	NDUFAF4
ENSG00000186231	KLHL32
ENSG00000146263	MMS22L
ENSG00000184486	POU3F2
ENSG00000112234	FBXL4
ENSG00000146267	FAXC
ENSG00000132423	COQ3
ENSG00000132424	PNISR
ENSG00000228506	RP11-98I9.4
ENSG00000123552	USP45
ENSG00000228439	TSTD3
ENSG00000112237	CCNC
ENSG00000272017	RP1-199J3.7
ENSG00000112249	ASCC3
ENSG00000260000	RP3-467N11.1
ENSG00000085382	HACE1
ENSG00000112276	BVES
ENSG00000203808	BVES-AS1
ENSG00000085377	PREP
ENSG00000057657	PRDM1
ENSG00000057663	ATG5
ENSG00000112297	AIM1
ENSG00000282408	RP3-335E1.1
ENSG00000130347	RTN4IP1
ENSG00000130348	QRSL1
ENSG00000235142	RP1-60O19.1
ENSG00000272398	CD24
ENSG00000130349	C6orf203
ENSG00000178409	BEND3
ENSG00000164494	PDSS2
ENSG00000112320	SOBP
ENSG00000146285	SCML4
ENSG00000025796	SEC63
ENSG00000272476	RP1-191J18.66
ENSG00000081087	OSTM1
ENSG00000112335	SNX3
ENSG00000135537	LACE1
ENSG00000118689	FOXO3
ENSG00000203801	LINC00222
ENSG00000118690	ARMC2
ENSG00000080546	SESN1
ENSG00000183137	CEP57L1
ENSG00000135535	CD164
ENSG00000260273	RP11-425D10.10
ENSG00000185250	PPIL6
ENSG00000135587	SMPD2
ENSG00000135596	MICAL1
ENSG00000112365	ZBTB24
ENSG00000155085	AK9
ENSG00000112367	FIG4
ENSG00000112290	WASF1
ENSG00000168438	CDC40
ENSG00000203797	DDO
ENSG00000155111	CDK19
ENSG00000123505	AMD1
ENSG00000155115	GTF3C6
ENSG00000197498	RPF2
ENSG00000112394	SLC16A10
ENSG00000173214	KIAA1919
ENSG00000230177	RP5-1112D6.4
ENSG00000271789	RP5-1112D6.7
ENSG00000009413	REV3L
ENSG00000272356	RP5-1112D6.8
ENSG00000231889	TRAF3IP2-AS1
ENSG00000056972	TRAF3IP2
ENSG00000255389	C6orf3
ENSG00000010810	FYN
ENSG00000112761	WISP3
ENSG00000074935	TUBE1
ENSG00000203778	FAM229B
ENSG00000112769	LAMA4
ENSG00000237234	RP1-142L7.5
ENSG00000270661	RP1-142L7.9
ENSG00000271208	RP1-142L7.8
ENSG00000251258	RFPL4B
ENSG00000230943	RP11-367G18.1
ENSG00000277443	MARCKS
ENSG00000227502	LINC01268
ENSG00000175967	RP11-544L8__B.4
ENSG00000196591	HDAC2
ENSG00000228624	RP3-399L15.3
ENSG00000111816	FRK
ENSG00000178425	NT5DC1
ENSG00000123500	COL10A1
ENSG00000187189	TSPYL4
ENSG00000111817	DSE
ENSG00000237021	RP3-486I3.7
ENSG00000189241	TSPYL1
ENSG00000188820	FAM26F
ENSG00000173626	TRAPPC3L
ENSG00000178033	FAM26E
ENSG00000111832	RWDD1
ENSG00000111834	RSPH4A
ENSG00000153975	ZUFSP
ENSG00000196911	KPNA5
ENSG00000183807	FAM162B
ENSG00000047936	ROS1
ENSG00000164465	DCBLD1
ENSG00000047932	GOPC
ENSG00000153989	NUS1
ENSG00000196376	SLC35F1
ENSG00000111860	CEP85L
ENSG00000198523	PLN
ENSG00000111877	MCM9
ENSG00000111875	ASF1A
ENSG00000111879	FAM184A
ENSG00000111885	MAN1A1
ENSG00000146350	TBC1D32
ENSG00000152661	GJA1
ENSG00000025156	HSF2
ENSG00000111897	SERINC1
ENSG00000135549	PKIB
ENSG00000172594	SMPDL3A
ENSG00000188580	NKAIN2
ENSG00000236548	RNF217-AS1
ENSG00000146373	RNF217
ENSG00000111907	TPD52L1
ENSG00000111906	HDDC2
ENSG00000226409	RP11-735G4.1
ENSG00000237742	RP11-624M8.1
ENSG00000135547	HEY2
ENSG00000111912	NCOA7
ENSG00000111911	HINT3
ENSG00000066651	TRMT11
ENSG00000203760	CENPW
ENSG00000146374	RSPO3
ENSG00000118518	RNF146
ENSG00000093144	ECHDC1
ENSG00000172673	THEMIS
ENSG00000152894	PTPRK
ENSG00000196569	LAMA2
ENSG00000233351	RP1-69D17.3
ENSG00000146376	ARHGAP18
ENSG00000203756	TMEM244
ENSG00000198945	L3MBTL3
ENSG00000227678	RP11-73O6.3
ENSG00000164483	SAMD3
ENSG00000164484	TMEM200A
ENSG00000256162	SMLR1
ENSG00000079819	EPB41L2
ENSG00000118507	AKAP7
ENSG00000118520	ARG1
ENSG00000112282	MED23
ENSG00000154269	ENPP3
ENSG00000197594	ENPP1
ENSG00000118523	CTGF
ENSG00000228495	LINC01013
ENSG00000079931	MOXD1
ENSG00000079950	STX7
ENSG00000112299	VNN1
ENSG00000093134	VNN3
ENSG00000112303	VNN2
ENSG00000146409	SLC18B1
ENSG00000112306	RPS12
ENSG00000112319	EYA4
ENSG00000227954	TARID
ENSG00000118526	TCF21
ENSG00000028839	TBPL1
ENSG00000146411	SLC2A12
ENSG00000118515	SGK1
ENSG00000231971	RP11-557H15.3
ENSG00000236700	LINC01010
ENSG00000232310	RP11-557H15.4
ENSG00000118514	ALDH8A1
ENSG00000112339	HBS1L
ENSG00000118513	MYB
ENSG00000135541	AHI1
ENSG00000231028	LINC00271
ENSG00000171408	PDE7B
ENSG00000237596	RP13-143G15.4
ENSG00000146410	MTFR2
ENSG00000029363	BCLAF1
ENSG00000260418	RP3-406A7.7
ENSG00000135525	MAP7
ENSG00000272189	RP3-325F22.5
ENSG00000197442	MAP3K5
ENSG00000112357	PEX7
ENSG00000016402	IL20RA
ENSG00000027697	IFNGR1
ENSG00000230533	RP11-95M15.1
ENSG00000234956	RP11-356I2.1
ENSG00000237499	RP11-356I2.4
ENSG00000118503	TNFAIP3
ENSG00000112378	PERP
ENSG00000112379	ARFGEF3
ENSG00000254440	PBOV1
ENSG00000051620	HEBP2
ENSG00000135540	NHSL1
ENSG00000225177	RP11-390P2.4
ENSG00000279968	GVQW2
ENSG00000024862	CCDC28A
ENSG00000203734	ECT2L
ENSG00000135597	REPS1
ENSG00000146386	ABRACL
ENSG00000112406	HECA
ENSG00000231329	RP1-225E12.2
ENSG00000164440	TXLNB
ENSG00000164442	CITED2
ENSG00000231426	RP5-899B16.1
ENSG00000234147	RP3-460G2.2
ENSG00000009844	VTA1
ENSG00000112414	ADGRG6
ENSG00000236366	RP11-440G9.1
ENSG00000010818	HIVEP2
ENSG00000237851	RP1-67K17.4
ENSG00000232618	RP11-439L18.1
ENSG00000229017	LINC01277
ENSG00000227192	RP1-45I4.3
ENSG00000146416	AIG1
ENSG00000189007	ADAT2
ENSG00000034693	PEX3
ENSG00000001036	FUCA2
ENSG00000112419	PHACTR2
ENSG00000257065	RP3-468K18.5
ENSG00000135521	LTV1
ENSG00000118495	PLAGL1
ENSG00000169976	SF3B5
ENSG00000135604	STX11
ENSG00000152818	UTRN
ENSG00000112425	EPM2A
ENSG00000270638	RP3-466P17.1
ENSG00000280184	AL023806.1
ENSG00000118496	FBXO30
ENSG00000235652	RP11-545I5.3
ENSG00000146414	SHPRH
ENSG00000118508	RAB32
ENSG00000233452	STXBP5-AS1
ENSG00000196634	LUADT1
ENSG00000164506	STXBP5
ENSG00000203727	SAMD5
ENSG00000111961	SASH1
ENSG00000111962	UST
ENSG00000055208	TAB2
ENSG00000177688	SUMO4
ENSG00000178199	ZC3H12D
ENSG00000131013	PPIL4
ENSG00000055211	GINM1
ENSG00000233330	RP1-12G14.7
ENSG00000186625	KATNA1
ENSG00000131023	LATS1
ENSG00000278899	AL358852.1
ENSG00000120253	NUP43
ENSG00000120265	PCMT1
ENSG00000231760	RP11-350J20.5
ENSG00000120256	LRP11
ENSG00000273132	RP11-350J20.12
ENSG00000164520	RAET1E
ENSG00000203722	RAET1G
ENSG00000131015	ULBP2
ENSG00000111981	ULBP1
ENSG00000155918	RAET1L
ENSG00000198729	PPP1R14C
ENSG00000009765	IYD
ENSG00000120278	PLEKHG1
ENSG00000120254	MTHFD1L
ENSG00000131016	AKAP12
ENSG00000181472	ZBTB2
ENSG00000155906	RMND1
ENSG00000146476	ARMT1
ENSG00000120262	CCDC170
ENSG00000091831	ESR1
ENSG00000131018	SYNE1
ENSG00000120279	MYCT1
ENSG00000146469	VIP
ENSG00000112029	FBXO5
ENSG00000227627	RP1-101K10.6
ENSG00000112031	MTRF1L
ENSG00000091844	RGS17
ENSG00000074706	IPCEF1
ENSG00000153721	CNKSR3
ENSG00000213079	SCAF8
ENSG00000146426	TIAM2
ENSG00000235381	RP11-477D19.2
ENSG00000029639	TFB1M
ENSG00000049618	ARID1B
ENSG00000215712	TMEM242
ENSG00000175048	ZDHHC14
ENSG00000130340	SNX9
ENSG00000078269	SYNJ2
ENSG00000122335	SERAC1
ENSG00000272047	GTF2H5
ENSG00000130338	TULP4
ENSG00000146433	TMEM181
ENSG00000146425	DYNLT1
ENSG00000164674	SYTL3
ENSG00000092820	EZR
ENSG00000203711	C6orf99
ENSG00000130363	RSPH3
ENSG00000271913	RP1-111C20.4
ENSG00000164691	TAGAP
ENSG00000164694	FNDC1
ENSG00000237927	RP3-393E18.2
ENSG00000112096	SOD2
ENSG00000146457	WTAP
ENSG00000120437	ACAT2
ENSG00000120438	TCP1
ENSG00000112110	MRPL18
ENSG00000146453	PNLDC1
ENSG00000130368	MAS1
ENSG00000197081	IGF2R
ENSG00000268257	AIRN
ENSG00000175003	SLC22A1
ENSG00000112499	SLC22A2
ENSG00000230234	RP1-276N6.2
ENSG00000146477	SLC22A3
ENSG00000198670	LPA
ENSG00000122194	PLG
ENSG00000272841	RP3-428L16.2
ENSG00000085511	MAP3K4
ENSG00000026652	AGPAT4
ENSG00000185345	PARK2
ENSG00000112530	PACRG
ENSG00000270419	CAHM
ENSG00000112531	QKI
ENSG00000260422	RP1-155D22.2
ENSG00000112541	PDE10A
ENSG00000223414	LINC00473
ENSG00000176381	PRR18
ENSG00000198818	SFT2D1
ENSG00000060762	MPC1
ENSG00000261420	RP1-168L15.5
ENSG00000071242	RPS6KA2
ENSG00000249141	RP11-514O12.4
ENSG00000026297	RNASET2
ENSG00000227598	RP1-167A14.2
ENSG00000213066	FGFR1OP
ENSG00000112486	CCR6
ENSG00000112494	UNC93A
ENSG00000146521	LINC01558
ENSG00000269155	RP3-431P23.5
ENSG00000198221	MLLT4-AS1
ENSG00000130396	MLLT4
ENSG00000229921	KIF25-AS1
ENSG00000125337	KIF25
