gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
CXCL12	33976	922	-34	252637	68708	0	2	0	0	50	56	10476040	3.054065e-01	1
KHDRBS1	1216050	133	33	602546	187210	0	6	0	0	50	57	12449851	3.054955e-01	1
CNGB1	822498	125	10	1777337	487711	0	11	0	0	16	11	3626084	3.055673e-01	1
TMEM143	1478750	217	36	612196	204194	0	5	1	0	50	71	16957173	3.057860e-01	1
RAB12	241286	451	11	344505	92640	0	2	0	0	50	35	11733242	3.060048e-01	1
SUPT3H	68471	830	4	529013	129310	0	1	1	0	50	33	11902696	3.060267e-01	1
UTP6	705344	300	21	875448	206124	0	5	2	0	31	33	8400325	3.061827e-01	1
TCTA	1585328	201	32	141855	43425	0	2	1	0	2	3	303589	3.062006e-01	1
SLC3A2	2342595	181	71	904591	274832	0	3	0	0	50	57	13163179	3.062034e-01	1
ARVCF	616246	217	37	1286731	427688	0	7	4	0	50	45	12335209	3.064196e-01	1
TRIM60	169984	637	5	651375	170805	0	4	1	0	13	11	3052874	3.065095e-01	1
FCRL6	801453	497	6	603318	174279	0	4	1	0	50	37	10351941	3.067505e-01	1
GDE1	349996	491	21	461849	126415	0	2	0	0	12	4	3068893	3.070924e-01	1
BCL2L11	NaN	NaN	NaN	336206	91096	0	1	0	0	50	99	21584348	3.074466e-01	1
NCOA6	1006385	170	47	2785762	829514	0	11	1	0	19	12	4216278	3.075518e-01	1
KIF11	347309	312	20	1493434	391211	0	5	0	0	10	6	3857298	3.075929e-01	1
ERBB2	1284992	226	38	1728315	513573	0	29	8	0	17	22	3000571	3.076374e-01	1
SMPD1	424837	471	17	857113	275411	0	4	0	0	7	0	1296188	3.077074e-01	1
ANKS1A	664697	304	26	1567932	456831	0	9	2	0	50	41	13974551	3.078214e-01	1
CCDC117	571394	219	-10	386193	109431	0	2	0	0	50	67	12380178	3.079544e-01	1
SMR3B	264684	915	25	106150	37442	0	1	0	0	50	34	9450245	3.080870e-01	1
FCHO2	449417	440	18	1165141	301466	0	3	1	0	48	31	8959639	3.082991e-01	1
ELAC1	189022	332	51	495624	143592	0	2	0	0	50	32	9680494	3.083004e-01	1
XRCC2	256955	444	6	390053	103834	0	1	0	0	50	38	10466390	3.084718e-01	1
NUDT15	324467	567	34	229091	62146	0	1	0	0	50	27	11651796	3.085092e-01	1
DCUN1D4	70055	766	17	437145	94956	0	2	0	0	50	46	10679655	3.087198e-01	1
TMEM5	222270	460	-17	624355	159611	0	3	0	0	50	48	11547576	3.088477e-01	1
MPL	1088321	252	27	872746	258620	0	4	1	0	50	40	12027374	3.091064e-01	1
PNPT1	501257	354	17	1123067	302431	0	7	2	0	50	56	11069129	3.091147e-01	1
LRFN3	984653	303	21	792265	304940	0	4	1	0	50	45	11476166	3.092588e-01	1
ATF7	1542915	154	52	676465	208826	0	3	0	0	41	29	8352268	3.093677e-01	1
C15orf26	266324	650	22	426144	113484	0	3	0	0	28	15	5381998	3.094104e-01	1
TBC1D29	488195	329	28	209598	63111	0	2	0	0	50	42	9170202	3.095794e-01	1
BAK1	1252332	205	35	292395	87429	0	1	0	0	50	47	9157078	3.097256e-01	1
DGKG	664709	533	32	1142367	286605	0	8	1	0	25	20	5631161	3.097546e-01	1
FLG2	387153	671	6	3191641	967895	0	19	1	0	3	2	1334788	3.099267e-01	1
KPNA1	413070	404	34	764473	201878	0	5	2	0	50	25	9487108	3.099891e-01	1
ZNF615	444655	838	-57	1025795	252637	0	5	3	0	50	44	9010784	3.104297e-01	1
FAM83H	2182434	229	28	1537052	521872	0	13	3	0	50	70	13557092	3.104790e-01	1
TARBP1	336295	173	15	2243625	640953	0	8	1	0	20	8	4377433	3.106125e-01	1
EIF4E	225403	415	11	396422	99781	0	3	0	0	50	40	12118084	3.106676e-01	1
UACA	247817	364	19	2040975	485781	0	10	1	0	19	14	4115532	3.107138e-01	1
TMEM17	303217	553	14	277148	75463	0	2	0	0	50	47	12541719	3.107285e-01	1
PTPN21	154907	686	-6	1617147	463200	0	7	3	0	50	53	13661891	3.107871e-01	1
SNRNP40	643810	234	30	506046	137802	0	3	0	0	50	60	10594928	3.108793e-01	1
MAN1C1	693953	443	29	872746	248777	0	4	1	0	50	39	10684480	3.110066e-01	1
WDR41	269224	518	36	654656	172156	0	2	0	0	50	25	9628191	3.110119e-01	1
TUBB3	1131847	221	40	619916	171577	0	5	0	0	50	33	8818363	3.111380e-01	1
ZNF107	200262	1062	-11	1102802	263638	0	7	1	0	50	38	12639184	3.111848e-01	1
HPCAL1	732179	270	44	275025	68901	0	2	0	0	50	39	11387386	3.112739e-01	1
SPRY1	98850	613	21	436759	121397	0	1	0	0	50	41	11644462	3.112866e-01	1
OR6V1	314565	676	-1	413020	131819	0	2	1	0	50	49	9082001	3.112974e-01	1
GCDH	1886809	335	40	641532	187017	0	4	1	0	50	44	9861528	3.113734e-01	1
ASB4	176832	333	14	622618	167717	0	5	0	0	50	39	10515219	3.113961e-01	1
COMMD2	449009	263	21	282166	75656	0	2	0	0	50	36	10638739	3.115312e-01	1
ECSIT	1152381	272	31	602353	164243	0	3	0	0	50	30	10622527	3.115856e-01	1
TMEM161B	96521	1090	3	685729	187403	0	1	0	0	50	17	9172132	3.117050e-01	1
PRKAA2	39631	514	-5	774123	206124	0	8	0	0	36	36	9160938	3.117119e-01	1
BBS5	370890	418	22	497168	123520	0	1	1	0	50	41	13667488	3.117298e-01	1
KLHL5	497247	209	46	1051078	285254	0	4	0	0	29	16	6144348	3.118619e-01	1
USP38	182738	678	3	1423954	408581	0	5	0	0	13	5	2570567	3.119349e-01	1
ORM1	206775	425	4	288921	73533	0	2	0	0	50	29	10126710	3.121328e-01	1
CMTM8	306655	590	11	239320	69866	0	2	0	0	50	46	11426758	3.121582e-01	1
VPS45	1181361	309	32	807126	217125	0	3	0	0	8	1	2949040	3.123379e-01	1
FBXO36	352105	601	28	264989	71410	0	2	0	0	50	48	13156810	3.125226e-01	1
MYOZ2	241167	683	1	374227	97658	0	4	2	0	22	21	4535307	3.125949e-01	1
SAP130	541058	248	36	1462168	467060	0	6	1	0	50	30	11772807	3.130626e-01	1
KRTAP13-4	14979	1035	-68	215195	63304	0	2	0	0	50	37	7681207	3.131176e-01	1
ZNF207	679038	286	30	689396	195895	0	3	0	0	10	3	2847522	3.131922e-01	1
SYCP2L	269928	483	20	1196986	282359	0	6	0	0	16	10	4109163	3.132756e-01	1
GNAI3	1022796	187	33	509327	125836	0	5	1	0	50	48	9691495	3.133310e-01	1
A4GNT	190056	464	9	468025	128924	0	3	0	0	50	54	12102065	3.133773e-01	1
KIAA1524	214268	867	2	1286345	333697	0	6	0	0	49	27	11000807	3.134943e-01	1
SLC35A4	706371	319	29	408581	155944	0	3	1	0	10	6	1581249	3.135320e-01	1
PSMB8	1253457	401	26	440233	132977	0	2	0	0	50	50	10336887	3.135607e-01	1
FAM110B	190462	601	15	495431	148996	0	2	1	0	50	40	9635525	3.140333e-01	1
SCARB2	515813	403	39	679167	178332	0	5	1	0	50	52	14967150	3.140440e-01	1
DSC1	214084	492	-7	1275923	337750	0	7	1	0	50	28	10835020	3.140763e-01	1
CTR9	794670	261	20	1675819	419003	0	6	0	0	4	0	1128664	3.142484e-01	1
SNX20	294632	792	1	483658	154400	0	3	1	0	27	18	6157086	3.142744e-01	1
CENPH	422005	232	38	369402	81060	0	2	0	0	50	29	10331483	3.143473e-01	1
CYC1	2720766	211	27	440812	140504	0	3	1	0	31	32	7331877	3.147225e-01	1
LMX1A	292562	797	-13	541172	142627	0	2	0	0	50	37	9257438	3.148662e-01	1
C4orf40	181352	975	12	291044	100360	0	2	0	0	50	38	9745921	3.148783e-01	1
DDN	1737773	214	55	916750	323468	0	4	0	0	15	13	3092053	3.149116e-01	1
MRPS24	872910	239	44	230442	69480	0	2	0	0	50	54	12267273	3.150116e-01	1
LECT2	489402	443	19	212686	58286	0	2	0	0	50	43	8848085	3.150397e-01	1
NALCN	47011	804	5	2472330	647901	0	12	1	0	16	9	4605945	3.150744e-01	1
CASC1	255116	633	18	1115347	280043	0	4	0	0	7	1	1580863	3.151593e-01	1
RNF19A	1009773	212	41	1164755	313432	0	10	0	0	8	4	1599391	3.151784e-01	1
STXBP5L	319082	785	-8	1678135	446216	0	10	2	0	37	30	9807488	3.152250e-01	1
SMARCC2	2878044	171	40	1738930	490220	0	9	3	0	50	49	11236074	3.152447e-01	1
RARB	216662	812	-14	629180	166945	0	6	1	0	50	53	11383333	3.154344e-01	1
OR2W3	87551	993	-35	410318	135679	0	2	0	0	50	73	13140984	3.157384e-01	1
FETUB	508316	436	45	525539	154786	0	4	2	0	23	18	5412299	3.161149e-01	1
ELOVL5	379445	287	27	428460	108852	0	3	1	0	17	31	5423686	3.162224e-01	1
CHKA	1168866	251	63	649252	171770	0	3	0	0	24	18	5582525	3.162751e-01	1
COX7B2	86349	938	11	114449	30301	0	1	0	0	50	43	12837395	3.163890e-01	1
C1orf110	334195	540	-7	423828	109431	0	3	1	0	50	28	9155341	3.164776e-01	1
EXPH5	369515	500	13	2726511	741699	0	15	3	0	36	31	8544110	3.165074e-01	1
IARS2	651419	613	-1	1428779	381754	0	6	0	0	9	1	1861099	3.165175e-01	1
SLC25A36	209562	727	18	427688	128152	0	2	0	0	50	48	11026283	3.165466e-01	1
ZC4H2	98165	NaN	-21	342382	68708	0	2	0	0	50	51	9575116	3.166287e-01	1
MAPK14	892075	407	36	602160	129696	0	2	0	0	50	30	9844930	3.168648e-01	1
FAM71A	409070	224	26	790335	243180	0	6	2	0	27	24	6424391	3.168909e-01	1
CXCL10	489826	399	43	142820	37249	0	1	0	0	50	34	11315976	3.169374e-01	1
TMEM14B	263716	468	14	164436	46899	0	1	0	0	50	26	9433840	3.169849e-01	1
RAB10	591333	135	44	289693	71024	0	2	0	0	50	43	10410999	3.171117e-01	1
FOXR1	1457410	180	55	408002	113677	0	1	0	0	19	10	3641138	3.173756e-01	1
CXCR6	NaN	NaN	NaN	466867	131240	0	2	0	0	50	99	21624492	3.173816e-01	1
LILRA1	978578	625	-1	668938	203036	0	6	1	0	50	79	12012899	3.173969e-01	1
CYP26B1	72898	411	-5	687080	215581	0	4	2	0	50	35	11115256	3.174330e-01	1
RASAL1	518680	387	34	1112645	331960	0	5	0	0	13	3	3113476	3.175789e-01	1
HIST1H2BM	267617	634	32	170419	51338	0	2	1	0	26	18	3231785	3.177637e-01	1
RGS19	1032302	312	51	306098	84148	0	3	1	0	50	58	11300150	3.178254e-01	1
GZMA	222027	430	1	365928	102483	0	3	0	0	50	50	12813270	3.179588e-01	1
RC3H1	445943	353	13	1559440	453164	0	13	2	0	20	24	5961191	3.180854e-01	1
FAM149A	373525	536	-13	666815	197632	0	3	1	0	50	42	11556840	3.181362e-01	1
PHOX2B	308280	376	22	415722	136065	0	2	1	0	50	32	12622586	3.183136e-01	1
IFNA5	232155	466	-14	263445	68901	0	2	0	0	50	36	9967678	3.183502e-01	1
AGTR1	271257	825	-24	487132	140504	0	2	1	0	50	47	10091005	3.184543e-01	1
PPARD	670775	267	35	627443	168103	0	4	1	0	50	38	10400770	3.185200e-01	1
DAK	1394229	286	57	780299	257269	0	6	2	0	50	48	9715620	3.185425e-01	1
LRRN1	61807	888	-18	973299	272130	0	8	3	0	21	19	4747221	3.185814e-01	1
LOXL4	225311	581	9	1050113	297220	0	3	1	0	8	3	1781390	3.186546e-01	1
HOMEZ	1171456	330	20	738032	221371	0	5	1	0	50	36	11740576	3.186776e-01	1
RFXAP	191525	731	-15	369595	109238	0	1	0	0	50	54	12816551	3.187926e-01	1
ZNF668	1398193	247	40	854025	269814	0	4	1	0	50	61	14273508	3.188614e-01	1
RIOK2	381706	614	28	799020	197439	0	4	0	0	50	46	15829088	3.189404e-01	1
DDX58	426359	362	-12	1329963	317871	0	5	0	0	27	14	6133540	3.189762e-01	1
U2AF1L4	1151198	321	30	338136	61953	0	2	0	0	50	30	10355029	3.190716e-01	1
DARS2	442819	385	11	912697	246461	0	4	0	0	4	2	1139472	3.191264e-01	1
STRAP	323662	534	22	501607	128924	0	2	1	0	45	55	12087976	3.193141e-01	1
CORO1C	451218	217	40	675886	172349	0	5	0	0	33	19	5718397	3.193153e-01	1
ROPN1	244828	450	24	294711	84534	0	1	1	0	44	43	8526354	3.193908e-01	1
GUCY2C	339860	720	4	1534736	391018	0	10	2	0	36	43	7398269	3.194929e-01	1
CCDC90B	308108	414	18	370367	91096	0	2	0	0	50	43	13296735	3.195263e-01	1
VTA1	169555	426	-15	438110	114256	0	4	0	0	50	42	10709377	3.195867e-01	1
MTF2	611888	391	16	850358	213844	0	4	2	0	14	7	2568830	3.196001e-01	1
PRKAA1	211936	496	-11	809442	211335	0	5	0	0	14	8	3055383	3.196918e-01	1
KRTAP24-1	6302	1011	-69	347207	96886	0	2	2	0	22	13	2486419	3.199347e-01	1
WDR38	1125524	207	41	438110	128731	0	1	1	0	50	34	10201980	3.199442e-01	1
BMP7	207872	617	-21	599458	164822	0	3	1	0	7	6	1851256	3.199985e-01	1
BAZ1B	929895	162	48	2085558	536154	0	9	1	0	20	15	5704694	3.200403e-01	1
CCL5	661778	235	20	128731	36863	0	1	0	0	50	46	10655916	3.200597e-01	1
NACC1	1948449	221	41	718153	210563	0	6	2	0	44	46	9466650	3.202814e-01	1
TBC1D28	729405	435	-2	304168	77972	0	2	0	0	50	33	9975591	3.204144e-01	1
CCNA1	197057	880	1	642304	185666	0	2	1	0	50	30	11435057	3.204152e-01	1
LTV1	355969	455	5	686115	163857	0	5	1	0	50	45	9989487	3.207603e-01	1
HPGDS	129148	311	14	290079	68901	0	2	0	0	50	33	9698443	3.210810e-01	1
HTR3E	1453689	334	42	649638	186438	0	6	2	0	34	43	10673865	3.210984e-01	1
KRR1	513610	524	-10	551594	133942	0	2	1	0	50	45	12278081	3.211228e-01	1
NHLRC3	150239	998	11	482307	136065	0	3	0	0	50	44	12048025	3.211734e-01	1
FAM9C	209806	NaN	58	253795	52496	0	2	0	0	50	55	13342090	3.212083e-01	1
PTPLAD1	602545	187	27	523030	130661	0	2	1	0	46	32	9263035	3.212256e-01	1
C8orf76	545561	171	22	536540	137995	0	4	1	0	50	47	10950048	3.212446e-01	1
DPRX	737115	684	-48	267691	72761	0	3	1	0	50	59	9654632	3.213313e-01	1
IFIT2	253000	263	27	655814	168103	0	3	0	0	18	11	3662175	3.216562e-01	1
RGS16	597206	812	-3	283710	78165	0	2	0	0	50	41	12170580	3.217421e-01	1
SFTPB	1158965	170	43	550822	159032	0	2	1	0	50	35	10659969	3.217628e-01	1
OR10A7	411183	816	-1	423828	126222	0	1	0	0	50	40	10573312	3.217698e-01	1
CIB3	761374	298	42	271937	67357	0	2	0	0	50	33	10192909	3.217827e-01	1
C1orf112	212980	614	8	1215321	320187	0	6	2	0	50	54	12134875	3.219458e-01	1
TMEM31	485629	NaN	43	278306	63883	0	2	0	0	50	38	9957449	3.220312e-01	1
SPIN3	145082	NaN	13	354155	98044	0	3	1	0	50	48	10306586	3.220632e-01	1
POU2AF1	238940	567	19	342961	112712	0	2	0	0	50	33	11081095	3.221501e-01	1
TNFRSF9	381467	207	24	366507	94377	0	2	0	0	50	35	11594668	3.221548e-01	1
MFAP3	174087	592	16	493308	139539	0	5	0	0	50	37	8427538	3.222888e-01	1
RNFT1	962470	223	14	616249	160769	0	3	0	0	44	40	10747012	3.223678e-01	1
CDH1	924096	240	30	1215128	353383	0	6	1	0	10	12	2413079	3.224096e-01	1
MTERFD1	217849	671	12	588843	154593	0	3	0	0	50	53	13492630	3.224316e-01	1
OR8I2	9992	1007	-32	414950	124678	0	5	1	0	50	84	12216707	3.227598e-01	1
SNAP25	168916	372	-41	364577	81832	0	3	0	0	50	51	11610880	3.228929e-01	1
ACOT6	606300	169	39	286991	77779	0	2	0	0	50	40	11172770	3.230998e-01	1
CCR8	159083	507	38	485781	134907	0	2	1	0	50	55	11820671	3.232707e-01	1
AGA	44980	837	-8	488869	132398	0	5	1	0	46	52	11524223	3.232874e-01	1
DUSP27	287664	611	-1	1582600	439847	0	5	3	0	16	9	3564131	3.232921e-01	1
MCCC2	436559	600	36	797283	219441	0	4	0	0	15	12	4223226	3.233058e-01	1
MECR	390697	395	22	517047	154593	0	3	0	0	13	5	2692929	3.233571e-01	1
OR13C3	146816	930	-33	465709	138767	0	6	1	0	50	61	9734534	3.233740e-01	1
TPK1	123029	998	-17	353190	89166	0	1	0	0	50	55	12112487	3.234297e-01	1
CHRNA10	537999	403	23	590580	203229	0	4	1	0	50	38	12168071	3.235198e-01	1
NNMT	162422	499	-4	362454	103641	0	3	0	0	50	40	11629022	3.238007e-01	1
FOXP3	547555	NaN	25	595791	180069	0	1	0	0	50	28	11162927	3.238961e-01	1
UBXN4	511712	403	25	722592	189333	0	3	0	0	12	6	2625958	3.239843e-01	1
FBXL7	13845	956	-27	656007	205545	0	7	1	0	50	76	12934667	3.240489e-01	1
ASPRV1	844060	221	37	453550	143978	0	5	2	0	16	13	3261507	3.240994e-01	1
ATP6V1B1	504483	623	25	719890	204194	0	5	3	0	26	18	3748060	3.241484e-01	1
THOC3	537044	631	37	492150	130854	0	2	0	0	50	45	12218637	3.242098e-01	1
C1QTNF2	197614	469	27	438303	142434	0	2	0	0	50	47	9765993	3.242609e-01	1
CRIPT	603816	252	35	154207	33389	0	1	0	0	50	30	11936857	3.245181e-01	1
CCDC140	235091	682	12	219441	65427	0	2	0	0	50	48	10156818	3.245798e-01	1
C2orf43	491470	393	16	461656	118502	0	3	1	0	50	40	11526346	3.246326e-01	1
COQ7	861035	199	8	306098	85306	0	1	0	0	50	55	10412350	3.247937e-01	1
GPR88	348181	846	-6	479219	191842	0	2	0	0	50	44	11594668	3.248838e-01	1
KCNA2	479017	640	21	676851	191649	0	4	1	0	50	56	10179399	3.249833e-01	1
ARSG	745529	225	-8	726066	210756	0	4	2	0	50	51	10413701	3.250089e-01	1
KCNA1	260795	903	12	669324	192228	0	8	2	0	18	24	4232104	3.251185e-01	1
PRR23C	NaN	NaN	NaN	338715	118116	0	1	0	0	50	99	21611368	3.251607e-01	1
SULT1C4	361799	483	-2	440040	100167	0	2	1	0	50	63	12556387	3.251656e-01	1
FMO2	440278	1004	-6	666043	172349	0	5	0	0	50	54	12611392	3.253582e-01	1
GJB5	548013	580	19	369209	109045	0	3	0	0	50	40	9529375	3.253590e-01	1
UBE2D3	380953	471	41	259392	62532	0	2	0	0	50	47	12454290	3.254502e-01	1
PDE8A	393930	366	27	1180388	309958	0	4	1	0	50	25	10934029	3.255519e-01	1
NLRP14	418263	881	-4	1533385	392369	0	7	2	0	50	47	10648968	3.257292e-01	1
TPM1	431470	321	19	651375	160383	0	2	0	0	50	34	10705710	3.257666e-01	1
NCL	1052303	216	43	1007267	257848	0	4	0	0	20	10	4352536	3.258859e-01	1
RAB23	314024	348	23	343347	83955	0	2	0	0	50	36	12230603	3.259042e-01	1
KANK4	280646	378	0	1345982	404914	0	6	2	0	50	48	14232785	3.259432e-01	1
PMP22	228633	345	-72	224266	65813	0	2	0	0	50	75	15946625	3.260594e-01	1
NOC3L	242278	482	12	1152403	286412	0	7	0	0	25	14	5165838	3.262941e-01	1
WNT3A	688142	391	0	483079	138188	0	2	0	0	50	41	10068038	3.263428e-01	1
FCRL4	232460	820	28	716416	205352	0	5	2	0	50	58	12837974	3.263797e-01	1
ECHDC3	371900	163	15	408581	128731	0	2	0	0	50	28	11901345	3.263954e-01	1
PDCD1LG2	307589	556	37	384263	105571	0	2	0	0	50	25	9687056	3.265754e-01	1
PERP	329471	484	24	264989	76621	0	2	0	0	50	53	13372970	3.266222e-01	1
MTBP	193807	877	-3	1294258	328679	0	5	2	0	50	28	9944904	3.267092e-01	1
HMGB1	243134	295	82	315169	69287	0	1	0	0	50	53	11001579	3.267982e-01	1
DHRS11	468055	548	23	360524	106729	0	3	1	0	50	38	10194067	3.269559e-01	1
AP3B2	509813	608	16	1467572	427495	0	10	2	0	50	55	11185701	3.270840e-01	1
BNIP1	483076	397	34	383684	102676	0	2	0	0	50	29	10973208	3.273295e-01	1
KCND2	49438	962	7	856534	251093	0	4	2	0	14	12	4376854	3.275449e-01	1
CD79A	1360684	454	23	314976	88587	0	1	0	0	50	50	10137325	3.276232e-01	1
B3GNT2	316454	412	38	547155	146487	0	3	1	0	50	50	11033424	3.276406e-01	1
RCN3	2080142	210	41	457796	127573	0	2	1	0	50	59	11837076	3.276453e-01	1
PCGF3	672497	312	27	357050	83569	0	2	0	0	50	39	13942320	3.276461e-01	1
NUDCD1	134762	731	17	843410	212107	0	4	0	0	32	27	7335930	3.276659e-01	1
HSP90AB1	1037256	312	54	1024058	259585	0	5	2	0	41	42	8742514	3.277111e-01	1
F7	789162	285	14	644234	186631	0	7	0	0	5	6	1620042	3.277995e-01	1
COQ4	1813435	201	46	358015	117923	0	1	1	0	50	44	11303817	3.278563e-01	1
IMPG2	656520	580	-4	1734298	464744	0	10	3	0	50	59	12501575	3.280205e-01	1
GLTPD1	1744013	273	28	286026	92061	0	1	1	0	50	67	12359720	3.280742e-01	1
SRP68	1611239	218	22	888572	238162	0	6	2	0	50	58	13053748	3.281317e-01	1
ALDH2	691258	242	44	718539	209019	0	2	0	0	23	11	5730170	3.281571e-01	1
USP16	316514	178	57	1188880	281780	0	6	0	0	50	27	10628317	3.282570e-01	1
CSNK1G2	1944774	239	36	585562	160190	0	4	2	0	22	26	5531959	3.283519e-01	1
FTL	1927185	211	43	245303	67357	0	2	0	0	50	46	11147680	3.284228e-01	1
RABL2B	266017	295	32	354927	82797	0	1	0	0	50	49	11046548	3.285375e-01	1
WDFY1	307044	251	22	594054	146487	0	1	0	0	50	33	12797444	3.286224e-01	1
SNAI1	575200	181	51	356471	109624	0	2	0	0	50	39	11049636	3.286289e-01	1
HMOX1	364892	241	2	394492	117923	0	3	0	0	50	49	12460659	3.286764e-01	1
ZNF91	410897	1524	-57	1666941	410511	0	13	2	0	17	20	4399821	3.287738e-01	1
ABCG2	432576	209	-7	922733	251479	0	10	0	0	1	1	604669	3.288333e-01	1
SOX17	240943	554	-8	547155	176016	0	4	0	0	35	29	9354324	3.288655e-01	1
DHRS2	1299548	595	26	432899	108466	0	4	1	0	50	49	11227775	3.289553e-01	1
SYT4	4302	1101	-41	585369	161541	0	3	0	0	50	53	10561539	3.292231e-01	1
PRSS42	413835	495	38	401826	117537	0	2	0	0	50	41	9516251	3.292696e-01	1
ENTPD5	443041	158	51	611617	163664	0	2	0	0	50	38	10394015	3.292834e-01	1
OR9Q2	637499	828	-25	417652	131819	0	3	0	0	50	37	9018697	3.293063e-01	1
ALB	315782	613	8	874869	218283	0	7	0	0	49	64	12070413	3.293577e-01	1
CCDC77	409007	372	27	701748	173121	0	3	0	0	50	23	10779629	3.294761e-01	1
RAD50	715524	320	48	1892751	443514	0	13	5	0	50	42	10070161	3.295566e-01	1
G3BP2	485383	451	31	678395	186052	0	3	1	0	13	5	2187462	3.297945e-01	1
DKK3	324993	243	11	489255	137802	0	3	0	0	50	33	11517468	3.298812e-01	1
RCHY1	461415	491	19	394685	78937	0	2	0	0	50	48	11085534	3.303497e-01	1
BAG4	705837	277	46	618179	186631	0	2	0	0	50	41	12568739	3.303665e-01	1
TCEB1	258047	417	25	162506	40723	0	1	0	0	50	34	9345253	3.304675e-01	1
ZCCHC8	866834	187	42	996073	263831	0	7	1	0	50	44	11173349	3.306618e-01	1
UQCR10	848649	195	37	109045	29336	0	1	0	0	50	40	10382049	3.307198e-01	1
TPSG1	1275017	294	21	426530	146680	0	2	0	0	50	39	11887449	3.309718e-01	1
NEUROG3	824126	519	31	276376	98816	0	2	0	0	50	41	11625355	3.310915e-01	1
TRABD	944000	242	49	520521	155172	0	6	0	0	50	57	12854572	3.311663e-01	1
HCCS	80480	NaN	30	385421	95728	0	3	0	0	50	44	12125225	3.311699e-01	1
ABI1	342602	447	30	727803	213651	0	5	0	0	50	39	12648062	3.311807e-01	1
REM1	605825	450	-76	395071	131240	0	3	1	0	50	78	15293127	3.312417e-01	1
HAPLN2	2049505	180	37	457024	146873	0	2	0	0	50	48	10341712	3.314111e-01	1
ZNF813	361546	876	-58	867728	212686	0	6	2	0	43	34	8385657	3.314532e-01	1
LIPH	953031	366	31	639602	166366	0	2	2	0	50	38	10961821	3.314778e-01	1
TRIM54	1245306	182	52	562209	154593	0	1	0	0	50	27	12273642	3.315368e-01	1
TNFRSF13C	1335011	323	67	235074	92061	0	2	0	0	50	38	8673806	3.316270e-01	1
RAB7L1	717622	377	37	289500	74112	0	2	0	0	50	50	13650118	3.318270e-01	1
MAGI3	369997	623	2	2082277	568385	0	12	4	0	50	49	11626127	3.318930e-01	1
PKIB	139315	1035	-16	111554	30301	0	1	0	0	50	42	11067585	3.320980e-01	1
MESDC2	265620	516	-2	323468	90517	0	2	1	0	49	32	9745535	3.321316e-01	1
LRP12	36110	1085	15	1183862	323854	0	6	2	0	50	45	12418392	3.323828e-01	1
ZMYM4	916800	406	19	2200007	558928	0	9	0	0	7	2	1680258	3.324497e-01	1
OR14J1	176114	872	4	424793	133942	0	3	1	0	50	48	10536835	3.324511e-01	1
OGG1	954590	264	39	810600	213651	0	3	0	0	50	49	14279684	3.325225e-01	1
FCAR	914047	573	-19	444286	105185	0	3	1	0	50	70	11202492	3.327630e-01	1
FCHO1	1181745	246	21	1243113	371139	0	9	0	0	1	1	864254	3.328133e-01	1
CLDND1	390532	796	2	393720	101325	0	1	0	0	50	33	10580646	3.328151e-01	1
FBLN5	333910	440	29	637865	165208	0	1	0	0	50	32	12616796	3.328313e-01	1
ATOH1	58522	802	24	466095	150540	0	2	0	0	50	25	10181522	3.329140e-01	1
OR51S1	66543	987	-3	419582	142627	0	3	0	0	50	37	9528410	3.329373e-01	1
CRLF3	617388	264	30	615477	170226	0	3	1	0	50	51	11017984	3.329702e-01	1
ZNF800	313691	807	-5	922926	244338	0	6	1	0	50	47	12971337	3.329703e-01	1
ABCG4	1258103	195	57	891660	264603	0	5	0	0	46	35	11956929	3.329970e-01	1
NEU3	762277	454	36	620881	186245	0	4	0	0	8	1	1153175	3.330442e-01	1
ZFP28	135553	817	-69	1209338	317485	0	6	0	0	3	0	789756	3.330585e-01	1
FGF12	34070	937	0	348172	93605	0	2	1	0	9	11	2297472	3.334599e-01	1
CD300C	698491	504	10	305133	92640	0	2	0	0	50	38	10738134	3.335495e-01	1
PYGO1	306625	405	-9	572631	161541	0	3	0	0	21	14	5579051	3.336266e-01	1
C12orf71	489310	328	23	369595	102869	0	2	0	0	34	21	8050223	3.336829e-01	1
CD274	348920	629	23	413985	105378	0	2	0	0	50	32	11772421	3.338227e-01	1
ARSB	203299	452	50	738225	223494	0	3	1	0	50	58	15538044	3.339781e-01	1
FAHD2A	255441	536	19	435215	128152	0	1	0	0	50	32	10160678	3.340478e-01	1
ASB8	511392	352	32	390053	118888	0	1	0	0	50	40	10153923	3.340554e-01	1
RAB11FIP5	489748	460	18	865798	279464	0	6	3	0	50	44	9587468	3.341063e-01	1
C20orf141	796251	438	41	212300	79516	0	1	0	0	50	31	10330711	3.341409e-01	1
MAN2A1	181420	913	10	1618305	419196	0	7	0	0	12	6	2991114	3.342277e-01	1
APOBEC2	145501	611	37	309958	85499	0	2	0	0	50	41	10962400	3.342477e-01	1
GIF	366560	494	8	583246	162506	0	2	0	0	50	43	10601297	3.343328e-01	1
FZD2	1261037	254	16	745945	237197	0	3	0	0	33	28	8843453	3.343346e-01	1
FIS1	1022626	258	39	215581	60602	0	2	1	0	50	54	10682936	3.344631e-01	1
EZR	564251	163	55	840322	209405	0	6	0	0	11	13	2306929	3.345979e-01	1
