Agent names	Target genes
dipyridamole	PDE8A
dipyridamole	PDE8B
dipyridamole	PDE9A
dipyridamole	SLC29A1
disodium sebacate	HBA1
disodium sebacate	HBB
disopyramide	CHRM1
disopyramide	CHRM2
disopyramide	CHRM3
disopyramide	KCND2
disopyramide	KCND3
disopyramide	KCNH2
disopyramide	SCN5A
disulfiram	ALDH2
disulfiram	DBH
ditiocarb-sodium-trihydrate	CA1
ditiocarb-sodium-trihydrate	CA2
ditiocarb-sodium-trihydrate	CA4
ditolylguanidine	GRIN1
ditolylguanidine	GRIN2A
ditolylguanidine	GRIN2B
ditolylguanidine	SIGMAR1
divalproex-sodium	ALDH5A1
dizocilpine-(+)	GRIN1
dizocilpine-(+)	GRIN2A
dizocilpine-(+)	GRIN2B
dizocilpine-(+)	GRIN2C
dizocilpine-(+)	GRIN2D
DMAB-anabaseine	CHRNA7
DMeOB	GRM5
DMH1	ACVR1
DMH4	KDR
DMP-777	MPO
DNQX	GRIA1
DNQX	GRIA2
DNQX	GRIK1
DNQX	GRIN1
DNQX	GRIN2A
DNQX	GRIN2B
dobutamine	ADRB1
dobutamine	ADRB2
docebenone	ALOX5
docetaxel	BCL2
docetaxel	MAP2
docetaxel	MAP4
docetaxel	MAPT
docetaxel	NR1I2
docetaxel	TUBB
docetaxel	TUBB1
doconexent	FFAR1
doconexent	PTGS1
doconexent	PTGS2
docosanol	TLR7
dodecyl-sulfate	LYZ
dofequidar	ABCB1
dofetilide	KCNH1
dofetilide	KCNH2
dofetilide	KCNJ12
dofetilide	KCNK2
dolasetron	HTR3A
dolastatin-10	TUBB
dolutegravir	CYP3A4
dolutegravir	CYP3A5
dolutegravir	CYP3A7
dolutegravir	POU2F2
dolutegravir	UGT1A1
domperidone	DRD2
domperidone	DRD3
donepezil	ACHE
donepezil	HTR2A
donitriptan	HTR1A
donitriptan	HTR1B
donitriptan	HTR1D
donitriptan	HTR1E
donitriptan	HTR1F
donitriptan	HTR2A
donitriptan	HTR5A
donitriptan	HTR6
dopamine	DBH
dopamine	DRD1
dopamine	DRD2
dopamine	DRD3
dopamine	DRD4
dopamine	DRD5
dopamine	HTR1A
dopamine	HTR7
dopamine	SLC6A2
dopamine	SLC6A3
dopamine	SLC6A4
doramapimod	MAPK11
doramapimod	MAPK12
doramapimod	MAPK13
doramapimod	MAPK14
doripenem	DPEP1
dorsomorphin	ACVR1
dorsomorphin	BMPR1A
dorsomorphin	BMPR1B
dorsomorphin	EPHA2
dorsomorphin	FKBP1A
dorsomorphin	FLT1
dorsomorphin	FLT3
dorsomorphin	KDR
dorsomorphin	LCK
dorsomorphin	MKNK1
dorsomorphin	PRKAA1
dorsomorphin	RPS6KA1
dorsomorphin	SRC
dorzolamide	CA1
dorzolamide	CA12
dorzolamide	CA14
dorzolamide	CA2
dorzolamide	CA4
dorzolamide	CA7
dosulepin	CHRM1
dosulepin	CHRM2
dosulepin	CHRM3
dosulepin	CHRM4
dosulepin	CHRM5
dosulepin	HRH1
dosulepin	SLC6A2
dosulepin	SLC6A4
dovitinib	CSF1R
dovitinib	EGFR
dovitinib	FGFR1
dovitinib	FGFR2
dovitinib	FGFR3
dovitinib	FLT1
dovitinib	FLT3
dovitinib	FLT4
dovitinib	INSR
dovitinib	KDR
dovitinib	KIT
dovitinib	PDGFRA
dovitinib	PDGFRB
doxapram	KCNK3
doxapram	KCNK9
doxazosin	ADRA1A
doxazosin	ADRA1B
doxazosin	ADRA1D
doxazosin	KCNH2
doxazosin	KCNH6
doxazosin	KCNH7
doxepin	ADRA1A
doxepin	ADRA1B
doxepin	ADRA1D
doxepin	ADRA2A
doxepin	ADRA2B
doxepin	ADRA2C
doxepin	CHRM1
doxepin	CHRM2
doxepin	CHRM3
doxepin	CHRM4
doxepin	CHRM5
doxepin	DRD2
doxepin	HRH1
doxepin	HRH2
doxepin	HRH4
doxepin	HTR1A
doxepin	HTR2A
doxepin	HTR2B
doxepin	HTR2C
doxepin	HTR6
doxepin	KCNH2
doxepin	SLC6A2
doxepin	SLC6A4
doxercalciferol	VDR
doxifluridine	TYMS
doxofylline	ADORA1
doxofylline	PDE4A
doxofylline	PDE4B
doxofylline	PDE4C
doxofylline	PDE4D
doxorubicin	TOP2A
doxycycline	MMP8
doxylamine	CHRM1
doxylamine	HRH1
DPCPX	ADORA1
DPCPX	ADORA2A
DPCPX	ADORA2B
DPCPX	ADORA3
D-Phenylalanine	CCBL1
D-Phenylalanine	CRH
D-Phenylalanine	HCAR3
DPI-201106	ADRB2
DPO-1	KCNA5
DPPE	ABCB1
DPPE	HRH1
DQP-1105	GRIN2C
DQP-1105	GRIN2D
DR-2313	PARP1
DR-2313	PARP3
DR-4485	HTR7
DRF053-(R)	CSNK1A1
droloxifene	ESR1
dromostanolone-propionate	AR
dronedarone	ADRA1A
dronedarone	ADRA1B
dronedarone	ADRA1D
dronedarone	ADRA2A
dronedarone	ADRA2B
dronedarone	ADRA2C
dronedarone	ADRB1
dronedarone	CACNA1C
dronedarone	CACNA1D
dronedarone	CACNA1F
dronedarone	CACNA1S
dronedarone	CACNB1
dronedarone	CACNB2
dronedarone	CACNB3
dronedarone	CACNB4
dronedarone	KCNA5
dronedarone	KCNH2
dronedarone	KCNK2
dronedarone	SCN1A
droperidol	ADRA1A
droperidol	DRD2
droperidol	DRD3
droperidol	DRD4
droperidol	HTR2A
drospirenone	AR
drospirenone	NR3C2
drospirenone	PGR
drotaverine	CACNA1C
drotaverine	PDE4A
droxicam	PTGS1
droxidopa	ADRA1A
droxidopa	ADRA1B
droxidopa	ADRA1D
droxidopa	ADRA2A
droxidopa	ADRA2B
droxidopa	ADRA2C
droxidopa	ADRB1
droxidopa	ADRB2
droxidopa	ADRB3
droxidopa	PAH
droxinostat	HDAC6
droxinostat	HDAC8
D-Serine	GLRA1
D-Serine	GRIN1
D-Serine	GRIN2A
D-Serine	GRIN2B
D-Serine	GRIN2C
D-Serine	GRIN2D
D-Serine	SERPINB3
DSR-6434	TLR7
DU-728	ITGA2B
DU-728	ITGB3
duloxetine	HTR2A
duloxetine	HTR2C
duloxetine	HTR6
duloxetine	SLC6A2
duloxetine	SLC6A3
duloxetine	SLC6A4
DUP-697	PTGS2
dutasteride	SRD5A1
dutasteride	SRD5A2
DY131	ESRRB
DY131	ESRRG
dyclonine	SCN10A
dyclonine	SCN5A
dydrogesterone	PGR
dynasore	DNM1
dynasore	DNM1L
dynasore	DNM2
dynole-34-2	DNM1
dyphylline	ADORA1
dyphylline	ADORA2A
dyphylline	PDE3A
dyphylline	PDE4A
dyphylline	PDE4B
dyphylline	PDE4C
dyphylline	PDE4D
dyphylline	PDE7A
dyphylline	PDE7B
E-2012	APH1A
E-2012	APH1B
E-2012	PSENEN
E-4031	KCNH1
E-4031	KCNH2
E-64	CTSS
E7449	PARP1
E7449	PARP2
E7449	TNKS
E7449	TNKS2
eact	ANO1
EB-47	PARP1
ebastine	CYP3A4
ebastine	HRH1
EBPC	AKR1B1
ebrotidine	HRH2
ebselen	ALB
EC-144	HSP90AA1
EC-144	HSP90AB1
EC-23	RARA
EC-23	RARB
EC-23	RARG
ecabet	NOXO1
econazole	CYP51A1
econazole	NPY1R
econazole	NPY2R
econazole	TRPM2
econazole	TRPV5
edaglitazone	PPARG
edaravone	BCL2
edoxaban	F10
edrophonium	ACHE
edrophonium	BCHE
EED226	EED
efaproxiral	HBA1
efaproxiral	HBB
efaroxan	ADORA2A
efatutazone	PPARG
efavirenz	CYP1A2
efavirenz	CYP2B6
efavirenz	CYP2C19
efavirenz	CYP2C9
efavirenz	CYP2D6
efavirenz	CYP3A4
efinaconazole	CYP51A1
eflornithine	ARG2
eflornithine	ODC1
efonidipine-monoethanolate	CACNA1C
efonidipine-monoethanolate	CACNA1G
EG00229	NRP1
EGF816	EGFR
eglumetad	GRM2
eglumetad	GRM3
eglumetad	GRM6
eglumetad	GRM8
EHop-016	RAC1
EHop-016	RAC3
EI1	EZH2
EIPA	ADRA2A
EIPA	ASIC1
EIPA	PKD2L1
EIT-hydrobromide	NOS2
EIT-hydrobromide	NOS3
elacridar	ABCB1
elactocin	XPO1
elafibranor	PPARA
elafibranor	PPARD
elagolix	GNRHR
elesclomol	HSPA1A
eletriptan	HTR1A
eletriptan	HTR1B
eletriptan	HTR1D
eletriptan	HTR1E
eletriptan	HTR1F
eletriptan	HTR2B
eletriptan	HTR7
eliglustat	UGCG
elinogrel	P2RY12
eliprodil	GRIN1
eliprodil	GRIN2B
ellagic-acid	CA1
ellagic-acid	CA12
ellagic-acid	CA14
ellagic-acid	CA2
ellagic-acid	CA3
ellagic-acid	CA4
ellagic-acid	CA5A
ellagic-acid	CA5B
ellagic-acid	CA6
ellagic-acid	CA7
ellagic-acid	CA9
ellagic-acid	CSNK2A1
ellagic-acid	GSK3B
ellagic-acid	PRKACA
ellagic-acid	PRKCA
ellagic-acid	PRKCB
ellagic-acid	SQLE
ellagic-acid	SYK
ELN-441958	BDKRB1
eltanolone	GABRA1
eltanolone	GABRB2
eltanolone	GABRG2
eltoprazine	HTR1A
eltoprazine	HTR1B
eltrombopag	MPL
eluxadoline	OPRD1
eluxadoline	OPRK1
eluxadoline	OPRM1
embelin	XIAP
EMD-1214063	MET
EMD-386088	HTR6
EMD-53998	TNNC1
EMD-66684	AGTR1
emedastine	HRH1
emetine	RPS2
emodin	CSNK2A1
empagliflozin	SLC5A1
empagliflozin	SLC5A2
EN460	ERO1A
enalapril	ACE
enalaprilat	ACE
enasidenib	IDH1
enciprazine	GABRA1
endo-IWR-1	TNKS
endo-IWR-1	TNKS2
endoxifen	ESR1
enflurane	ATP2C1
enflurane	ATP5D
enflurane	GABRA1
enflurane	GABRA2
enflurane	GABRA3
enflurane	GABRA4
enflurane	GABRA5
enflurane	GABRA6
enflurane	GABRB1
enflurane	GABRB2
enflurane	GABRB3
enflurane	GABRD
enflurane	GABRE
enflurane	GABRG1
enflurane	GABRG2
enflurane	GABRG3
enflurane	GABRP
enflurane	GABRQ
enflurane	GLRA1
enflurane	GLRB
enflurane	GRIA1
enflurane	KCNA1
enflurane	KCNK10
enflurane	KCNK18
enflurane	KCNK2
enflurane	KCNK3
enflurane	KCNK9
enflurane	KCNN4
enilconazole	CYP19A1
enilconazole	CYP1A2
enilconazole	CYP2B6
enilconazole	CYP2C9
enilconazole	CYP2J2
enilconazole	CYP3A4
enilconazole	CYP3A5
enilconazole	NR1I2
enilconazole	PPARA
enilconazole	PTGER2
eniluracil	AOX1
eniluracil	DPYD
eniluracil	XDH
ENMD-2076	AURKA
ENMD-2076	FLT3
ENMD-2076	KDR
ENMD-2076	PDGFRA
ENMD-2076	PTK2
ENMD-2076	SRC
enocitabine	CMPK1
enocitabine	RRM1
enocitabine	TYMS
enoxacin	TOP2A
enoximone	PDE3A
enoxolone	HSD11B1
enprofylline	ADORA1
enprofylline	ADORA2A
enprofylline	ADORA2B
enprofylline	ADORA3
enprofylline	PDE4A
enprofylline	PDE4B
entacapone	COMT
entinostat	HDAC1
entinostat	HDAC2
entinostat	HDAC3
entinostat	HDAC9
entrectinib	ALK
entrectinib	NTRK1
entrectinib	NTRK2
entrectinib	NTRK3
entrectinib	ROS1
enzalutamide	AR
enzastaurin	AKT1
enzastaurin	GSK3B
enzastaurin	PRKCA
enzastaurin	PRKCB
enzastaurin	PRKCD
enzastaurin	PRKCG
EO-1428	MAPK11
EO-1428	MAPK14
epacadostat	IDO1
epalrestat	AKR1B1
eperisone	CYP2J2
ephedrine	ACHE
ephedrine	ADRA1A
ephedrine	ADRB2
ephedrine	SLC18A2
ephedrine	SLC6A2
ephedrine-(racemic)	ADRA1A
ephedrine-(racemic)	ADRA2A
epiandrosterone	G6PD
epicatechin-gallate-(-)	BACE1
epicatechin-gallate-(-)	FASN
epigallocatechin-gallate-(-)	ELANE
epigallocatechin-gallate-(-)	EP300
epigallocatechin-gallate-(-)	FASN
epigallocatechin-gallate-(-)	KAT2B
epigallocatechin-gallate-(-)	MMP14
epigallocatechin-gallate-(-)	MMP2
epinastine	ADRA1A
epinastine	ADRA2A
epinastine	HRH1
epinastine	HRH2
epinastine	HTR2A
epinastine	HTR7
epinephrine	ADRA1A
epinephrine	ADRA1B
epinephrine	ADRA1D
epinephrine	ADRA2A
epinephrine	ADRA2B
epinephrine	ADRA2C
epinephrine	ADRB1
epinephrine	ADRB2
epinephrine	ADRB3
epinephrine	PAH
epinephrine	TNF
epirizole	PTGS1
epirizole	PTGS2
epirubicin	CHD1
epirubicin	TOP2A
epitiostanol	AR
eplerenone	NR3C2
epomediol	CYP7A1
epoprostenol	P2RY12
epoprostenol	PTGER1
epoprostenol	PTGER4
epoprostenol	PTGIR
epoprostenol	PTGIS
epothilone-b	TUBA1A
epothilone-b	TUBA1B
epothilone-b	TUBA1C
epothilone-b	TUBA3C
epothilone-b	TUBA4A
epothilone-b	TUBA8
epothilone-b	TUBB
epothilone-b	TUBB1
epothilone-b	TUBB3
epothilone-b	TUBB4A
epothilone-b	TUBB4B
epothilone-d	TUBA1A
epothilone-d	TUBA1B
epothilone-d	TUBA1C
epothilone-d	TUBA3C
epothilone-d	TUBA4A
epothilone-d	TUBA8
epothilone-d	TUBB
epothilone-d	TUBB1
epothilone-d	TUBB3
epothilone-d	TUBB4A
epothilone-d	TUBB4B
EPPTB	TAAR1
eprobemide	MAOA
eprodisate	SAA1
eprosartan	AGTR1
eptifibatide	ITGA2B
eptifibatide	ITGB3
EPZ004777	DOT1L
EPZ005687	EZH2
EPZ011989	EZH2
EPZ015666	PRMT5
EPZ020411	PRMT6
EPZ-5676	DOT1L
equilin	HSD17B1
equol	ESR1
equol	ESR2
ER-27319	SYK
ER-50891	RARA
erastin	VDAC2
erbstatin-analog	EGFR
ercalcitriol	VDR
erdafitinib	FGFR1
erdafitinib	FGFR2
erdafitinib	FGFR3
erdafitinib	FGFR4
ergocalciferol	VDR
ergonovine	ADRA1A
ergonovine	HTR1E
ergotamine	ADRA1A
ergotamine	ADRA1B
ergotamine	ADRA1D
ergotamine	ADRA2A
ergotamine	ADRA2B
ergotamine	DRD1
ergotamine	DRD2
ergotamine	DRD5
ergotamine	HTR1A
ergotamine	HTR1B
ergotamine	HTR1D
ergotamine	HTR1E
ergotamine	HTR1F
ergotamine	HTR2A
ergotamine	HTR2B
ergotamine	HTR2C
ergotamine	HTR5A
ergotamine	HTR6
ergotamine	SLC6A2
ERK5-IN-1	MAPK7
erlotinib	EGFR
erlotinib	NR1I2
erteberel	ESR1
erteberel	ESR2
ertugliflozin	SLC5A2
erythromycin	MLNR
erythromycin-estolate	ABCB1
erythromycin-estolate	ALB
erythromycin-estolate	CYP3A4
erythromycin-estolate	CYP51A1
erythromycin-estolate	KCNH2
erythromycin-estolate	MLNR
erythromycin-estolate	SLC47A1
erythromycin-ethylsuccinate	ABCB1
erythromycin-ethylsuccinate	ALB
erythromycin-ethylsuccinate	CYP3A4
erythromycin-ethylsuccinate	CYP51A1
erythromycin-ethylsuccinate	KCNH2
erythromycin-ethylsuccinate	MLNR
erythromycin-ethylsuccinate	SLC47A1
escitalopram	ADRA1A
escitalopram	CHRM1
escitalopram	HRH1
escitalopram	SLC6A2
escitalopram	SLC6A3
escitalopram	SLC6A4
eseroline-(-)	OPRD1
eseroline-(-)	OPRM1
ESI-09	RAPGEF3
ESI-09	RAPGEF4
eslicarbazepine-acetate	SCN10A
eslicarbazepine-acetate	SCN11A
eslicarbazepine-acetate	SCN1A
eslicarbazepine-acetate	SCN2A
eslicarbazepine-acetate	SCN3A
eslicarbazepine-acetate	SCN4A
eslicarbazepine-acetate	SCN5A
eslicarbazepine-acetate	SCN7A
eslicarbazepine-acetate	SCN8A
eslicarbazepine-acetate	SCN9A
esmolol	ADRB1
esomeprazole	ATP4A
estetrol	ESR1
estradiol	ESR1
estradiol	ESR2
estradiol	GPER1
estradiol	KCNMA1
estradiol	NR1I2
estradiol-acetate	ESR1
estradiol-benzoate	ESR1
estradiol-cypionate	ESR1
estradiol-valerate	ESR1
estramustine	ESR1
estramustine	ESR2
estramustine	MAP1A
estramustine	MAP2
estramustine-phosphate	ESR1
estramustine-phosphate	ESR2
estramustine-phosphate	MAP1A
estramustine-phosphate	MAP2
estriol	ESR1
estriol	ESR2
estrone	ESR1
estrone	ESR2
estropipate	ESR1
estropipate	ESR2
eszopiclone	GABRA1
eszopiclone	GABRA2
eszopiclone	GABRA3
eszopiclone	GABRA4
eszopiclone	GABRA5
eszopiclone	GABRA6
eszopiclone	GABRB1
eszopiclone	GABRB2
eszopiclone	GABRB3
eszopiclone	GABRD
eszopiclone	GABRE
eszopiclone	GABRG1
eszopiclone	GABRG2
eszopiclone	GABRG3
eszopiclone	GABRP
eszopiclone	GABRQ
eszopiclone	TSPO
etacrynic-acid	ATP1A1
etacrynic-acid	SLC12A1
etazolate	GABRB3
etazolate	PDE4A
ETC-1002	ACLY
ETC-159	PORCN
ethanolamine-oleate	F12
ethanolamine-oleate	FABP4
ethanolamine-oleate	FFAR1
ethanolamine-oleate	FFAR4
ethanolamine-oleate	PLD2
ethinyl-estradiol	ESR1
ethinyl-estradiol	ESR2
ethinyl-estradiol	NR1I2
ethisterone	TYR
ethosuximide	CACNA1G
ethosuximide	CACNA1H
ethosuximide	CACNA1I
ethotoin	SCN10A
ethotoin	SCN11A
ethotoin	SCN1A
ethotoin	SCN2A
ethotoin	SCN3A
ethotoin	SCN4A
ethotoin	SCN5A
ethotoin	SCN7A
ethotoin	SCN8A
ethotoin	SCN9A
ethoxzolamide	CA1
ethoxzolamide	CA12
ethoxzolamide	CA13
ethoxzolamide	CA14
ethoxzolamide	CA2
ethoxzolamide	CA3
ethoxzolamide	CA4
ethoxzolamide	CA5A
ethoxzolamide	CA5B
ethoxzolamide	CA6
ethoxzolamide	CA7
ethoxzolamide	CA9
ethyl-pyruvate	HMGB1
ethyl-pyruvate	TNF
ethynodiol-diacetate	ESR1
ethynodiol-diacetate	PGR
eticlopride	DRD2
eticlopride	DRD3
eticlopride	DRD4
etidronic-acid	ATP6V1A
etidronic-acid	PTPRS
etifoxine	GABRA1
etifoxine	GABRA2
etifoxine	GABRA3
etifoxine	GABRA5
etilefrine	ADRA1A
etilefrine	ADRB1
etilevodopa	DRD3
etizolam	GABRA1
etodolac	PTGS1
etodolac	PTGS2
etodolac	RXRA
etofenamate	PTGS1
etofenamate	PTGS2
etofibrate	PPARA
etofylline	ADORA1
etofylline-clofibrate	PPARA
etomidate	ADRA2B
etomidate	GABRA1
etomidate	GABRA2
etomidate	GABRA3
etomidate	GABRA4
etomidate	GABRA5
etomidate	GABRA6
etomidate	GABRB1
etomidate	GABRB2
etomidate	GABRB3
etomidate	GABRD
etomidate	GABRE
etomidate	GABRG1
etomidate	GABRG2
etomidate	GABRG3
etomidate	GABRP
etomidate	GABRQ
etomoxir	CPT1A
etonogestrel	ESR1
etonogestrel	PGR
etoposide	TOP2A
etoposide	TOP2B
etoposide-phosphate	TOP2A
etoricoxib	PTGS2
ETP-45658	PIK3CA
ETP-45658	PIK3CB
ETP-45658	PIK3CD
ETP-45658	PIK3CG
etravirine	CYP2C19
etravirine	CYP2C9
etravirine	CYP3A4
etretinate	RARA
etretinate	RARB
etretinate	RARG
etretinate	RXRA
etretinate	RXRB
etretinate	RXRG
eucalyptol	ACHE
eugenol	AR
EUK-134	APP
EUK-134	SOD2
evacetrapib	CETP
evans-blue	GRIA1
evans-blue	PTPN1
evatanepag	PTGER2
evatanepag	PTGER4
everolimus	MTOR
evodiamine	TRPV1
EVP-6124	CHRNA7
EW-7197	ACVR1B
EW-7197	TGFBR1
EX-527	SIRT1
examorelin	GHRHR
examorelin	GHSR
exatecan-mesylate	TOP1
exemestane	CYP19A1
exenatide	GLP1R
exherin	CDH2
exifone	TYR
exisulind	PDE5A
exo-IWR-1	TNKS
ezatiostat	GSTP1
ezetimibe	ANPEP
ezetimibe	NPC1L1
ezetimibe	SOAT1
ezutromid	UTRN
F-11440	HTR1A
F351	TGFB1
fadrozole	CYP11B1
fadrozole	CYP19A1
fagomine	GLB1
falecalcitriol	VDR
famotidine	HRH2
fananserin	HTR2A
farnesyl-thiosalicylic-acid-amide	HRAS
fasudil	PKIA
fasudil	PRKACA
fasudil	ROCK1
fasudil	ROCK2
febuxostat	XDH
felbamate	GRIN1
felbamate	GRIN2A
felbamate	GRIN2B
felbamate	GRIN2C
felbamate	GRIN2D
felbamate	GRIN3A
felbamate	GRIN3B
felbinac	CTSL
felbinac-ethyl	PTGS1
felbinac-ethyl	PTGS2
felodipine	CACNA1C
felodipine	CACNA1D
felodipine	CACNA1F
felodipine	CACNA1H
felodipine	CACNA1S
felodipine	CACNA2D1
felodipine	CACNA2D2
felodipine	CACNB2
felodipine	CALM1
felodipine	CFTR
felodipine	NR3C2
felodipine	PDE1A
felodipine	PDE1B
felodipine	TNNC1
felodipine	TNNC2
fenbendazole	TUBB
fenbufen	PTGS1
fenbufen	PTGS2
fenclonine-(+/-)	PAH
fenclonine-(+/-)	TPH1
fenclonine-(+/-)	TPH2
fendiline	HTR2B
fenigam	GABBR1
fenigam	GABBR2
fenobam	GRM5
fenofibrate	MMP25
fenofibrate	PPARA
fenofibric-acid	CLCN1
fenofibric-acid	PPARA
fenoldopam	ADRA1A
fenoldopam	ADRA1B
fenoldopam	ADRA1D
fenoldopam	ADRA2A
fenoldopam	ADRA2B
fenoldopam	ADRA2C
fenoldopam	DRD1
fenoldopam	DRD4
fenoldopam	DRD5
fenoprofen	PTGS1
fenoprofen	PTGS2
fenoprofen	SLC5A8
fenoterol	ADRB1
fenoterol	ADRB2
fenoterol	ADRB3
fenoxaprop-p-ethyl	NOS2
fenoxaprop-p-ethyl	NOS3
fenretinide	RARA
fentiazac	PTGS1
fentiazac	PTGS2
FERb-033	ERBB2
ferulic-acid	CA1
ferulic-acid	CA12
ferulic-acid	CA14
ferulic-acid	CA2
ferulic-acid	CA4
ferulic-acid	CA6
ferulic-acid	CA9
fesoterodine	CHRM1
fesoterodine	CHRM2
fesoterodine	CHRM3
fesoterodine	CHRM4
fesoterodine	CHRM5
fexaramine	NR1H4
fexofenadine	HRH1
FG-2216	EGLN1
FG-2216	EGLN2
FG-2216	HIF1A
FG-4592	EGLN2
FGIN-1-27	TSPO
FGIN-1-43	TSPO
FH-535	PPARD
FH-535	PPARG
fidarestat	AKR1B1
filanesib	KIF11
filgotinib	JAK1
filgotinib	JAK2
filgotinib	JAK3
filgotinib	TYK2
fimasartan	AGTR1
finasteride	AKR1D1
finasteride	SRD5A1
finasteride	SRD5A2
fingolimod	S1PR1
fingolimod	S1PR5
FIPI	PLD1
FIPI	PLD2
firategrast	ITGA4
firocoxib	PTGS2
fisetin	CDK6
fisetin	FASN
FIT	OPRD1
FK-3311	PTGS2
FK-33-824	OPRM1
FK-866	NAMPT
FK-888	TACR1
FK-888	TACR2
flavin-adenine-dinucleotide	ACAD8
flavin-adenine-dinucleotide	ACADM
flavin-adenine-dinucleotide	ACADS
flavin-adenine-dinucleotide	ACOX1
flavin-adenine-dinucleotide	AIFM1
flavin-adenine-dinucleotide	CYB5R1
flavin-adenine-dinucleotide	CYB5R3
flavin-adenine-dinucleotide	DAO
flavin-adenine-dinucleotide	DLD
flavin-adenine-dinucleotide	DPYD
flavin-adenine-dinucleotide	ERO1LB
flavin-adenine-dinucleotide	FDXR
flavin-adenine-dinucleotide	GCDH
flavin-adenine-dinucleotide	GFER
flavin-adenine-dinucleotide	GSR
flavin-adenine-dinucleotide	IL4I1
flavin-adenine-dinucleotide	IVD
flavin-adenine-dinucleotide	MAOA
flavin-adenine-dinucleotide	MAOB
flavin-adenine-dinucleotide	NOS1
flavin-adenine-dinucleotide	NQO1
flavin-adenine-dinucleotide	NQO2
flavin-adenine-dinucleotide	POR
flavin-adenine-dinucleotide	TXNRD1
flavin-adenine-dinucleotide	XDH
flavoxate	CHRM1
flavoxate	CHRM2
flecainide	KCNA5
flecainide	KCNA7
flecainide	SCN4A
flecainide	SCN5A
flibanserin	DRD4
flibanserin	HTR1A
flibanserin	HTR2A
flindokalner	KCNMA1
flindokalner	KCNN4
flindokalner	KCNQ2
flindokalner	KCNQ4
flindokalner	KCNQ5
floctafenine	PTGS1
floctafenine	PTGS2
flopropione	HTR1A
floxuridine	TYMS
flubendazole	TUBB
fluconazole	CYP51A1
flucytosine	DNMT1
fludarabine	ADA
fludarabine	RRM1
fludarabine	RRM2
fludarabine-phosphate	DCK
fludarabine-phosphate	POLA1
fludarabine-phosphate	POLD1
fludarabine-phosphate	POLE
fludarabine-phosphate	RRM1
fludarabine-phosphate	RRM2
fludarabine-phosphate	RRM2B
fludrocortisone-acetate	AR
fludrocortisone-acetate	NR3C1
fludrocortisone-acetate	NR3C2
fludroxycortide	NR3C1
fludroxycortide	SERPINA6
flufenamic-acid	AKR1C3
flufenamic-acid	ANO1
flufenamic-acid	AR
flufenamic-acid	GJA1
flufenamic-acid	GJA10
flufenamic-acid	GJA3
flufenamic-acid	GJA4
flufenamic-acid	GJA5
flufenamic-acid	GJA8
flufenamic-acid	GJA9
flufenamic-acid	GJB1
flufenamic-acid	GJB2
flufenamic-acid	GJB3
flufenamic-acid	GJB4
flufenamic-acid	GJB5
flufenamic-acid	GJB6
flufenamic-acid	GJB7
flufenamic-acid	GJC1
flufenamic-acid	GJC2
flufenamic-acid	GJC3
flufenamic-acid	GJD2
flufenamic-acid	GJD3
flufenamic-acid	GJD4
flufenamic-acid	GJE1
flufenamic-acid	PANX1
flufenamic-acid	PANX2
flufenamic-acid	PANX3
flufenamic-acid	PKD2L1
flufenamic-acid	PTGS1
flufenamic-acid	PTGS2
flufenamic-acid	TRPC5
flufenamic-acid	TRPM2
flufenamic-acid	TRPM5
flumatinib	ABL1
flumatinib	PDGFRB
flumazenil	GABRA1
flumazenil	GABRA2
flumazenil	GABRA3
flumazenil	GABRA4
flumazenil	GABRA5
flumazenil	GABRA6
flumazenil	GABRB1
flumazenil	GABRB2
flumazenil	GABRB3
flumazenil	GABRD
flumazenil	GABRE
flumazenil	GABRG1
flumazenil	GABRG2
flumazenil	GABRG3
flumazenil	GABRP
flumazenil	GABRQ
flumethasone	NR3C1
flumethasone	PLA2G1B
flumethasone-pivalate	NR3C1
flumethasone-pivalate	SERPINA6
flunarizine	CACNA1G
flunarizine	CACNA1H
flunarizine	CACNA1I
flunarizine	CALM1
flunarizine	HRH1
flunisolide	NR3C1
fluocinolone-acetonide	NR3C1
fluocinolone-acetonide	SERPINA6
fluocinonide	NR3C1
fluocinonide	SERPINA6
fluocinonide	SMO
fluorescein	SLC22A6
fluorometholone	NR3C1
fluorometholone-acetate	NR3C1
fluoxetine	ANO1
fluoxetine	HTR2B
fluoxetine	SLC6A4
fluoxymesterone	AR
fluoxymesterone	ESR1
fluoxymesterone	NR3C1
fluoxymesterone	PRLR
flupentixol	ADRA1A
flupentixol	CHRM1
flupentixol	DRD1
flupentixol	DRD2
flupentixol	DRD3
flupentixol	DRD5
flupentixol	HTR2A
fluphenazine	CALM1
fluphenazine	DRD1
fluphenazine	DRD2
fluphenazine	DRD5
fluphenazine	HRH1
fluphenazine	HTR2A
fluphenazine	HTR6
fluphenazine	HTR7
fluphenazine-decanoate	DRD2
fluphenazine-decanoate	HTR1B
fluphenazine-decanoate	HTR4
flupirtine	ADRA2A
flupirtine	KCNQ1
flupirtine	KCNQ2
fluprazine	HTR1A
fluprazine	HTR1B
flurbiprofen-(+/-)	PTGS1
flurbiprofen-(+/-)	PTGS2
flurbiprofen-(S)-(+)	PTGS1
flurbiprofen-(S)-(+)	PTGS2
flurizan	APH1B
flurizan	BACE1
flurizan	IKBKG
flurizan	PSEN1
flurizan	PSEN2
flurizan	PTGS1
flurizan	PTGS2
fluspirilene	CACNG1
fluspirilene	DRD2
