	TCGA-OL-A5RW-01	TCGA-A8-A07R-01	TCGA-C8-A134-01	TCGA-B6-A1KF-01	TCGA-BH-A18T-01	TCGA-D8-A142-01	TCGA-AR-A1AQ-01	TCGA-AR-A1AI-01	TCGA-AR-A251-01	TCGA-E2-A14Y-01	TCGA-AC-A8OQ-01	TCGA-B6-A0I6-01	TCGA-B6-A0RT-01	TCGA-B6-A0RU-01	TCGA-B6-A0IQ-01	TCGA-B6-A0IJ-01	TCGA-B6-A0RE-01	TCGA-PL-A8LV-01	TCGA-C8-A12K-01	TCGA-E9-A244-01	TCGA-PL-A8LZ-01	TCGA-AC-A62X-01	TCGA-E9-A243-01	TCGA-B6-A0WX-01	TCGA-E9-A3QA-01	TCGA-B6-A0I1-01	TCGA-B6-A0I2-01	TCGA-E2-A1AZ-01	TCGA-GM-A3XL-01	TCGA-AO-A129-01	TCGA-AO-A128-01	TCGA-E2-A574-01	TCGA-E2-A1B6-01	TCGA-OL-A66I-01	TCGA-A2-A0D2-01	TCGA-A2-A0YM-01	TCGA-A2-A3XU-01	TCGA-A7-A26F-01	TCGA-A7-A13D-01	TCGA-A7-A26I-01	TCGA-A7-A13E-01	TCGA-A7-A0CE-01	TCGA-AQ-A54N-01	TCGA-E2-A1LG-01	TCGA-A2-A04T-01	TCGA-GM-A2DF-01	TCGA-A2-A3XY-01	TCGA-A2-A3XT-01	TCGA-A2-A0D0-01	TCGA-BH-A0E6-01	TCGA-E2-A1LI-01	TCGA-OL-A6VO-01	TCGA-A2-A3XX-01	TCGA-A2-A04P-01	TCGA-A2-A3XS-01	TCGA-A2-A0ST-01	TCGA-S3-AA0Z-01	TCGA-E2-A573-01	TCGA-A7-A4SD-01	TCGA-OL-A5D7-01	TCGA-A2-A04Q-01	TCGA-E2-A1LK-01	TCGA-A7-A5ZV-01	TCGA-A1-A0SO-01	TCGA-AN-A0AR-01	TCGA-AN-A04D-01	TCGA-AN-A0AL-01	TCGA-A2-A0T2-01	TCGA-A2-A0T0-01	TCGA-A1-A0SP-01	TCGA-A2-A0CM-01	TCGA-AQ-A04J-01	TCGA-A1-A0SK-01	TCGA-AO-A0J6-01	TCGA-BH-A0B9-01	TCGA-AO-A124-01	TCGA-AO-A1KR-01	TCGA-AN-A0FX-01	TCGA-AN-A0G0-01	TCGA-A8-A08R-01	TCGA-C8-A131-01	TCGA-BH-A0E0-01	TCGA-BH-A0RX-01	TCGA-AN-A0FL-01	TCGA-AN-A0FJ-01	TCGA-A8-A07O-01	TCGA-AR-A5QQ-01	TCGA-D8-A143-01	TCGA-LL-A8F5-01	TCGA-E2-A158-01	TCGA-S3-AA10-01	TCGA-E2-A1LS-01	TCGA-D8-A27F-01	TCGA-D8-A1XQ-01	TCGA-D8-A1JL-01	TCGA-D8-A1JK-01	TCGA-A7-A4SE-01	TCGA-EW-A1OW-01	TCGA-A2-A4RX-01	TCGA-E2-A14X-01	TCGA-E2-A1II-01	TCGA-A8-A07C-01	TCGA-A7-A0DA-01	TCGA-A2-A3Y0-01	TCGA-E2-A14R-01	TCGA-BH-A0B3-01	TCGA-E2-A1LL-01	TCGA-AO-A12F-01	TCGA-A2-A0SX-01	TCGA-B6-A402-01	TCGA-AR-A0TS-01	TCGA-AR-A256-01	TCGA-BH-A18G-01	TCGA-BH-A0BG-01	TCGA-BH-A0BL-01	TCGA-BH-A0DL-01	TCGA-BH-A18V-01	TCGA-BH-A1FC-01	TCGA-C8-A1HJ-01	TCGA-AN-A0AT-01	TCGA-AN-A0XU-01	TCGA-E9-A5FL-01	TCGA-C8-A27B-01	TCGA-AC-A2QJ-01	TCGA-HN-A2NL-01	TCGA-EW-A1P8-01	TCGA-A7-A6VY-01	TCGA-A7-A6VW-01	TCGA-A7-A6VV-01	TCGA-A2-A25F-01	TCGA-E9-A1N8-01	TCGA-C8-A12V-01	TCGA-D8-A27H-01	TCGA-D8-A27M-01	TCGA-AC-A6IW-01	TCGA-S3-AA15-01	TCGA-D8-A1XK-01	TCGA-AR-A1AR-01	TCGA-EW-A3U0-01	TCGA-D8-A147-01	TCGA-EW-A1PH-01	TCGA-EW-A1PB-01	TCGA-AR-A2LR-01	TCGA-BH-A0WA-01	TCGA-A7-A26G-01	TCGA-E2-A150-01	TCGA-BH-A1F0-01	TCGA-A2-A4S1-01	TCGA-EW-A1P4-01	TCGA-AC-A2QH-01	TCGA-AR-A1AY-01	TCGA-AC-A2BK-01	TCGA-E2-A14N-01	TCGA-AO-A0J4-01	TCGA-AR-A1AJ-01	TCGA-AR-A1AH-01	TCGA-AR-A0U4-01	TCGA-BH-A1F6-01	TCGA-AR-A24Q-01	TCGA-E2-A1LH-01	TCGA-GI-A2C9-01	TCGA-AR-A0TP-01	TCGA-BH-A0BW-01	TCGA-BH-A0AV-01	TCGA-E2-A159-01	TCGA-BH-A5IZ-01	TCGA-A8-A07U-01	TCGA-A2-A04U-01	TCGA-AO-A0JL-01	TCGA-LL-A6FR-01	TCGA-LL-A5YP-01	TCGA-OL-A5S0-01	TCGA-A2-A1G1-01	TCGA-LL-A73Y-01	TCGA-E9-A1ND-01	TCGA-E9-A1N9-01	TCGA-E9-A22G-01	TCGA-BH-A18Q-01	TCGA-A7-A13E-11	TCGA-A7-A0CE-11	TCGA-E2-A158-11	TCGA-E2-A1LS-11	TCGA-BH-A0B3-11	TCGA-BH-A0DL-11	TCGA-BH-A1FC-11	TCGA-BH-A1F0-11	TCGA-BH-A1F6-11	TCGA-E2-A1LH-11	TCGA-GI-A2C9-11	TCGA-BH-A0BW-11	TCGA-E9-A1ND-11	TCGA-E9-A1N9-11	TCGA-BH-A18Q-11
hsa-miR-376c-3p	3.147683	10.197839	1.798743	1.735008	0.950413	4.291047	2.86608	0.880448	5.3319297	2.051599	1.030482	4.353981	1.661768	27.993214	5.873443	0.683114	1.868324	5.168231	1.008676	4.801477	6.2620535	0.203695	3.688679	7.6700053	1.733729	4.446227	0.839294	3.3689098	6.1846113	2.819814	12.514672	2.787763	13.560769	2.1935441	12.668787	0.964193	0.58132	4.349549	2.571428	12.699894	2.579607	1.119697	0	0	4.759249	10.356012	3.345775	2.140176	2.268814	5.918781	4.936076	1.002738	1.583676	4.954133	4.143858	7.727759	2.51441	1.514374	2.342832	0	3.493352	0.801158	0.84473	2.398644	1.740741	8.773422	7.2468953	3.8175187	5.041524	5.898718	3.081137	14.945484	0.392075	2.311206	1.710382	2.39082	15.180184	5.4901924	2.75925	3.8665571	8.821825	5.71185	7.821729	0.712764	5.154738	3.733191	9.725091	3.8350039	2.5056639	0.724301	0.532554	2.980966	5.340186	1.7627019	11.621867	2.274249	4.879842	1.7554289	1.494148	0	1.6470009	1.022511	16.111742	2.044467	4.6406136	3.137708	10.410457	6.5941687	5.83006	6.8000307	5.018261	1.026024	4.359745	2.1813612	6.3953843	1.756547	2.409279	0.923803	5.697746	3.4274254	0.991229	30.290504	0.405664	12.383114	1.071853	0.993524	2.746455	2.247352	3.116746	1.051826	1.067492	8.502612	1.845605	3.7967849	1.501721	8.769133	1.189104	8.138583	4.4194045	0.704552	2.538322	0.868772	5.6931357	0.93092	2.866699	1.96957	10.145641	0.654186	6.915979	145.31126	0.520783	0.367618	31.277903	2.1328979	4.5775213	1.038276	2.759712	1.483673	3.1337886	2.4203568	0.774133	1.132342	0.602163	1.56965	3.440736	2.332866	2.466466	3.941031	5.829958	6.911133	8.962788	6.152009	5.613621	5.256795	3.558472	7.9347997	1.467646	0	11.562478	6.917641	3.049949	9.512341	9.401626	8.646878	6.286192	12.600093	4.430137	9.867169	12.091399	7.993815	7.5034695	5.317952	5.695807
hsa-miR-376c-5p	0	0	0	0.867504	0	0.715175	0	0	1.1425561	0	1.030482	1.741593	0.830884	5.038778	0	0	1.868324	0.344549	1.008676	1.37185	0.569278	0	1.84434	2.556667	0	0	0	0.249549	0.386538	0.939938	1.8403931	0.557553	2.141174	0	2.71474	0	0	0.695928	0	0.396872	0.859869	0	0	0.46368	1.9037	0	0.418222	0	1.134407	1.614213	0.51958704	0.501369	0.95020497	0	0.59198	0	0.279378	0	0.33469	0	1.164451	2.403474	0	0.799548	0.87037	1.096678	0	0.636253	1.680507	1.072494	0	0	0	0	0.855191	0	2.168598	0.784313	0	0	1.4228749	0	0.460102	0.712764	0.644342	0	0	0.1534	0	0	0	0.851704	1.1125381	0.195856	1.417301	1.364549	0.34856	0.076323	0.373537	0.368487	0.41175	0	4.891063	0.511117	1.0709109	0.784427	2.839215	0.507244	0.583006	1.360006	2.509131	0.513012	0.871949	0.93486905	1.346397	0	1.606186	0	2.848873	0	0	6.2362804	0.405664	0.213502	0.357284	1.987048	0.91548604	0	0.467511	0	0.266873	1.962141	0.184561	0	0	0.584609	0.396368	3.5606291	0.50993097	1.409104	0	0.434386	0.487983	0.93092	0.477783	1.969569	2.898755	0	3.457989	4.547155	0.520783	0	9.054129	0	3.329107	0.519138	0	0.89020497	0	0.193628	0	0	0	0	0.430092	0	0	0.394103	0.97166	0.987305	0.845546	0.136711	1.603892	0.276674	0	0.495925	0	0	1.874996	0.256209	0	0.198174	0.553037	0.741162	1.047699	1.4823639	0	0.429007	0.314062	1.332303	0	1.06359	0.77669996
hsa-miR-377-3p	1.678764	0	1.438995	0	0.950413	0	0.95536	0	0.761704	0.82064	1.030482	0	0.830884	2.7993212	0.978907	0.683114	0	0.689097	1.008676	0.914567	2.846388	0.203695	0.92217	2.982779	1.517012	0.494025	0	1.372519	1.159615	1.879876	2.57655	2.23021	5.709796	0.36559	2.71474	0.964193	1.16264	1.0438919	0.857143	2.778102	0.859869	0	0	1.85472	0.95185	0	2.09111	1.78348	2.268814	1.076142	2.468039	1.002738	0	0.825689	1.77594	1.783329	0.69844604	0.432678	0	0	1.164451	2.403473	0	0	0	0	3.623448	0	0.560169	2.144988	1.540568	1.195638	0	1.155603	0	1.19541	3.2528968	0.784313	0	0	1.70745	1.14237	0.920204	0	2.577369	0	1.667158	0.92040104	0	0	0.266277	0.212926	0.222508	0.391712	1.417301	0.9097	1.04568	0.610584	1.120611	1.105461	0.41175	3.067533	2.877096	0.511117	1.42788	3.9221349	1.89281	0	1.166012	0.90667	2.509131	0	0.871949	2.181361	1.009797	1.171032	0.803093	0.923803	0.949624	1.305686	0.991229	4.899935	0	2.348522	0.714569	0	0.610324	1.2842009	1.246698	0	0	2.616188	1.1073639	0.421865	0.750861	3.215348	0	4.5779533	2.209702	0.704552	0	1.3031579	0.487983	0	0.955566	0	2.174067	0.327093	1.383196	13.048361	2.083132	0.367618	12.34654	1.421932	3.7452452	0.519138	0.919904	3.264082	0	1.645843	0.516089	0	0	1.56965	0	0.933147	3.699698	0.394103	0.97166	1.234131	1.014655	0.683557	3.608757	0.96835697	1.52506	0	0.293529	0.882294	1.2499969	0.7686269	0.381244	0.396348	1.659111	2.223484	2.44463	1.235303	2.768836	1.2870209	3.611716	1.332302	2.369516	0	2.330103
hsa-miR-377-5p	1.049228	0	0	0.867504	0.950413	0.715175	1.91072	0	2.285113	0.41032	1.030482	2.17699	1.661768	5.0387793	0.978907	0	0.934162	0.344549	0	0.228642	1.138555	0.203695	0.92217	2.982779	0.433432	1.4820759	0	1.12297	2.31923	1.879876	2.576551	0.557553	0.713724	0.548386	2.71474	0	0	1.043892	1.714285	3.968717	0	0	0	0.46368	0	1.090106	1.881999	2.140176	1.134407	2.6903548	0.77938	0.501369	0.95020604	0.825689	2.219924	2.377772	1.117516	1.298035	1.00407	0.831121	1.164451	0	0.84473	0	0	0	0	1.272506	2.2406769	1.072494	0.770284	2.3912768	0	1.155603	0.855191	0	0	0	0	0	0.85372496	1.14237	0.920204	0	1.288684	1.244397	1.111439	0.767	0.501133	0	0.266277	0.425852	1.1125389	0.195856	0.28346	0	4.182722	0.305292	0.747074	0.368487	0	1.022511	5.178775	2.555585	1.070911	0.784427	2.839215	0.507244	0.583006	2.720012	2.50913	0	0	1.558115	1.346396	0.585516	0.803093	2.771409	0.949624	0.48963302	0	4.009038	0	7.2590656	0.714568	0	0.305162	0.96314996	1.4025362	5.259129	0	0	1.661046	0	0.37543	4.969176	0	2.034646	1.3598169	0	2.538322	0	3.2532208	0	1.433349	0.656523	1.449378	0	4.149588	16.804705	1.041566	0	4.527065	0	3.7452438	0.519138	0.919904	0.890204	1.5668939	1.064957	0	1.132342	0	0.784825	1.290276	0.466573	0	0.788206	0	6.170654	5.0732756	3.14436	0.801946	1.7983781	1.016707	2.4796252	0	1.764588	7.499985	3.074508	0.381244	1.7835641	3.8712587	5.4351807	4.190795	3.705912	3.322603	2.145037	12.405461	6.661512	4.3441143	1.06359	2.5890028
hsa-miR-378a-3p	440.46573	246.7877	505.44693	295.8187	266.11566	151.617	478.63528	790.6419	1101.4243	450.12054	658.1345	1031.8938	412.1186	870.02924	710.6868	930.40094	283.9853	482.36823	852.8356	292.43274	655.52313	87.38497	337.51416	51.985588	826.33844	946.55237	754.5257	388.9221	1197.1093	374.0953	100.85354	549.1893	454.9995	220.63396	216.27432	179.33983	849.309	162.32515	276.85706	198.43584	474.64764	163.47571	142.7703	1231.0708	418.8139	863.9095	689.8569	1857.6732	710.1386	213.0761	189.38942	306.83783	310.40063	563.94543	249.51942	455.34332	650.8132	259.17435	177.38591	212.76703	216.58783	747.47986	611.0213	374.9879	428.2223	127.2146	525.3998	220.77989	724.8594	884.2714	344.31708	243.3125	227.79553	419.48392	384.8358	690.947	703.70996	244.70567	244.6535	898.0079	306.20273	522.0632	289.864	331.43546	931.07477	1330.2605	468.1937	307.79752	1094.975	392.57126	294.50256	473.54785	723.59515	461.24008	228.46895	335.679	63.786514	277.43402	1037.3123	528.7786	463.63092	533.75055	166.58386	1139.2793	1954.7698	151.39438	120.193436	363.18646	517.1264	1007.76465	294.1955	427.85184	151.71913	526.64294	303.94913	315.59296	440.0949	290.9979	618.20544	1468.569	273.5791	285.978	545.2125	2624.5798	403.37415	664.6677	257.55643	412.54974	446.31802	1304.2639	211.3634	355.80157	155.58452	555.17444	664.1363	300.489	248.9189	1114.4774	649.4827	353.68506	161.60652	256.28784	2750.5984	530.62445	172.00192	575.1144	565.9819	430.78137	475.81934	669.61804	189.04428	608.4071	421.84024	584.41364	470.65247	418.42502	533.54425	292.28354	876.93866	318.51892	686.1397	1489.5958	242.06964	164.81316	267.94733	206.2254	231.84773	576.5729	238.05663	146.12111	205.46767	499.40652	392.15152	1017.0516	225.20049	291.60388	275.33038	253.21838	1513.4346	262.35797	612.2771	1266.9247	572.3931	309.0641	535.7232	930.9246	1027.7919	193.48235	926.9549	315.75568	1250.5125	514.7778	466.53833
hsa-miR-378a-5p	101.565254	19.375893	79.14472	91.95538	75.08264	25.746286	111.77711	144.3934	226.2262	79.191666	150.10684	94.046005	40.71333	102.45516	94.954025	71.726944	42.037296	89.58267	191.64845	125.29566	66.60547	18.536207	113.42689	11.931119	128.29594	169.94466	78.05438	123.277176	219.16718	45.11702	23.18895	81.960236	95.99598	32.171974	22.622835	17.35547	141.26083	47.845028	82.28568	82.15245	183.15207	15.675754	33.190144	259.19724	25.699947	86.11842	111.247025	341.71487	45.37627	19.908625	78.71742	50.1369	58.912777	37.155994	57.126038	43.98879	103.50988	59.060596	35.47718	31.582605	10.480056	197.88593	137.40938	33.581005	47.870373	8.773421	62.806416	17.17884	89.06693	66.49464	49.29819	32.282246	13.330546	35.823692	47.89067	75.31084	320.95248	17.254889	13.79625	33.83238	72.28205	63.972733	20.244473	43.478634	65.722916	63.46425	78.63432	60.97657	86.695984	72.43013	59.646095	126.05231	76.320175	102.82422	28.062561	105.07025	12.896727	57.39488	159.50027	106.124214	144.93611	26.585274	66.46093	200.86891	459.06387	14.904112	63.409138	77.10103	49.555523	262.48123	79.0376	161.59872	30.518217	113.430786	84.82301	94.85355	103.59898	30.485497	96.86168	309.28406	40.640373	62.80825	128.18983	343.9516	48.59069	224.53648	28.990355	74.80473	75.58109	549.05286	65.11702	102.03134	29.529684	74.24825	113.00452	65.476204	71.74255	170.40161	102.32624	97.9327	77.84188	68.633026	222.68298	42.822327	52.07836	94.53937	108.70329	89.29639	142.46918	43.889935	26.039158	54.407402	112.35354	63.275932	121.92852	76.83239	60.713657	92.87793	303.45526	83.841156	109.41077	205.52005	67.4423	30.608162	58.062416	29.39412	27.131119	128.87172	26.23481	35.296146	35.851154	69.449356	48.116753	34.860847	69.6444	113.07091	100.680504	59.1137	459.37415	27.926779	125.42912	613.1497	78.53123	105.49191	189.28423	191.47195	262.48566	86.6595	131.43506	95.925766	414.86282	205.80475	138.77055
hsa-miR-378b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29066	0	0	0	0	0	0	0	0	0	0	0.713392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.213502	0	0	0	0	0	0	0	0	0	0	0.37543	0.292304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-378c	24.971619	0	6.115729	0.867504	0.950413	5.006222	10.508959	4.402238	9.902156	5.334155	10.304821	14.803539	16.617687	16.79593	5.873445	21.176527	7.473297	5.512779	16.138817	8.688385	13.662661	0.814778	1.84434	0.852222	15.386842	10.37453	20.98236	6.113948	16.234606	13.159132	1.8403931	9.478394	16.415667	4.752679	0.904913	2.892579	10.173107	2.087783	6.857141	2.38123	11.178295	3.3590908	3.687794	6.4915214	6.662948	8.175798	14.637764	14.9812355	6.8064413	1.614213	4.286592	11.030119	5.384501	9.908266	7.103756	11.294416	4.889131	4.5431232	2.6775231	3.324484	1.164451	8.812733	9.573606	3.198191	5.222222	1.096678	7.246894	11.45256	11.20339	9.652447	6.1622744	1.195639	3.9207492	5.778016	17.959002	8.367871	6.5057926	0.784313	1.8395	6.766475	1.9920249	6.854221	12.422743	4.9893513	12.8868475	4.977588	2.222878	2.454403	14.031719	13.761723	6.65693	13.201425	10.235354	9.792783	3.118062	4.5484962	0.69712	3.1292422	12.326721	8.106711	11.529011	3.067532	2.013968	9.200103	18.20549	3.137708	0.946405	8.623142	16.32417	13.1467285	8.154673	9.747224	2.615847	14.957908	8.0783825	4.684126	7.227836	5.5428166	5.697746	9.466214	3.964915	2.672692	9.735937	17.50716	5.7165513	10.928767	7.62904	6.0999565	6.701004	14.725557	8.539935	13.080941	3.32209	10.9684925	18.396086	4.9691753	3.567309	10.173229	11.218491	6.340967	2.538322	10.425267	32.044228	6.5164413	3.822264	10.5043745	11.595018	2.616744	4.149588	7.9080973	2.603915	4.779029	6.584823	5.687725	12.90029	2.5956888	2.759712	4.747753	8.87907	7.745142	14.966567	61.14646	16.25841	1.56965	5.5911965	1.39972	3.699698	4.729237	4.858298	3.20874	4.904166	4.101339	5.212648	14.6636915	6.608592	1.9837	2.935291	7.940646	25.624952	9.4797325	9.149846	18.430159	16.591105	3.4587512	10.127753	16.306004	13.290412	3.8610659	11.149212	7.105613	17.178995	9.04052	6.990307
hsa-miR-378d	0.629537	0	0.359749	0	0	0	0	1.760896	0.380852	0	0.686988	2.612389	0.830884	0	0	2.049342	0.934162	0	0.504338	0.457284	0.853916	0	0	0.426111	1.5170119	1.976101	1.678588	0.74864596	1.932692	0	0	0.557553	2.4980369	0.182795	0	0	2.034621	0.347964	0.857143	0.396872	0	1.119697	0.526828	0.92736	0	1.090106	1.254666	2.853568	0	0	0.64948404	0	0	0	0.443985	2.9722152	0.419068	0	0	0	0	1.602316	0.281577	0	0	0	0	1.272507	0	1.608741	0	0	0.392075	1.155603	4.2759542	0	0	0	0	0	0	0	1.8404069	0.712764	1.288685	0	0.27786	0.2301	1.002266	0	0	1.06463	0.222508	0.391711	1.13384	0.45485	0	0.381615	0.747074	1.473948	0	0	0.28771	2.044468	0.71394	0.784427	0	0	1.166012	0.90667	0.627283	1.539035	0.871949	1.8697381	0.673198	0	0	0	0.949624	1.468896	0	0	0	0.640506	1.429137	0.993524	0	0.963151	0.935024	1.051826	1.334365	0	0	0.421865	1.126291	0.292304	0.396368	0	1.019863	0.704552	0	1.737544	1.62661	0	0	1.96957	0	0.327093	0	0.197702	0	0.735235	0	0.710966	0.832277	0	0	0.59347	1.5668939	0.871328	2.580442	6.794052	0.602163	0.784825	0	0	0	0.394103	0	0.246826	0.169109	0.136711	0.400973	1.660042	0.508353	0.99185	0	0	2.812495	0.256209	0.381244	2.7744331	1.106074	1.976429	0.698466	1.235304	2.768836	0	1.0992169	0	1.9745969	0.531795	1.0356
hsa-miR-378e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-378f	0	0	0	0	0	0	0	0	0	0	0	1.306195	0.830884	0	0	0	0	0	0	0	0.284639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.173982	0	0	0	0	0	0	0	0	0.209111	0	0	0	0.129897	0	0	0	0	0	0.139689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0767	0	0.724301	0	0	0	0	0.28346	0	0	0	0	0	0	0	0	0	0	0	0	0	0.583006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32105	0	0	0	0	0	0	0	0	0	0.508661	0.169977	0	0	0	0	0.93092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.293529	0	0	0	0	0	0.553037	0	0	0	0	0	0.157031	0	0	0	0
hsa-miR-378g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198174	0	0	0	0	0	0	0.157031	0	0	0	0
hsa-miR-378h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-378i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.978907	0	0	0.344549	0	0	0	0	0	0	0	0	0.839294	0	0	0	0	0	0.356862	0	0	0	0	0	0	0	0.859869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.710382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138337	0	0	0	0	0.312499	0	0	0.396347	0	0	0	0	0	0	0	0	0	0	0.2589
hsa-miR-379-3p	0.419692	0	0.719497	0.867504	0	0	0	0	1.904261	0	0	0.870796	0.830884	0	0	0	0.934162	0.689097	0	0.228642	0.569278	0	0	0.852223	0.433432	0	0	0.499098	0	0	0.736158	0.557553	1.0705869	0	0.904913	0	0	0.695928	2.571428	3.571845	0	1.119697	0	0	0	1.63516	0.209111	1.426784	0	0	0.38969	0.501369	0.95020604	0	0.29599	0	0.558758	0	0	0	0	0	0	0	0	0	0	0	0	0	0.770284	0.597819	0	0	0	1.19541	0	0	0	0	0.56915	0	0	0	0.644342	0	1.3892989	0.3068	0.501133	0	0	0.212926	1.1125389	0.195856	1.9842211	0.45485	0.34856	0	1.120611	0	0	0	0.863129	0	1.0709109	0.784427	0	0	0	0.453335	0.627283	0	3.487796	0	1.682996	0	1.606186	0	1.899248	0.163211	0	0.890897	0	5.978055	0.714568	0	0.305162	0.642101	0.467512	1.051826	0	0.654047	0.553683	0.84373	0.37543	1.169217	0.396368	1.525984	0.67990804	0	0	0	1.789272	0	0.955566	1.313047	0.724689	0	1.383196	27.282934	0.520783	0	1.234654	1.421932	0.416138	0	0	0.59347	1.044596	0.387257	0	0	0	0.784825	0	0	0	0	0.97166	0.987305	0.676437	0.273423	2.405838	0.138337	0	0.495925	0	0	3.749992	0.512418	0.381244	0.396347	1.106074	1.482322	0.698466	2.717668	3.322603	1.287022	4.396873	1.776403	1.5796778	0	1.0356009
