ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0038093	GO:0038093	Fc receptor signaling pathway	21/461	246/17653	2.11076498213632e-06	2.87176778726856e-05	2.06823980913998e-05	CD3G/GRAP2/CD247/WAS/FGR/LCP2/FCER1G/VAV1/FCGR2A/ARPC1B/HCK/NCKAP1L/BTK/FCGR3A/TEC/SYK/CARD11/MYO1G/PLCG2/PRKCD/CLEC4D	21
GO:0002396	GO:0002396	MHC protein complex assembly	4/461	5/17653	2.24848263767619e-06	3.03214496874862e-05	2.18374304470285e-05	HLA-DMA/HLA-DRA/HLA-DRB1/HLA-DMB	4
GO:0046645	GO:0046645	positive regulation of gamma-delta T cell activation	4/461	5/17653	2.24848263767619e-06	3.03214496874862e-05	2.18374304470285e-05	NCKAP1L/LILRB1/NOD2/SYK	4
GO:2001188	GO:2001188	regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	4/461	5/17653	2.24848263767619e-06	3.03214496874862e-05	2.18374304470285e-05	LGALS9/HLA-DMB/HAVCR2/LILRB1	4
GO:0032652	GO:0032652	regulation of interleukin-1 production	11/461	72/17653	2.45932287625211e-06	3.30674351542989e-05	2.38150821509581e-05	CCR7/TLR8/ARRB2/LGALS9/IL10/ACP5/HAVCR2/PYCARD/NOD2/NLRP3/CCL3	11
GO:0019722	GO:0019722	calcium-mediated signaling	17/461	171/17653	2.55904910194543e-06	3.4307719685438e-05	2.47083318953611e-05	SLA2/CXCR3/CD3E/TRAT1/CCR5/CD4/TRPM2/CCL4/PLEK/CMKLR1/BTK/IGF1/SYK/P2RX4/CCL3/PLCG2/ZAP70	17
GO:0090022	GO:0090022	regulation of neutrophil chemotaxis	8/461	35/17653	2.57725137979888e-06	3.44510133422095e-05	2.48115316201599e-05	CCR7/CD74/C3AR1/RAC2/C5AR1/NCKAP1L/C5AR2/MPP1	8
GO:0002431	GO:0002431	Fc receptor mediated stimulatory signaling pathway	15/461	137/17653	3.00549537954147e-06	4.00587102185977e-05	2.88501805557576e-05	CD3G/CD247/WAS/FGR/FCER1G/VAV1/FCGR2A/ARPC1B/HCK/NCKAP1L/FCGR3A/SYK/MYO1G/PLCG2/PRKCD	15
GO:0050856	GO:0050856	regulation of T cell receptor signaling pathway	8/461	36/17653	3.2385149352626e-06	4.28813496759316e-05	3.0883038267439e-05	CCR7/LCK/TRAT1/UBASH3A/PTPN6/PTPN22/LILRB4/CD300A	8
GO:0002702	GO:0002702	positive regulation of production of molecular mediator of immune response	11/461	74/17653	3.24532788168992e-06	4.28813496759316e-05	3.0883038267439e-05	CD74/FCER1G/CD28/MZB1/SASH3/TNFSF13/NOD2/CD40/TGFB1/IL4R/NLRP3	11
GO:0032642	GO:0032642	regulation of chemokine production	11/461	74/17653	3.24532788168992e-06	4.28813496759316e-05	3.0883038267439e-05	CD74/LGALS9/IL10/ALOX15B/TLR2/HAVCR2/CSF1R/PYCARD/TRPV4/IL4R/TLR7	11
GO:0051056	GO:0051056	regulation of small GTPase mediated signal transduction	25/461	339/17653	3.34692296766864e-06	4.40360468002057e-05	3.17146481805075e-05	P2RY10/P2RY8/ARHGAP9/FGD2/RHOH/RAC2/RASGRP4/VAV1/RASAL3/FGD3/ARHGAP30/FBP1/ARHGAP4/GMIP/GPR18/CYTH4/ARHGAP45/ARHGAP15/IGF1/ADAP2/GPR65/RHOG/ARHGDIB/GPR55/SMAP2	25
GO:0043547	GO:0043547	positive regulation of GTPase activity	28/461	407/17653	3.35192591783463e-06	4.40360468002057e-05	3.17146481805075e-05	CCR7/CCL5/TBC1D10C/ARHGAP9/CCL23/CCL4/VAV1/RASAL3/ARHGAP30/ARHGAP4/NCKAP1L/RASGEF1B/GMIP/DOCK2/ARHGAP45/ARHGAP15/ADAP2/GPR65/RHOG/CCL22/CD40/RGS19/ADGRB3/ARHGDIB/TBC1D22A/CCL3/TBC1D2/SMAP2	28
GO:0002360	GO:0002360	T cell lineage commitment	7/461	26/17653	3.38516971292773e-06	4.43457232393532e-05	3.1937676359261e-05	SLAMF6/LY9/IL12RB1/FOXP3/IRF4/BATF/SPN	7
GO:0051897	GO:0051897	positive regulation of protein kinase B signaling	16/461	157/17653	3.64603396561895e-06	4.76269678984698e-05	3.43008203633128e-05	CCR7/ICOS/LCK/TRAT1/PIK3R5/HCLS1/CD80/ARRB2/VAV1/CD28/CD86/IL18/PIK3AP1/TGFB1/CCL3/HPSE	16
GO:0007596	GO:0007596	blood coagulation	25/461	341/17653	3.71488920969564e-06	4.82522156884647e-05	3.47511222211361e-05	LCK/PIK3R5/WAS/FERMT3/PTPN6/LCP2/ARRB2/FCER1G/RAC2/PLEK/VAV1/CD40LG/TEC/SERPINA1/SYK/RAP2B/RHOG/CD40/P2RX4/C4BPB/PLCG2/PRKCD/CLEC1B/HPSE/PLAUR	25
GO:0030101	GO:0030101	natural killer cell activation	11/461	75/17653	3.71494703119477e-06	4.82522156884647e-05	3.47511222211361e-05	CD2/SLAMF7/ZNF683/PTPN22/ITGB2/IL15/HAVCR2/CORO1A/IL18R1/IL18/IL21R	11
GO:0032715	GO:0032715	negative regulation of interleukin-6 production	8/461	37/17653	4.0382859166134e-06	5.2303787931278e-05	3.76690541790551e-05	SLAMF1/PTPN22/FOXP3/ARRB2/IL10/NCKAP1L/HAVCR2/C5AR2	8
GO:0031342	GO:0031342	negative regulation of cell killing	6/461	18/17653	4.36473558015847e-06	5.63727116479622e-05	4.05994826240389e-05	IL7R/ARRB2/LGALS9/PTPRC/HAVCR2/LILRB1	6
GO:0006816	GO:0006816	calcium ion transport	28/461	413/17653	4.43119117890547e-06	5.70702571777573e-05	4.11018531289961e-05	CCR7/LCK/CCL5/FASLG/LILRB2/CCR5/PTPN6/ARRB2/CD4/TRPM2/CCL4/CD84/IL16/ATP2A3/PTPRC/LILRB1/CORO1A/TRPV2/CXCL9/TRPV4/CYBA/VDR/TGFB1/P2RX4/STAC3/FCRL3/CCL3/PLCG2	28
GO:0036336	GO:0036336	dendritic cell migration	7/461	27/17653	4.46774297780861e-06	5.73798362836204e-05	4.13248112085673e-05	CCR7/CCL5/CCR5/CCR2/TRPM2/LGALS9/GPR183	7
GO:0007599	GO:0007599	hemostasis	25/461	346/17653	4.80232628724716e-06	6.1241200185993e-05	4.41057556066028e-05	LCK/PIK3R5/WAS/FERMT3/PTPN6/LCP2/ARRB2/FCER1G/RAC2/PLEK/VAV1/CD40LG/TEC/SERPINA1/SYK/RAP2B/RHOG/CD40/P2RX4/C4BPB/PLCG2/PRKCD/CLEC1B/HPSE/PLAUR	25
GO:0033004	GO:0033004	negative regulation of mast cell activation	5/461	11/17653	4.82182623056565e-06	6.1241200185993e-05	4.41057556066028e-05	CD300LF/LGALS9/CD84/MILR1/CD300A	5
GO:0042535	GO:0042535	positive regulation of tumor necrosis factor biosynthetic process	5/461	11/17653	4.82182623056565e-06	6.1241200185993e-05	4.41057556066028e-05	CCR2/SPN/CYBB/TNFRSF8/TLR1	5
GO:1902563	GO:1902563	regulation of neutrophil activation	5/461	11/17653	4.82182623056565e-06	6.1241200185993e-05	4.41057556066028e-05	ITGB2/SYK/PTAFR/ITGAM/CD300A	5
GO:0002260	GO:0002260	lymphocyte homeostasis	10/461	63/17653	4.95274410089448e-06	6.2730198073484e-05	4.51781280735853e-05	SIT1/CD74/RIPK3/FOXP3/LGALS9/NCKAP1L/CORO1A/IL2RA/TGFB1/GPR174	10
GO:1902622	GO:1902622	regulation of neutrophil migration	8/461	38/17653	4.99930500164629e-06	6.31454915497197e-05	4.54772213720876e-05	CCR7/CD74/C3AR1/RAC2/C5AR1/NCKAP1L/C5AR2/MPP1	8
GO:0050817	GO:0050817	coagulation	25/461	347/17653	5.05194438877868e-06	6.36350687432699e-05	4.58298136136458e-05	LCK/PIK3R5/WAS/FERMT3/PTPN6/LCP2/ARRB2/FCER1G/RAC2/PLEK/VAV1/CD40LG/TEC/SERPINA1/SYK/RAP2B/RHOG/CD40/P2RX4/C4BPB/PLCG2/PRKCD/CLEC1B/HPSE/PLAUR	25
GO:0050701	GO:0050701	interleukin-1 secretion	9/461	51/17653	6.0005671081305e-06	7.53769868240503e-05	5.42863129580545e-05	CCR7/TLR8/LGALS9/PYCARD/NOD2/GBP5/NLRC4/NLRP3/CCL3	9
GO:0060402	GO:0060402	calcium ion transport into cytosol	15/461	145/17653	6.0904454592136e-06	7.62969738538097e-05	5.49488852618725e-05	CCR7/LCK/FASLG/CCR5/PTPN6/CD4/TRPM2/PTPRC/CORO1A/CXCL9/CYBA/TGFB1/P2RX4/CCL3/PLCG2	15
GO:0046006	GO:0046006	regulation of activated T cell proliferation	8/461	39/17653	6.14703349993624e-06	7.6796045223999e-05	5.53083151851426e-05	IL12RB1/RIPK3/FOXP3/LGALS9/IGF1/PYCARD/IL18/IL2RA	8
GO:0045624	GO:0045624	positive regulation of T-helper cell differentiation	6/461	19/17653	6.23898009651837e-06	7.77329449525455e-05	5.59830679713333e-05	IL12RB1/CD80/CD86/IL18/IL4R/NLRP3	6
GO:1903531	GO:1903531	negative regulation of secretion by cell	17/461	183/17653	6.43241929283621e-06	7.99258603188455e-05	5.75624000046418e-05	TLR8/PTPN22/FOXP3/CCR2/LGALS9/IL10/CD84/PTGER4/SRGN/RHBDF2/C5AR2/LILRB1/UCP2/VAMP8/NLRP3/PIM3/CD300A	17
GO:0046643	GO:0046643	regulation of gamma-delta T cell activation	4/461	6/17653	6.60583218546504e-06	8.18587582982627e-05	5.89544681815187e-05	NCKAP1L/LILRB1/NOD2/SYK	4
GO:0051209	GO:0051209	release of sequestered calcium ion into cytosol	13/461	112/17653	7.18808373645652e-06	8.85950643324009e-05	6.38059385434751e-05	CCR7/LCK/FASLG/CCR5/PTPN6/TRPM2/PTPRC/CORO1A/CXCL9/CYBA/TGFB1/CCL3/PLCG2	13
GO:0051283	GO:0051283	negative regulation of sequestering of calcium ion	13/461	112/17653	7.18808373645652e-06	8.85950643324009e-05	6.38059385434751e-05	CCR7/LCK/FASLG/CCR5/PTPN6/TRPM2/PTPRC/CORO1A/CXCL9/CYBA/TGFB1/CCL3/PLCG2	13
GO:0050690	GO:0050690	regulation of defense response to virus by virus	7/461	29/17653	7.50517032578444e-06	9.22552438169481e-05	6.64419904387915e-05	LCK/CD247/CD8B/CD4/CD28/HCK/DOCK2	7
GO:0002312	GO:0002312	B cell activation involved in immune response	10/461	66/17653	7.62399689991525e-06	9.34653095885332e-05	6.73134767099188e-05	FOXP3/IL10/CD28/CD40LG/GPR183/BATF/TNFSF13/CD40/TGFB1/PLCG2	10
GO:0051282	GO:0051282	regulation of sequestering of calcium ion	13/461	113/17653	7.93272686018736e-06	9.69908070772241e-05	6.98525309765832e-05	CCR7/LCK/FASLG/CCR5/PTPN6/TRPM2/PTPRC/CORO1A/CXCL9/CYBA/TGFB1/CCL3/PLCG2	13
GO:0002517	GO:0002517	T cell tolerance induction	5/461	12/17653	8.08863064640874e-06	9.7595714509958e-05	7.02881837611751e-05	ICOS/CD3E/LILRB2/FOXP3/IL2RA	5
GO:0002716	GO:0002716	negative regulation of natural killer cell mediated immunity	5/461	12/17653	8.08863064640874e-06	9.7595714509958e-05	7.02881837611751e-05	CD96/ARRB2/LGALS9/HAVCR2/LILRB1	5
GO:0010759	GO:0010759	positive regulation of macrophage chemotaxis	5/461	12/17653	8.08863064640874e-06	9.7595714509958e-05	7.02881837611751e-05	CCL5/C3AR1/CMKLR1/C5AR1/TRPV4	5
GO:0045591	GO:0045591	positive regulation of regulatory T cell differentiation	5/461	12/17653	8.08863064640874e-06	9.7595714509958e-05	7.02881837611751e-05	LILRB2/FOXP3/LGALS9/LILRB4/TGFB1	5
GO:0072540	GO:0072540	T-helper 17 cell lineage commitment	5/461	12/17653	8.08863064640874e-06	9.7595714509958e-05	7.02881837611751e-05	SLAMF6/LY9/IL12RB1/IRF4/BATF	5
GO:0007229	GO:0007229	integrin-mediated signaling pathway	12/461	97/17653	8.3323895028168e-06	0.000100171856365535	7.2143514531064e-05	FERMT3/FGR/FCER1G/ITGB2/TYROBP/PLEK/VAV1/HCK/ITGAL/TEC/SYK/ITGAM	12
GO:0002709	GO:0002709	regulation of T cell mediated immunity	9/461	53/17653	8.34583405270103e-06	0.000100171856365535	7.2143514531064e-05	IL12RB1/IL7R/WAS/RIPK3/FOXP3/SASH3/PTPRC/LILRB1/NLRP3	9
GO:0002673	GO:0002673	regulation of acute inflammatory response	15/461	149/17653	8.50418155752756e-06	0.000101805933267007	7.3320372532538e-05	CCR7/C1QB/C1QC/C1QA/C3AR1/FCER1G/C5AR1/BTK/PPARG/C5AR2/C2/CR1/CD55/NLRP3/C4BPB	15
GO:0031348	GO:0031348	negative regulation of defense response	17/461	187/17653	8.58704295763841e-06	0.000102530187397844	7.38419785035957e-05	CD96/FOXP3/ARRB2/SIGLEC10/LGALS9/IL10/PTGER4/TNFRSF1B/ACP5/HAVCR2/PPARG/LILRB1/NOD2/IL2RA/CR1/NLRP3/PRKCD	17
GO:0002761	GO:0002761	regulation of myeloid leukocyte differentiation	13/461	114/17653	8.74456331355631e-06	0.000104139799461443	7.50012169914591e-05	C1QC/CD74/HCLS1/LILRB3/EVI2B/CD4/TYROBP/MAFB/LILRB4/LILRB1/CEBPB/GPR55/CCL3	13
GO:0002433	GO:0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	14/461	132/17653	9.28540684515811e-06	0.000110009277480749	7.92284000360697e-05	CD3G/CD247/WAS/FGR/VAV1/FCGR2A/ARPC1B/HCK/NCKAP1L/FCGR3A/SYK/MYO1G/PLCG2/PRKCD	14
GO:0038096	GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	14/461	132/17653	9.28540684515811e-06	0.000110009277480749	7.92284000360697e-05	CD3G/CD247/WAS/FGR/VAV1/FCGR2A/ARPC1B/HCK/NCKAP1L/FCGR3A/SYK/MYO1G/PLCG2/PRKCD	14
GO:0051048	GO:0051048	negative regulation of secretion	18/461	208/17653	9.31286240422742e-06	0.000110050191039646	7.92578658764553e-05	TLR8/CD74/PTPN22/FOXP3/CCR2/LGALS9/IL10/CD84/PTGER4/SRGN/RHBDF2/C5AR2/LILRB1/UCP2/VAMP8/NLRP3/PIM3/CD300A	18
GO:0002828	GO:0002828	regulation of type 2 immune response	7/461	30/17653	9.57058218826779e-06	0.000112804934018529	8.12418247181601e-05	CD74/CCR2/CD86/NOD2/IL18/IL4R/NLRP3	7
GO:0051924	GO:0051924	regulation of calcium ion transport	19/461	230/17653	1.03160587788371e-05	0.000121279819233252	8.73454153554983e-05	CCL5/LILRB2/PTPN6/ARRB2/CD4/CCL4/CD84/IL16/LILRB1/CORO1A/TRPV2/CXCL9/CYBA/TGFB1/P2RX4/STAC3/FCRL3/CCL3/PLCG2	19
GO:0051208	GO:0051208	sequestering of calcium ion	13/461	116/17653	1.05906967770506e-05	0.000124190139955951	8.94414208900461e-05	CCR7/LCK/FASLG/CCR5/PTPN6/TRPM2/PTPRC/CORO1A/CXCL9/CYBA/TGFB1/CCL3/PLCG2	13
GO:0002204	GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	8/461	42/17653	1.10101175136885e-05	0.00012780098430446	9.20419417466778e-05	FOXP3/IL10/CD28/CD40LG/BATF/TNFSF13/CD40/TGFB1	8
GO:0002208	GO:0002208	somatic diversification of immunoglobulins involved in immune response	8/461	42/17653	1.10101175136885e-05	0.00012780098430446	9.20419417466778e-05	FOXP3/IL10/CD28/CD40LG/BATF/TNFSF13/CD40/TGFB1	8
GO:0030890	GO:0030890	positive regulation of B cell proliferation	8/461	42/17653	1.10101175136885e-05	0.00012780098430446	9.20419417466778e-05	CD74/GPR183/SASH3/PTPRC/NCKAP1L/CD40/CARD11/FCRL3	8
GO:0045190	GO:0045190	isotype switching	8/461	42/17653	1.10101175136885e-05	0.00012780098430446	9.20419417466778e-05	FOXP3/IL10/CD28/CD40LG/BATF/TNFSF13/CD40/TGFB1	8
GO:0070838	GO:0070838	divalent metal ion transport	29/461	458/17653	1.11530190453975e-05	0.000129132808896837	9.30011184088567e-05	CCR7/LCK/CCL5/FASLG/LILRB2/CCR5/PTPN6/ARRB2/CD4/TRPM2/CCL4/CD84/IL16/ATP2A3/PTPRC/SLC11A1/LILRB1/CORO1A/TRPV2/CXCL9/TRPV4/CYBA/VDR/TGFB1/P2RX4/STAC3/FCRL3/CCL3/PLCG2	29
GO:0050855	GO:0050855	regulation of B cell receptor signaling pathway	6/461	21/17653	1.19356919753175e-05	0.000137846719664561	9.92768546376003e-05	PTPN6/PTPN22/GCSAM/NFAM1/FCRL3/CD300A	6
GO:0016045	GO:0016045	detection of bacterium	5/461	13/17653	1.28621724427579e-05	0.000147064989152232	0.000105915828725375	CD1D/TLR2/NOD2/TLR1/NLRC4	5
GO:0033008	GO:0033008	positive regulation of mast cell activation involved in immune response	5/461	13/17653	1.28621724427579e-05	0.000147064989152232	0.000105915828725375	FGR/FCER1G/SYK/VAMP8/IL4R	5
GO:0043306	GO:0043306	positive regulation of mast cell degranulation	5/461	13/17653	1.28621724427579e-05	0.000147064989152232	0.000105915828725375	FGR/FCER1G/SYK/VAMP8/IL4R	5
GO:1905523	GO:1905523	positive regulation of macrophage migration	5/461	13/17653	1.28621724427579e-05	0.000147064989152232	0.000105915828725375	CCL5/C3AR1/CMKLR1/C5AR1/TRPV4	5
GO:0072511	GO:0072511	divalent inorganic cation transport	29/461	462/17653	1.31363081967052e-05	0.000149825803686302	0.000107904160285584	CCR7/LCK/CCL5/FASLG/LILRB2/CCR5/PTPN6/ARRB2/CD4/TRPM2/CCL4/CD84/IL16/ATP2A3/PTPRC/SLC11A1/LILRB1/CORO1A/TRPV2/CXCL9/TRPV4/CYBA/VDR/TGFB1/P2RX4/STAC3/FCRL3/CCL3/PLCG2	29
GO:0050798	GO:0050798	activated T cell proliferation	8/461	43/17653	1.32207702332334e-05	0.000150414966549318	0.000108328473871368	IL12RB1/RIPK3/FOXP3/LGALS9/IGF1/PYCARD/IL18/IL2RA	8
GO:0046718	GO:0046718	viral entry into host cell	13/461	119/17653	1.40030327392814e-05	0.000158920557201993	0.000114454178486518	SLAMF1/CD74/CD80/CCR5/CD4/LGALS9/CD86/IFITM2/VAMP8/CR1/CD55/IFITM1/SELPLG	13
GO:0002606	GO:0002606	positive regulation of dendritic cell antigen processing and presentation	4/461	7/17653	1.50948488711896e-05	0.000170381727793703	0.000122708484207966	CCR7/CD74/SLC11A1/NOD2	4
GO:0045630	GO:0045630	positive regulation of T-helper 2 cell differentiation	4/461	7/17653	1.50948488711896e-05	0.000170381727793703	0.000122708484207966	CD86/IL18/IL4R/NLRP3	4
GO:0090322	GO:0090322	regulation of superoxide metabolic process	7/461	32/17653	1.51243976471182e-05	0.000170381727793703	0.000122708484207966	ITGB2/ACP5/SYK/CYBA/TGFB1/PRKCD/ITGAM	7
GO:0060401	GO:0060401	cytosolic calcium ion transport	15/461	157/17653	1.6009134374286e-05	0.000179906571338484	0.000129568252146892	CCR7/LCK/FASLG/CCR5/PTPN6/CD4/TRPM2/PTPRC/CORO1A/CXCL9/CYBA/TGFB1/P2RX4/CCL3/PLCG2	15
GO:0050858	GO:0050858	negative regulation of antigen receptor-mediated signaling pathway	6/461	22/17653	1.60512529026862e-05	0.000179938862001996	0.000129591507800095	UBASH3A/PTPN6/PTPN22/LILRB4/FCRL3/CD300A	6
GO:0002277	GO:0002277	myeloid dendritic cell activation involved in immune response	3/461	3/17653	1.76965940152415e-05	0.000195515382072005	0.000140809677681198	SLAMF1/DOCK2/PYCARD	3
GO:0002503	GO:0002503	peptide antigen assembly with MHC class II protein complex	3/461	3/17653	1.76965940152415e-05	0.000195515382072005	0.000140809677681198	HLA-DMA/HLA-DRA/HLA-DMB	3
GO:0032632	GO:0032632	interleukin-3 production	3/461	3/17653	1.76965940152415e-05	0.000195515382072005	0.000140809677681198	HAVCR2/SLC11A1/SYK	3
GO:0038123	GO:0038123	toll-like receptor TLR1:TLR2 signaling pathway	3/461	3/17653	1.76965940152415e-05	0.000195515382072005	0.000140809677681198	TLR2/TLR1/CD14	3
GO:0071725	GO:0071725	response to triacyl bacterial lipopeptide	3/461	3/17653	1.76965940152415e-05	0.000195515382072005	0.000140809677681198	TLR2/TLR1/CD14	3
GO:0071727	GO:0071727	cellular response to triacyl bacterial lipopeptide	3/461	3/17653	1.76965940152415e-05	0.000195515382072005	0.000140809677681198	TLR2/TLR1/CD14	3
GO:0032651	GO:0032651	regulation of interleukin-1 beta production	9/461	58/17653	1.78669835917999e-05	0.00019692336482789	0.000141823703257784	CCR7/TLR8/ARRB2/LGALS9/ACP5/PYCARD/NOD2/NLRP3/CCL3	9
GO:0032930	GO:0032930	positive regulation of superoxide anion generation	5/461	14/17653	1.95790472788e-05	0.000213737932793566	0.000153933512064149	ITGB2/CYBA/TGFB1/PRKCD/ITGAM	5
GO:0036037	GO:0036037	CD8-positive, alpha-beta T cell activation	5/461	14/17653	1.95790472788e-05	0.000213737932793566	0.000153933512064149	EOMES/TNFSF8/NCKAP1L/GPR18/LILRB1	5
GO:0045064	GO:0045064	T-helper 2 cell differentiation	5/461	14/17653	1.95790472788e-05	0.000213737932793566	0.000153933512064149	CD86/BATF/IL18/IL4R/NLRP3	5
GO:0098543	GO:0098543	detection of other organism	5/461	14/17653	1.95790472788e-05	0.000213737932793566	0.000153933512064149	CD1D/TLR2/NOD2/TLR1/NLRC4	5
GO:0032479	GO:0032479	regulation of type I interferon production	13/461	123/17653	2.0035161298695e-05	0.000218197659274387	0.000157145395659473	TLR8/PTPN22/IL10/TLR2/HAVCR2/LILRB1/PYCARD/SYK/TLR7/IRF5/CD14/PLCG2/RNF135	13
GO:0050710	GO:0050710	negative regulation of cytokine secretion	9/461	59/17653	2.06019508733491e-05	0.000223838731645274	0.000161208081540774	TLR8/PTPN22/FOXP3/IL10/PTGER4/SRGN/C5AR2/LILRB1/NLRP3	9
GO:0010818	GO:0010818	T cell chemotaxis	6/461	23/17653	2.12398252993896e-05	0.000229680658013446	0.000165415421956766	CXCR3/CCL5/CCR2/GPR183/CXCL9/CCL3	6
GO:0045954	GO:0045954	positive regulation of natural killer cell mediated cytotoxicity	6/461	23/17653	2.12398252993896e-05	0.000229680658013446	0.000165415421956766	SLAMF6/SH2D1A/CRTAM/VAV1/IL18RAP/LAG3	6
GO:0032606	GO:0032606	type I interferon production	13/461	124/17653	2.18592975115028e-05	0.000235823244918213	0.000169839297321571	TLR8/PTPN22/IL10/TLR2/HAVCR2/LILRB1/PYCARD/SYK/TLR7/IRF5/CD14/PLCG2/RNF135	13
GO:0006911	GO:0006911	phagocytosis, engulfment	11/461	90/17653	2.22047292303208e-05	0.000238514009513782	0.000171777179095387	RHOH/FCER1G/ITGB2/RAC2/IGLL5/MSR1/NCKAP1L/PPARG/RHOG/ITGAM/CD300A	11
GO:0016447	GO:0016447	somatic recombination of immunoglobulin gene segments	8/461	46/17653	2.22127550844896e-05	0.000238514009513782	0.000171777179095387	FOXP3/IL10/CD28/CD40LG/BATF/TNFSF13/CD40/TGFB1	8
GO:0002369	GO:0002369	T cell cytokine production	7/461	34/17653	2.31061347633404e-05	0.000247527167967093	0.000178268432741266	FOXP3/SASH3/SLC11A1/IL18/CD55/NLRP3/IL18RAP	7
GO:0048247	GO:0048247	lymphocyte chemotaxis	9/461	60/17653	2.36846481155893e-05	0.000253133127295984	0.000182305830299604	CXCR3/CCL5/CCR2/CCL23/CCL4/GPR183/CXCL9/CCL22/CCL3	9
GO:0002792	GO:0002792	negative regulation of peptide secretion	13/461	126/17653	2.59485712475026e-05	0.000276684184115813	0.000199267241134433	TLR8/CD74/PTPN22/FOXP3/IL10/PTGER4/SRGN/RHBDF2/C5AR2/LILRB1/UCP2/NLRP3/PIM3	13
GO:1902106	GO:1902106	negative regulation of leukocyte differentiation	11/461	92/17653	2.73766642286795e-05	0.000291234351481428	0.000209746234425125	C1QC/CTLA4/CD74/LILRB3/FOXP3/MAFB/LILRB4/LILRB1/IL4R/GPR55/CCL3	11
GO:0035655	GO:0035655	interleukin-18-mediated signaling pathway	4/461	8/17653	2.95658898248963e-05	0.000312349319924307	0.000224953180646858	ALOX5/IL18R1/IL18/IL18RAP	4
GO:0043313	GO:0043313	regulation of neutrophil degranulation	4/461	8/17653	2.95658898248963e-05	0.000312349319924307	0.000224953180646858	ITGB2/SYK/PTAFR/ITGAM	4
GO:0071351	GO:0071351	cellular response to interleukin-18	4/461	8/17653	2.95658898248963e-05	0.000312349319924307	0.000224953180646858	ALOX5/IL18R1/IL18/IL18RAP	4
GO:1903307	GO:1903307	positive regulation of regulated secretory pathway	8/461	48/17653	3.06882261834525e-05	0.000322756974883338	0.000232448747106476	FGR/FCER1G/ITGB2/SYK/VAMP8/PTAFR/IL4R/ITGAM	8
GO:0097553	GO:0097553	calcium ion transmembrane import into cytosol	13/461	128/17653	3.06918301088627e-05	0.000322756974883338	0.000232448747106476	CCR7/LCK/FASLG/CCR5/PTPN6/TRPM2/PTPRC/CORO1A/CXCL9/CYBA/TGFB1/CCL3/PLCG2	13
GO:0017157	GO:0017157	regulation of exocytosis	16/461	186/17653	3.12267708346773e-05	0.000327630993768868	0.000235959003031152	STXBP2/FGR/CCR2/FCER1G/ITGB2/RAC2/LGALS9/SYTL1/CD84/ADGRE2/SYK/VAMP8/PTAFR/IL4R/ITGAM/CD300A	16
GO:0051051	GO:0051051	negative regulation of transport	28/461	460/17653	3.21502045765482e-05	0.000336549515944004	0.000242382099871742	TRAT1/TLR8/CD74/LILRB2/PTPN22/FOXP3/CCR2/ANO9/KCNE1/CD300LF/LGALS9/IL10/CD84/PTGER4/MZB1/TLR2/SRGN/RHBDF2/C5AR2/LILRB1/CORO1A/UCP2/VAMP8/APOC1/TGFB1/NLRP3/PIM3/CD300A	28
GO:0030335	GO:0030335	positive regulation of cell migration	29/461	486/17653	3.34565491792005e-05	0.000349426601336296	0.000251656143808061	CCR7/CCL5/CD74/C3AR1/FERMT3/GPSM3/FGR/CCR2/RAC2/CCL4/LGALS9/CMKLR1/C5AR1/PTPRC/NCKAP1L/CSF1R/DAB2/IGF1/PYCARD/CORO1A/GPNMB/SPN/CXCL9/TRPV4/CD40/TGFB1/PTAFR/P2RX4/CCL3	29
GO:2000401	GO:2000401	regulation of lymphocyte migration	8/461	49/17653	3.58480755301849e-05	0.000373169582012302	0.000268755777712815	CCL5/RIPK3/CCR2/CCL4/GCSAM/PYCARD/SPN/CCL3	8
GO:0019932	GO:0019932	second-messenger-mediated signaling	23/461	342/17653	3.58926468195039e-05	0.000373169582012302	0.000268755777712815	SLA2/CXCR3/CD3E/TRAT1/S1PR4/CCR5/CD4/TRPM2/CCL4/PLEK/CMKLR1/PTGER4/BTK/PTGER2/IGF1/SYK/GPR65/CXCL9/FPR1/P2RX4/CCL3/PLCG2/ZAP70	23
GO:0043491	GO:0043491	protein kinase B signaling	19/461	252/17653	3.69965359379166e-05	0.000383776283428388	0.000276394696921277	CCR7/ICOS/LCK/TRAT1/CCL5/PIK3R5/HCLS1/CD80/ARRB2/VAV1/CD28/CD86/IGF1/IL18/PIK3AP1/CD40/TGFB1/CCL3/HPSE	19
GO:0030889	GO:0030889	negative regulation of B cell proliferation	5/461	16/17653	4.09082457902571e-05	0.000422442132766506	0.000304241742636407	CTLA4/IL10/BTK/MNDA/CD300A	5
GO:0048535	GO:0048535	lymph node development	5/461	16/17653	4.09082457902571e-05	0.000422442132766506	0.000304241742636407	LTB/IL7R/RIPK3/IL15/TGFB1	5
