Rank	Score	Type	ID	Name	Description
5949	-17.91	cp	BRD-A65671304	candesartan	Angiotensin receptor antagonist
5952	-17.94	cp	BRD-K18316707	O-1918	Cannabinoid receptor antagonist
5958	-18.16	cp	BRD-A49358627	ciprofibrate	PPAR receptor agonist
5959	-18.17	cp	BRD-K39391626	ethylestrenol	Progesterone receptor agonist
5960	-18.18	cp	BRD-K90524085	MY-5445	Phosphodiesterase inhibitor
5966	-18.32	cp	BRD-A46186775	hydrocortisone	Glucocorticoid receptor agonist
5983	-18.91	cp	BRD-K41410256	balsalazide	Cyclooxygenase inhibitor
5991	-19.03	cp	BRD-A43671941	oxprenolol	Adrenergic receptor antagonist
5994	-19.08	cp	BRD-A50675702	fipronil	GABA gated chloride channel blocker
5996	-19.12	cp	BRD-K08619838	tremorine	Acetylcholine receptor agonist
5999	-19.2	cp	BRD-K93188295	ARC-239	Adrenergic receptor antagonist
6005	-19.27	cp	BRD-K57886322	fluocinonide	Glucocorticoid receptor agonist
6014	-19.39	cp	BRD-K94649603	taxifolin	Opioid receptor antagonist
6018	-19.42	cp	BRD-K28307902	flutamide	Androgen receptor antagonist
6022	-19.48	cp	BRD-K54330070	SB-202190	p38 MAPK inhibitor
6032	-19.7	cp	BRD-A39230911	chlorphensin	Muscle relaxant
6039	-19.86	cp	BRD-K30697463	desoximetasone	Glucocorticoid receptor agonist
6042	-19.93	cp	BRD-K67102207	phenylbutyrate	HDAC inhibitor
6046	-20.01	cp	BRD-K43330982	JTE-013	Lysophospholipid receptor antagonist
6051	-20.06	cp	BRD-K04976539	aminogenistein	SRC inhibitor
6053	-20.08	cp	BRD-A79903587	tegafur	Thymidylate synthase inhibitor
6056	-20.14	cp	BRD-K32318651	acyclovir	DNA polymerase inhibitor
6065	-20.32	cp	BRD-A26032986	zaldaride	Calmodulin antagonist
6066	-20.32	cp	BRD-K59419204	AM-281	Cannabinoid receptor antagonist
6076	-20.58	cp	BRD-K21350491	phenamil	TRPV antagonist
6077	-20.64	cp	BRD-A39747742	estradiol-valerate	Estrogen receptor agonist
6082	-20.68	cp	BRD-A67981824	cefotaxime	Bacterial cell wall synthesis inhibitor
6085	-20.74	cp	BRD-K66353228	zoxazolamine	Myorelaxant
6086	-20.77	cp	BRD-K39569857	avrainvillamide-analog-3	nucleophosmin inhibitor
6094	-20.95	cp	BRD-A36318220	necrostatin-1	RIPK inhibitor
6096	-20.96	cp	BRD-A92630576	trimebutine	Opioid receptor agonist
6101	-21.08	cp	BRD-K15834839	lobendazole	Anthelmintic
6103	-21.1	cp	BRD-K83988098	alvespimycin	HSP inhibitor
6105	-21.13	cp	BRD-K77175907	calcifediol	Vitamin D receptor agonist
6110	-21.19	cp	BRD-K47278471	diphenhydramine	Histamine receptor antagonist
6114	-21.25	cp	BRD-K19136521	indirubin	CDK inhibitor
6116	-21.31	cp	BRD-K40990712	hexamethyleneamiloride	Sodium/hydrogen antiport inhibitor
6128	-21.59	cp	BRD-K08806317	timolol	Adrenergic receptor antagonist
6129	-21.61	cp	BRD-A94543220	bifonazole	Sterol demethylase inhibitor
6133	-21.66	cp	BRD-K11373525	ZD-7155	Angiotensin receptor antagonist
6137	-21.7	cp	BRD-K51302260	KU-C103871	GSP agonist
6138	-21.71	cp	BRD-K69837166	trap-101	Nociceptin/orphanin FQ (NOP) receptor antagonist
6140	-21.74	cp	BRD-K31491153	1-phenylbiguanide	Serotonin receptor agonist
6141	-21.78	cp	BRD-K40624912	ZM-39923	JAK inhibitor
6144	-21.81	cp	BRD-A14208071	oxyphenonium	Cholinergic receptor antagonist
6145	-21.81	cp	BRD-A80017228	bendroflumethiazide	Sodium/potassium/chloride transporter inhibitor
6152	-21.9	cp	BRD-A16934955	nalbuphine	Opioid receptor agonist
6158	-21.96	cp	BRD-K12079898	PD-160170	Neuropeptide receptor antagonist
6161	-21.97	cp	BRD-K07212038	selinidin	Mast cell stabilizer
6164	-22.07	cp	BRD-K64857848	XMD-885	Leucine rich repeat kinase inhibitor
6165	-22.09	cp	BRD-K97752965	nicorandil	Nitric oxide donor
6168	-22.21	cp	BRD-K34330170	rotenonic-acid	Retinoid receptor antagonist
6170	-22.25	cp	BRD-K82381502	acetylcholine	Acetylcholine receptor agonist
6171	-22.25	cp	BRD-K97056771	HY-11007	BCR-ABL kinase inhibitor
6172	-22.29	cp	BRD-K68190965	GR-46611	Serotonin receptor agonist
6179	-22.36	cp	BRD-K88304388	dextrorphan	Glutamate receptor antagonist
6182	-22.44	cp	BRD-K49294207	BIBU-1361	EGFR inhibitor
6191	-22.56	cp	BRD-K66956375	oleoylethanolamide	Cannabinoid receptor agonist
6195	-22.58	cp	BRD-K93460210	lamotrigine	Serotonin receptor antagonist
6201	-22.67	cp	BRD-K98157055	SIB-1757	Glutamate receptor antagonist
6203	-22.69	cp	BRD-A97437073	rosiglitazone	Insulin sensitizer
6207	-22.81	cp	BRD-K57179821	crotamiton	Antipruritic
6210	-22.87	cp	BRD-K94144010	cotinine	Nicotine metabolite
6212	-22.9	cp	BRD-K28806945	L-750667	Dopamine receptor antagonist
6219	-23.03	cp	BRD-A79237180	ascorbic-acid	Antioxidant
6223	-23.08	cp	BRD-K40656405	L-165041	PPAR receptor agonist
6225	-23.1	cp	BRD-K00312224	PPT	Estrogen receptor agonist
6227	-23.13	cp	BRD-A69960130	bromocriptine	Dopamine receptor agonist
6229	-23.15	cp	BRD-K02581333	protein-tyrosine-phosphatase-inhibitor-IV	Tyrosine phosphatase inhibitor
6234	-23.28	cp	BRD-K79092138	nitrofural	Bacterial DNA inhibitor
6236	-23.38	cp	BRD-K65910366	KUC103904N	-666
6238	-23.42	cp	BRD-K72541103	JAK3-inhibitor-I	JAK inhibitor
6241	-23.5	cp	BRD-A00758722	noretynodrel	Progestogen hormone
6244	-23.6	cp	BRD-K73991644	isoquercetin	Aldose reductase inhibitor
6248	-23.66	cp	BRD-U08759356	EI-346-erlotinib-analog	EGFR inhibitor
6255	-23.82	cp	BRD-K93433262	alfacalcidol	Vitamin D receptor agonist
6256	-23.87	cp	BRD-K93880783	stavudine	DNA directed DNA polymerase inhibitor
6267	-24.24	cp	BRD-A26095496	clobetasol	Glucocorticoid receptor agonist
6272	-24.29	cp	BRD-A55594068	vinblastine	Microtubule inhibitor
6276	-24.41	cp	BRD-K70327191	benzoxiquine	Anti-infective
6290	-24.6	cp	BRD-K10870738	CDC	Lipoxygenase inhibitor
6291	-24.6	cp	BRD-K48722258	dilazep	Adenosine reuptake inhibitor
6298	-24.74	cp	BRD-K70490179	rimcazole	Sigma receptor antagonist
6299	-24.74	cp	BRD-K12219985	glipizide	Sulfonylurea
6300	-24.77	cp	BRD-K80315159	DPPE	Histamine receptor antagonist
6301	-24.79	cp	BRD-K94441233	mevastatin	HMGCR inhibitor
6304	-24.88	cp	BRD-A29289453	PCA-4248	Platelet activating factor receptor antagonist
6315	-25.04	cp	BRD-A24381660	zeranol	Estrogen receptor agonist
6318	-25.13	cp	BRD-K43796186	benzyl-quinazolin-4-yl-amine	EGFR inhibitor
6320	-25.18	cp	BRD-A38749782	fludrocortisone	Glucocorticoid receptor agonist
6332	-25.5	cp	BRD-A67799922	phenoxybenzamine	Adrenergic receptor antagonist
6336	-25.58	cp	BRD-A31007383	SDZ-WAG-994	Adenosine receptor agonist
6337	-25.6	cp	BRD-K96740444	itopride	Dopamine receptor antagonist
6348	-25.91	cp	BRD-A13188892	doxazosin	Adrenergic receptor antagonist
6349	-25.92	cp	BRD-K08996725	zolantidine	Histamine receptor antagonist
6351	-25.93	cp	BRD-A60197193	amisulpride	Dopamine receptor antagonist
6356	-26.02	cp	BRD-K93080877	Ala-Ala-Phe-CMK	Tripeptidyl peptidase inhibitor
6358	-26.09	cp	BRD-A00100033	nifurtimox	DNA inhibitor
6360	-26.14	cp	BRD-K75641298	metoclopramide	Dopamine receptor antagonist
6362	-26.2	cp	BRD-K70914287	BIBX-1382	EGFR inhibitor
6369	-26.45	cp	BRD-K50495309	SRC-kinase-inhibitor-I	SRC inhibitor
6370	-26.46	cp	BRD-A99833829	bethanechol	Acetylcholine receptor agonist
6373	-26.51	cp	BRD-K51671335	sulpiride	Dopamine receptor antagonist
6378	-26.58	cp	BRD-K41051431	mecillinam	Bacterial cell wall synthesis inhibitor
6384	-26.75	cp	BRD-K83508485	FK-888	Tachykinin antagonist
6386	-26.79	cp	BRD-K72726508	arcyriaflavin-a	CDK inhibitor
6397	-27.01	cp	BRD-A11813248	AM-92016	Potassium channel blocker
6403	-27.2	cp	BRD-K96084870	DMBI	PDGFR receptor inhibitor
6404	-27.23	cp	BRD-A12560204	nitrendipine	Calcium channel blocker
6405	-27.24	cp	BRD-K17110974	aristolochic-acid	Phospholipase inhibitor
6407	-27.25	cp	BRD-K41564320	purvalanol-b	Tyrosine kinase inhibitor
6408	-27.28	cp	BRD-K93480852	KN-93	Calcium-calmodulin dependent protein kinase inhibitor
6412	-27.39	cp	BRD-K46137903	prednicarbate	Phospholipase activator
6417	-27.51	cp	BRD-A39255369	DCPIB	Chloride channel blocker
6424	-27.6	cp	BRD-K17674993	diflorasone	Corticosteroid agonist
6428	-27.8	cp	BRD-A00520476	otenzepad	Acetylcholine receptor antagonist
6430	-27.82	cp	BRD-A75368507	demeclocycline	Bacterial 30S ribosomal subunit inhibitor
6435	-27.91	cp	BRD-K23383398	T-0901317	LXR agonist
6439	-27.96	cp	BRD-K96402602	farnesylthiotriazole	PPMTase inhibitor
6443	-28.19	cp	BRD-K94887716	TFMPP	Serotonin receptor agonist
6450	-28.32	cp	BRD-K35573744	erbstatin-analog	EGFR inhibitor
6457	-28.67	cp	BRD-K06014311	DH-97	Melatonin receptor antagonist
6461	-28.74	cp	BRD-K81855038	roxatidine	Histamine receptor antagonist
6467	-28.88	cp	BRD-A37052580	physostigmine	Acetylcholinesterase inhibitor
6468	-28.9	cp	BRD-K50168500	canertinib	EGFR inhibitor
6469	-28.91	cp	BRD-K43405658	tyrphostin-AG-527	Protein tyrosine kinase inhibitor
6472	-28.92	cp	BRD-K14920963	erythrosine	Coloring agent
6477	-29.06	cp	BRD-A24122750	saclofen	GABA receptor antagonist
6480	-29.08	cp	BRD-K47983010	BX-795	IKK inhibitor
6493	-29.33	cp	BRD-K01567962	pyrazolanthrone	JNK inhibitor
6497	-29.37	cp	BRD-K39823328	VU-0366037-2	Glutamate receptor modulator
6502	-29.48	cp	BRD-K46435977	valaciclovir	DNA polymerase inhibitor
6506	-29.63	cp	BRD-K95921201	reserpine	Vesicular monoamine transporter inhibitor
6509	-29.67	cp	BRD-A93424738	dexamethasone	Glucocorticoid receptor agonist
6522	-29.84	cp	BRD-A49225603	alimemazine	Histamine receptor agonist
6526	-29.99	cp	BRD-A04553218	chlorphenamine	Histamine receptor antagonist
6530	-30.08	cp	BRD-K06712146	YM-90709	IL5 inhibitor
6531	-30.1	cp	BRD-K92723993	imatinib	BCR-ABL kinase inhibitor
6536	-30.28	cp	BRD-K60460488	nelfinavir	HIV protease inhibitor
6539	-30.3	cp	BRD-K67860401	AR-A014418	Glycogen synthase kinase inhibitor
6542	-30.37	cp	BRD-K86003836	flubendazole	Tubulin inhibitor
6543	-30.39	cp	BRD-K51476772	ST-638	Tyrosine kinase inhibitor
6549	-30.57	cp	BRD-K80431395	triciribine	AKT inhibitor
6550	-30.65	cp	BRD-K09963420	saquinavir	HIV protease inhibitor
6557	-30.88	cp	BRD-A35519318	benidipine	Calcium channel blocker
6560	-30.96	cp	BRD-K13646352	midostaurin	FLT3 inhibitor
6565	-30.99	cp	BRD-K39621635	artemether	Antimalarial
6580	-31.46	cp	BRD-K05737787	isoeugenol	Nitric oxide production inhibitor
6589	-31.72	cp	BRD-K40175214	torin-1	MTOR inhibitor
6590	-31.72	cp	BRD-A39290993	cyproterone	Androgen receptor antagonist
6592	-31.86	cp	BRD-K46469693	SCH-442416	Adenosine receptor antagonist
6593	-31.9	cp	BRD-K18618618	cimetidine	Histamine receptor antagonist
6601	-32.11	cp	BRD-K84709232	caffeic-acid	Lipoxygenase inhibitor
6603	-32.16	cp	BRD-A84189516	baccatin-III	Paclitaxel precursor
6605	-32.22	cp	BRD-A82238138	budesonide	Glucocorticoid receptor agonist
6606	-32.27	cp	BRD-K62310379	fluticasone	Glucocorticoid receptor agonist
6607	-32.31	cp	BRD-K82036761	sertraline	Serotonin receptor antagonist
6625	-32.81	cp	BRD-K77390737	xanthohumol	ATPase inhibitor
6636	-33.01	cp	BRD-K08998509	fananserin	Dopamine receptor antagonist
6637	-33.03	cp	BRD-K36740062	GSK-1070916	Aurora kinase inhibitor
6639	-33.21	cp	BRD-A39522003	OMDM-2	FAAH inhibitor
6658	-33.77	cp	BRD-K48367671	febuxostat	Xanthine oxidase inhibitor
6670	-34.15	cp	BRD-K93918653	quizartinib	FLT3 inhibitor
6673	-34.22	cp	BRD-K06221026	DUP-697	Cyclooxygenase inhibitor
6674	-34.3	cp	BRD-K82109576	vincristine	Tubulin inhibitor
6687	-34.69	cp	BRD-K11696279	BU-239	Imidazoline receptor agonist
6690	-34.85	cp	BRD-K38251852	paxilline	Potassium channel blocker
6695	-35.02	cp	BRD-K33583600	isoliquiritigenin	Guanylate cyclase activator
6699	-35.11	cp	BRD-K25079130	avrainvillamide-analog-4	nucleophosmin inhibitor
6703	-35.29	cp	BRD-K42500029	CGP-57380	MAP kinase inhibitor
6713	-35.6	cp	BRD-K56301217	ABT-737	BCL inhibitor
6714	-35.61	cp	BRD-A34208323	VU-0404997-2	Glutamate receptor modulator
6715	-35.63	cp	BRD-K22878149	SB-205607	Delta 1 opioid receptor agonist
6716	-35.67	cp	BRD-K44849676	capsazepine	TRPV agonist
6719	-35.71	cp	BRD-A93477898	PETCM	Caspase activator
6728	-35.91	cp	BRD-K81847782	scandenin	Plant compound with antimicrobial activity
6730	-35.97	cp	BRD-K85015012	NNC-05-2090	GAT inhibitor
6733	-36.01	cp	BRD-K54314721	zolmitriptan	Serotonin receptor agonist
6735	-36.1	cp	BRD-A44780397	mifepristone	Glucocorticoid receptor antagonist
6736	-36.11	cp	BRD-K09471561	levofloxacin	Bacterial DNA gyrase inhibitor
6738	-36.16	cp	BRD-A07000685	hydrocortisone	Glucocorticoid receptor agonist
6750	-36.51	cp	BRD-K68392338	ZK-93426	Benzodiazepine receptor antagonist
6751	-36.52	cp	BRD-K89708791	rifaximin	RNA synthesis inhibitor
6758	-36.68	cp	BRD-K39987650	bisacodyl	Laxative
6760	-36.73	cp	BRD-K15025317	BAY-11-7821	NFkB pathway inhibitor
6764	-36.82	cp	BRD-K16621777	enobosarm	Androgen receptor modulator
6773	-37.14	cp	BRD-K73290745	ICI-199441	Opioid receptor agonist
6779	-37.24	cp	BRD-K04466929	Merck60	HDAC inhibitor
6781	-37.28	cp	BRD-K50464341	berbamine	Calmodulin antagonist
6782	-37.31	cp	BRD-K98548675	parthenolide	NFkB pathway inhibitor
6789	-37.54	cp	BRD-K64746805	MBCQ	Phosphodiesterase inhibitor
6794	-37.61	cp	BRD-K34995470	SU-1498	VEGFR inhibitor
6795	-37.61	cp	BRD-A13133631	fluorometholone	Glucocorticoid receptor agonist
6797	-37.63	cp	BRD-K37618799	MRS-1220	Adenosine receptor antagonist
6798	-37.67	cp	BRD-K09549677	mibefradil	T-type calcium channel blocker
6802	-37.73	cp	BRD-A51820102	econazole	Bacterial cell wall synthesis inhibitor
6804	-37.78	cp	BRD-K07237224	moclobemide	Monoamine oxidase inhibitor
6812	-38	cp	BRD-K67439147	SIB-1893	Glutamate receptor antagonist
6823	-38.41	cp	BRD-K12906962	dichlorobenzamil	Sodium/calcium exchange inhibitor
6825	-38.51	cp	BRD-A70731303	avrainvillamide-analog-5	nucleophosmin inhibitor
6828	-38.6	cp	BRD-A66927094	nemonapride	Dopamine receptor antagonist
6833	-38.71	cp	BRD-K91145395	prostratin	PKC activator
6836	-38.76	cp	BRD-K68132782	terbinafine	Fungal squalene epoxidase inhibitor
6842	-38.96	cp	BRD-K52850071	JAK3-Inhibitor-II	JAK inhibitor
6843	-39.01	cp	BRD-K59753975	vindesine	Tubulin inhibitor
6850	-39.27	cp	BRD-K13642330	cosmosiin	Cytochrome P450 inhibitor
6864	-39.91	cp	BRD-K33308633	INCA-6	Calcineurin inhibitor
6872	-40.1	cp	BRD-K80396088	gliquidone	Sulfonylurea
6881	-40.66	cp	BRD-K49481516	galantamine	Acetylcholinesterase inhibitor
6884	-40.75	cp	BRD-K50866992	tropisetron	Serotonin receptor antagonist
6888	-40.97	cp	BRD-K96471533	nitazoxanide	Pyruvate ferredoxin oxidoreductase inhibitor
6898	-41.37	cp	BRD-K33459542	ditolylguanidine	Sigma receptor agonist
6899	-41.44	cp	BRD-K96809896	SKF-86002	p38 MAPK inhibitor
6909	-41.68	cp	BRD-K65814004	diphenyleneiodonium	Nitric oxide synthase inhibitor
6910	-41.69	cp	BRD-K12357156	AG-490	EGFR inhibitor
6913	-41.71	cp	BRD-K05151076	ZK-164015	Estrogen receptor antagonist
6920	-41.87	cp	BRD-K51290057	SA-792709	Retinoid receptor agonist
6925	-42.03	cp	BRD-A47144777	dihydro-7-desacetyldeoxygedunin	HSP inhibitor
6928	-42.18	cp	BRD-K33864865	LY-225910	CCK receptor antagonist
6944	-42.71	cp	BRD-A56020723	CA-074-Me	Cathepsin inhibitor
6958	-43.15	cp	BRD-K97354755	SU-6656	SRC inhibitor
6960	-43.22	cp	BRD-K70401845	erlotinib	EGFR inhibitor
6973	-43.52	cp	BRD-K06750613	GSK-1059615	PI3K inhibitor
6974	-43.53	cp	BRD-K01493881	apigenin	Casein kinase inhibitor
6977	-43.79	cp	BRD-A68589262	troxipide	Glucosamine synthetase stimulant
6979	-43.93	cp	BRD-K08219523	5-nonyloxytryptamine	Serotonin receptor agonist
6980	-43.94	cp	BRD-K71512533	SNS-314	Aurora kinase inhibitor
6992	-44.15	cp	BRD-K49049886	CGS-15943	Adenosine receptor antagonist
6998	-44.31	cp	BRD-K65285700	BRD-K65285700	Cannabinoid receptor agonist
7004	-44.45	cp	BRD-K56429665	calcipotriol	Vitamin D receptor agonist
7006	-44.47	cp	BRD-K63343048	orlistat	Lipase inhibitor
7015	-44.6	cp	BRD-K40919711	BAPTA-AM	Potassium channel blocker
7017	-44.66	cp	BRD-A16665823	butoconazole	Bacterial cell wall synthesis inhibitor
7021	-44.76	cp	BRD-K18799075	BAY-59-3074	Cannabinoid receptor partial agonist
7039	-45.37	cp	BRD-K16478699	PLX-4720	RAF inhibitor
7045	-45.52	cp	BRD-K40992116	parachlorophenol	Anti-infective
7048	-45.6	cp	BRD-K92428232	GSK-461364	PLK inhibitor
7049	-45.69	cp	BRD-K81916719	triclabendazole	Microtubule inhibitor
7054	-45.85	cp	BRD-A31204924	mitotane	Antineoplastic
7055	-45.88	cp	BRD-K82577285	dipropyl-dopamine	Dopamine receptor agonist
7058	-46.05	cp	BRD-A80775386	hyperforin	Cyclooxygenase inhibitor
7067	-46.44	cp	BRD-K17896185	FIT	Opioid receptor agonist
7071	-46.59	cp	BRD-K49328571	dasatinib	BCR-ABL kinase inhibitor
7073	-46.66	cp	BRD-K64310881	MW-STK33-3B	Potassium channel activator
7074	-46.68	cp	BRD-K37080523	isoreserpine	Vesicular monoamine transporter inhibitor
7075	-46.71	cp	BRD-K72895815	SSR-69071	Leukocyte elastase inhibitor
7076	-46.79	cp	BRD-K84895041	BMY-45778	IP1 prostacyclin receptor agonist
7081	-47.06	cp	BRD-A96107863	nisoldipine	Calcium channel blocker
7083	-47.18	cp	BRD-A63998256	helveticoside	ATPase inhibitor
7084	-47.24	cp	BRD-K53857191	risperidone	Dopamine receptor antagonist
7089	-47.44	cp	BRD-K47328134	lysylphenylalanyl-tyrosine	Heparin activation inhibitor
7093	-47.6	cp	BRD-K77008974	WYE-354	MTOR inhibitor
7097	-47.68	cp	BRD-K30296925	flavokavain-b	Antineoplastic
7100	-47.74	cp	BRD-K43068349	AMG-9810	TRPV antagonist
7101	-47.74	cp	BRD-K07403598	CAY-10470	NFkB pathway inhibitor
7105	-47.99	cp	BRD-K14880289	GW-501516	PPAR receptor agonist
7119	-48.69	cp	BRD-A68888262	azelastine	Histamine receptor antagonist
7120	-48.7	cp	BRD-K62221994	T-98475	Gonadotropin releasing factor hormone receptor antagonist
7124	-48.72	cp	BRD-K44779798	miglitol	Glucosidase inhibitor
7128	-48.84	cp	BRD-K92138166	mammea-a	other antibiotic
7132	-49.03	cp	BRD-K37691127	hinokitiol	Tyrosinase inhibitor
7135	-49.06	cp	BRD-A91866971	SQ-29548	Thromboxane receptor antagonist
7141	-49.21	cp	BRD-A15010982	HU-211	Glutamate receptor antagonist
7144	-49.32	cp	BRD-K95785537	PP-2	SRC inhibitor
7150	-49.5	cp	BRD-K07888196	tyrphostin-AG-538	IGF-1 inhibitor
7152	-49.61	cp	BRD-K59456551	methotrexate	Dihydrofolate reductase inhibitor
7162	-50.28	cp	BRD-A81177136	KN-62	Calcium-calmodulin dependent protein kinase inhibitor
7167	-50.69	cp	BRD-A02176148	tubaic-acid	Mitochondrial complex I inhibitor
7174	-51	cp	BRD-K22385716	LY-303511	Casein kinase inhibitor
7190	-51.47	cp	BRD-K02113016	olaparib	PARP inhibitor
7214	-51.88	cp	BRD-K36377456	marmesin	Angiogenesis inhibitor
7220	-52.08	cp	BRD-K27737647	H-89	PKA inhibitor
7233	-52.82	cp	BRD-K33882852	ZK-93423	Benzodiazepine receptor agonist
7236	-52.9	cp	BRD-K01649396	indatraline	Norepinephrine transporter inhibitor
7251	-53.25	cp	BRD-A41519720	ezetimibe	Niemann-Pick C1-like 1 protein antagonist
7256	-53.42	cp	BRD-A43331270	niguldipine	Calcium channel blocker
7262	-53.61	cp	BRD-K99818283	PIK-90	PI3K inhibitor
7263	-53.65	cp	BRD-A90131694	alclometasone	Glucocorticoid receptor agonist
7277	-54.33	cp	BRD-K81209512	AG-494	EGFR inhibitor
7283	-54.56	cp	BRD-K17415526	tyrphostin-AG-835	Protein tyrosine kinase inhibitor
7285	-54.64	cp	BRD-K29458283	chlorambucil	DNA inhibitor
7296	-55.06	cp	BRD-K15567136	papaverine	Phosphodiesterase inhibitor
7306	-55.44	cp	BRD-K51730347	diphencyprone	Immunostimulant
7309	-55.48	cp	BRD-K44094599	tacrolimus	Calcineurin inhibitor
7310	-55.48	cp	BRD-K23369905	oxiconazole	Bacterial cell wall synthesis inhibitor
7324	-55.95	cp	BRD-K18619710	digoxigenin	Steroid
7337	-56.73	cp	BRD-A72596465	GW-6471	PPAR receptor antagonist
7348	-57.13	cp	BRD-K04210847	tamoxifen	Estrogen receptor antagonist
7352	-57.21	cp	BRD-K18523449	mestanolone	Androgenic steroid
7354	-57.25	cp	BRD-K90976994	dehydrocholic-acid	Bile acid
7359	-57.67	cp	BRD-K51816706	oxindole-I	VEGFR inhibitor
7365	-57.97	cp	BRD-K11558771	droxinostat	HDAC inhibitor
7373	-58.23	cp	BRD-K94294671	OSI-027	MTOR inhibitor
7377	-58.33	cp	BRD-A99449986	MT-21	Caspase activator
7384	-58.71	cp	BRD-K70358946	aripiprazole	Serotonin receptor agonist
7391	-59.02	cp	BRD-K00486786	RO-08-2750	NGF binding inhibitor
7392	-59.08	cp	BRD-K55454768	TAS-301	Calcium-calmodulin dependent protein kinase inhibitor
7394	-59.17	cp	BRD-A64228451	terreic-acid	BTK inhibitor
7400	-59.32	cp	BRD-K07881437	danusertib	Aurora kinase inhibitor
7405	-59.48	cp	BRD-K17497770	butein	EGFR inhibitor
7407	-59.65	cp	BRD-A52660433	tetrindole	Monoamine oxidase inhibitor
7410	-59.84	cp	BRD-K85606544	neratinib	EGFR inhibitor
7411	-59.86	cp	BRD-K29173907	isoflupredone	Glucocorticoid receptor agonist
7413	-59.87	cp	BRD-K41895714	AS-605240	PI3K inhibitor
7421	-60.17	cp	BRD-A55946879	BW-B70C	Lipoxygenase inhibitor
7426	-60.32	cp	BRD-K56001384	antimycin-a	ATP synthase inhibitor
7443	-60.82	cp	BRD-A45498368	WYE-125132	MTOR inhibitor
7450	-60.92	cp	BRD-K87573634	propylpyrazole	Estrogen receptor agonist
7454	-61.01	cp	BRD-K37194137	III606050	Cytochrome P450 inhibitor
7457	-61.1	cp	BRD-A70449690	forskolin	Adenylyl cyclase activator
7458	-61.2	cp	BRD-K58299615	RO-90-7501	Beta amyloid inhibitor
7491	-62.59	cp	BRD-A81772229	simvastatin	HMGCR inhibitor
7503	-63.13	cp	BRD-A68723818	brompheniramine	Histamine receptor antagonist
7506	-63.22	cp	BRD-K10961822	latanoprost	Prostanoid receptor agonist
7514	-63.45	cp	BRD-K28168037	fenretinide	Apoptosis stimulant
7516	-63.47	cp	BRD-K15519488	CS-110266	Dopamine receptor agonist
7528	-63.83	cp	BRD-K61480498	epoxycholesterol	LXR agonist
7530	-63.9	cp	BRD-K82135108	elesclomol	Oxidative stress inducer
7533	-64.04	cp	BRD-A47829399	artesunate	DNA synthesis inhibitor
7547	-64.5	cp	BRD-A94413429	NTNCB	Neuropeptide receptor antagonist
7548	-64.55	cp	BRD-K96037667	norethindrone	Progesterone receptor agonist
7549	-64.64	cp	BRD-A10420615	cyclopiazonic-acid	ATPase inhibitor
7555	-65.03	cp	BRD-K52911425	GDC-0941	PI3K inhibitor
7569	-65.38	cp	BRD-K32501161	vanoxerine	Dopamine uptake inhibitor
7580	-65.97	cp	BRD-K81169441	cerivastatin	HMGCR inhibitor
7597	-66.52	cp	BRD-K50324045	avrainvillamide-analog-6	nucleophosmin inhibitor
7598	-66.52	cp	BRD-K76840893	RS-17053	Adrenergic receptor antagonist
7602	-66.63	cp	BRD-K89626439	sirolimus	MTOR inhibitor
7611	-66.99	cp	BRD-K48735772	PD-158780	EGFR inhibitor
7615	-67.12	cp	BRD-A89337244	PD-102807	Acetylcholine receptor antagonist
7625	-67.59	cp	BRD-K15600710	obatoclax	BCL inhibitor
7636	-68.14	cp	BRD-K02227374	milnacipran	Serotonin reuptake inhibitor
7651	-68.73	cp	BRD-K52397688	amperozide	Dopamine receptor antagonist
7662	-69.2	cp	BRD-K77987382	mebendazole	Tubulin inhibitor
7674	-69.91	cp	BRD-K79353516	indolophenanthridine	CALY activator
7688	-70.42	cp	BRD-K83063356	RS-102895	CCR antagonist
7691	-70.54	cp	BRD-A64297288	amlodipine	Calcium channel blocker
7693	-70.69	cp	BRD-K68873215	phosphodiesterase-V-inhibitor-II	Phosphodiesterase inhibitor
7715	-72.15	cp	BRD-K41859756	NVP-AUY922	HSP inhibitor
7719	-72.43	cp	BRD-K50140147	NVP-TAE684	ALK inhibitor
7725	-72.84	cp	BRD-A13807286	HA-14-1	BCL inhibitor
7726	-72.91	cp	BRD-K87510569	RS-504393	CC chemokine receptor antagonist
7727	-72.94	cp	BRD-K37312348	kenpaullone	CDK inhibitor
7729	-72.96	cp	BRD-K67844266	MLN-4924	Nedd activating enzyme inhibitor
7732	-73.01	cp	BRD-A89434049	sarmentogenin	ATPase inhibitor
7736	-73.16	cp	BRD-K18036262	L-168049	Glucagon receptor antagonist
7737	-73.17	cp	BRD-K60476892	YC-1	Guanylyl cyclase activator
7739	-73.19	cp	BRD-A82096673	KU-C103428N	CDC inhibitor
7740	-73.22	cp	BRD-A83326220	brazilin	Nitric oxide production inhibitor
7742	-73.4	cp	BRD-K42573370	avrainvillamide-analog-2	nucleophosmin inhibitor
7743	-73.41	cp	BRD-A09828896	SKF-81297	Dopamine receptor agonist
7746	-73.58	cp	BRD-K36737713	AG-957	Protein tyrosine kinase inhibitor
7754	-73.87	cp	BRD-K94353609	fluocinolone	Glucocorticoid receptor agonist
7755	-73.88	cp	BRD-K32398298	alprazolam	Benzodiazepine receptor agonist
