,TCGA-K4-A54R-11,TCGA-BL-A13J-11,TCGA-GD-A3OP-11,TCGA-CU-A0YN-11,TCGA-BT-A20R-11,TCGA-BT-A20Q-11,TCGA-K4-A3WV-11,TCGA-GD-A3OQ-11,TCGA-BT-A2LA-11,TCGA-BT-A2LB-11,TCGA-CU-A0YR-11,TCGA-BT-A20W-11,TCGA-GD-A2C5-11,TCGA-BT-A20U-11,TCGA-GC-A3WC-11,TCGA-BT-A20N-11,TCGA-GC-A3BM-11
ENSG00000243300,0,0,1,0,0,1,3,1,0,0,1,0,1,0,0,0,0
ENSG00000243302,363,153,307,110,375,121,261,673,49,146,235,89,123,163,188,139,287
ENSG00000243303,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0
ENSG00000243304,0,1,10,3,0,2,5,13,4,6,0,9,7,10,6,3,3
ENSG00000243305,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0
ENSG00000243307,0,0,1,0,0,0,0,3,2,0,0,0,1,0,1,0,0
ENSG00000243312,2,2,2,1,8,1,9,2,0,3,5,1,3,0,1,1,7
ENSG00000243313,0,0,1,0,2,0,0,2,0,0,0,0,1,1,2,0,0
ENSG00000243314,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0
ENSG00000243316,4,0,1,0,0,0,0,7,0,0,0,2,0,0,0,0,1
ENSG00000243317,1468,1263,5900,1803,2803,1278,2429,3935,4722,5101,1901,2412,4539,2921,1496,1078,2177
ENSG00000243319,4,1,1,0,2,1,1,1,1,0,1,0,0,0,0,0,6
ENSG00000243321,1,0,4,0,0,0,2,10,6,0,2,1,12,0,6,0,2
ENSG00000243323,7,1,6,2,1,0,8,3,1,8,7,2,2,2,6,3,8
ENSG00000243328,1,0,1,0,2,0,1,1,0,0,0,0,0,0,1,0,2
ENSG00000243333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000243335,327,1120,391,994,1493,1083,588,1175,279,183,1267,498,513,199,1471,878,528
ENSG00000243338,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ENSG00000243339,3,0,5,2,2,0,2,5,6,3,3,2,5,0,1,1,0
ENSG00000243345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243347,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000243349,1,0,0,0,0,0,3,5,0,0,0,0,2,1,1,0,1
ENSG00000243350,49,0,43,0,0,0,76,64,206,1,3,24,28,0,14,0,35
ENSG00000243352,0,0,0,0,1,0,1,0,2,0,0,0,17,0,0,0,3
ENSG00000243353,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
ENSG00000243355,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000243359,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2
ENSG00000243364,167,51,638,81,30,44,548,553,744,302,154,450,835,505,212,24,262
ENSG00000243365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243366,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ENSG00000243368,30,3,19,4,2,5,74,88,7,6,7,7,10,6,24,1,14
ENSG00000243370,0,0,3,0,1,0,0,4,0,0,0,0,0,0,1,0,2
ENSG00000243373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243374,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243383,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
ENSG00000243384,3,15,4,1,12,2,5,14,1,5,5,1,2,0,3,2,5
ENSG00000243385,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
ENSG00000243388,1,1,3,1,11,0,10,5,5,4,0,0,2,1,8,0,12
ENSG00000243389,3,12,5,5,6,5,0,8,10,3,7,5,4,3,6,5,5
ENSG00000243396,0,0,0,0,2,0,1,0,0,0,1,0,1,0,1,0,1
ENSG00000243398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243402,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
ENSG00000243403,2,2,9,2,19,1,10,11,7,4,5,1,6,2,8,1,21
ENSG00000243404,4,0,6,0,4,2,3,4,4,4,1,0,2,0,1,0,3
ENSG00000243406,7,20,26,10,15,18,29,45,0,4,21,8,14,7,24,14,6
ENSG00000243410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243414,1,8,4,11,3,8,4,8,1,3,8,8,4,2,1,3,1
ENSG00000243415,1,2,2,10,47,4,0,2,0,1,4,3,0,0,6,12,2
ENSG00000243417,5,0,16,0,1,1,38,12,20,3,0,1,10,1,7,1,13
ENSG00000243420,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
ENSG00000243422,13,24,22,24,23,21,51,21,42,11,20,19,24,3,35,20,32
ENSG00000243423,5,0,3,1,2,0,0,2,5,1,1,0,3,0,2,0,1
ENSG00000243424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243426,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000243429,1,0,6,0,0,0,0,0,3,3,0,1,1,0,0,1,3
ENSG00000243431,9,10,19,4,26,4,26,50,8,9,10,1,18,6,20,3,17
ENSG00000243433,4,2,2,2,2,2,0,7,0,1,1,3,4,1,3,1,2
ENSG00000243437,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243438,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000243439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243440,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0
ENSG00000243444,16,0,10,0,18,0,2,8,4,3,9,9,3,5,3,5,5
ENSG00000243445,3,0,6,1,14,0,7,6,11,4,3,4,18,0,2,0,8
ENSG00000243446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243449,22,9,46,10,53,3,48,36,122,31,13,111,175,19,24,8,23
ENSG00000243453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243455,1,0,4,0,6,0,9,2,3,0,0,0,1,0,0,0,3
ENSG00000243466,34,6,43,186,17,3,513,63,43,1823,4176,369,7624,221,717,161,193
ENSG00000243468,0,0,1,0,2,1,0,0,1,1,0,0,0,0,1,1,1
ENSG00000243469,0,0,0,0,1,0,1,0,1,1,1,2,1,1,2,0,0
ENSG00000243477,357,202,1540,214,231,152,524,733,761,301,406,258,535,251,356,125,490
ENSG00000243478,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000243479,3,0,5,0,0,0,0,7,22,0,0,58,2,7,2,0,15
ENSG00000243480,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ENSG00000243483,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2
ENSG00000243485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243486,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
ENSG00000243488,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000243489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243491,7,0,145,1,2,0,5,12,13,187,3,4,21,62,5,0,10
ENSG00000243494,1,0,0,0,2,0,2,1,1,1,0,0,1,1,1,0,0
ENSG00000243495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243498,0,2,8,0,14,0,0,6,14,14,1,1,2,0,9,5,20
ENSG00000243499,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2
ENSG00000243500,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243501,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
ENSG00000243503,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000243504,1,0,3,1,14,8,5,2,4,1,3,1,1,0,3,1,3
ENSG00000243505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243507,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000243508,1,0,0,0,3,0,1,2,6,0,0,0,0,0,0,0,1
ENSG00000243509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243514,1,0,2,0,1,0,3,3,1,0,1,0,1,0,1,0,0
ENSG00000243516,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ENSG00000243517,7,4,22,7,50,1,67,17,64,31,8,7,63,9,31,3,53
ENSG00000243518,2,0,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0
ENSG00000243519,1,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0
ENSG00000243521,0,0,0,0,9,0,2,0,2,1,0,0,0,0,1,0,1
ENSG00000243531,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000243532,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0
ENSG00000243537,4,0,0,0,1,0,4,1,2,0,0,0,1,0,2,0,0
ENSG00000243538,2,1,2,0,6,0,4,1,2,6,2,1,9,2,1,0,6
ENSG00000243539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243543,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000243544,0,1,1,0,0,0,0,5,1,4,0,1,3,0,0,0,2
ENSG00000243546,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000243547,10,5,14,11,55,7,59,17,29,16,13,8,33,5,30,5,64
ENSG00000243548,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ENSG00000243549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243550,1,0,0,0,0,0,1,2,1,106,0,0,1,7,0,1,0
ENSG00000243554,161,29,122,29,71,34,140,96,97,66,33,34,107,116,53,18,72
ENSG00000243560,7,0,7,0,1,0,1,4,2,2,2,1,3,0,1,1,1
ENSG00000243562,7,0,0,0,0,0,2,3,1,2,0,0,1,0,0,0,1
ENSG00000243566,2159,5,6015,3,13,17,5021,15515,8809,7198,303,2392,43102,5339,1591,6,752
ENSG00000243568,0,1,0,0,1,0,0,3,1,0,0,0,0,1,0,0,3
ENSG00000243572,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1
ENSG00000243574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000243581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243583,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ENSG00000243584,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,2,1
ENSG00000243587,9,2,105,3,14,6,5,7,69,3,4,64,82,93,2,4,30
ENSG00000243591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243592,2,2,6,0,5,2,12,4,18,8,2,1,5,4,7,1,9
ENSG00000243593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243601,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ENSG00000243607,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0
ENSG00000243609,0,0,2,0,0,0,1,1,0,1,0,1,1,1,0,0,0
ENSG00000243613,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000243620,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000243621,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0
ENSG00000243627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243629,3,2,4,0,4,1,1,3,0,14,2,3,7,0,7,1,7
ENSG00000243633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243635,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,5
ENSG00000243636,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243641,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000243642,0,5,5,4,2,7,2,12,0,2,11,6,2,0,6,3,4
ENSG00000243643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243646,1456,689,3585,729,1048,455,1308,2309,3032,1815,965,1697,3391,1347,1392,574,1768
ENSG00000243648,0,0,1,1,7,1,3,3,2,1,0,2,3,0,3,1,4
ENSG00000243649,60,80,582,180,315,44,102,177,63,119,188,312,335,90,1310,99,79
ENSG00000243650,5,1,21,1,4,0,8,24,1,2,4,5,11,1,14,1,9
ENSG00000243655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243658,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0
ENSG00000243659,2,9,6,7,7,7,11,11,3,6,2,2,6,3,11,2,11
ENSG00000243660,296,164,304,92,325,152,418,339,512,140,203,176,270,72,255,131,327
ENSG00000243661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243663,6,1,21,2,24,4,31,7,21,14,4,4,12,7,6,4,29
ENSG00000243664,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
ENSG00000243667,36,53,104,46,59,35,72,72,57,45,76,61,81,55,62,46,43
ENSG00000243669,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000243671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243672,1,0,0,0,1,0,1,0,2,0,0,0,0,0,3,0,2
ENSG00000243674,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
ENSG00000243675,2,1,6,1,1,0,4,4,5,0,1,0,4,1,1,0,0
ENSG00000243678,2381,658,4440,1305,2573,1119,3584,2749,4582,3097,925,1934,3843,2739,1307,974,2196
ENSG00000243679,406,115,538,102,321,100,337,489,276,235,180,95,221,219,260,110,350
ENSG00000243680,8,2,7,0,11,0,22,5,11,3,4,4,13,3,14,1,9
ENSG00000243686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243687,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000243694,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243696,111,38,53,8,23,28,66,122,12,23,42,9,43,28,40,12,93
ENSG00000243697,5,5,2,2,12,5,5,10,5,1,16,2,7,3,7,0,9
ENSG00000243700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243701,79,212,191,209,311,226,223,443,107,67,301,211,245,69,262,206,179
ENSG00000243702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243704,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000243705,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ENSG00000243708,82,6,51,1,7,2,77,100,9,33,10,5,47,35,38,3,35
ENSG00000243709,0,2,9,0,3,6,0,19,3,2,6,23,8,1,10,3,2
ENSG00000243710,10,6,45,3,4,2,26,43,29,19,12,56,31,6,7,2,9
ENSG00000243711,0,0,5,0,3,1,8,1,8,4,4,0,2,4,5,1,6
ENSG00000243715,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000243716,146,20,196,24,62,19,126,109,18,81,19,49,72,12,89,18,50
ENSG00000243720,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,1
ENSG00000243721,1,2,3,0,3,0,9,0,5,3,1,3,7,2,7,2,9
ENSG00000243723,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000243725,94,77,182,66,113,62,125,183,115,128,101,90,188,91,120,72,95
ENSG00000243729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243730,0,1,1,0,1,0,2,0,1,1,0,0,3,0,4,0,2
ENSG00000243733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243738,2,2,6,1,4,2,4,6,6,11,4,3,5,6,2,3,13
ENSG00000243742,8,4,16,9,35,6,22,33,22,6,12,5,5,3,15,2,20
ENSG00000243744,0,1,2,0,4,0,11,4,6,3,0,5,8,0,5,0,4
ENSG00000243746,6,9,6,6,98,7,50,22,46,19,13,9,35,4,49,8,79
ENSG00000243749,237,133,342,127,272,78,302,363,343,147,270,300,423,71,249,106,349
ENSG00000243753,189,31,777,28,256,30,97,371,230,278,194,266,684,129,340,89,423
ENSG00000243758,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000243759,7,4,11,3,19,4,16,8,25,7,6,3,19,2,16,2,15
ENSG00000243761,0,0,2,0,4,0,1,1,1,1,0,0,3,1,1,0,3
ENSG00000243762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243766,90,66,1020,148,122,120,84,1436,349,163,209,251,213,36,228,47,551
ENSG00000243770,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ENSG00000243771,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1
ENSG00000243772,2,2,1,0,0,0,0,3,8,1,0,3,3,1,1,0,0
ENSG00000243775,3,0,2,0,0,0,3,1,2,0,0,0,7,1,0,0,4
ENSG00000243777,1,2,0,1,6,0,3,3,5,0,0,0,2,1,0,0,3
ENSG00000243779,0,0,1,0,0,0,3,0,4,3,0,0,3,0,0,0,1
ENSG00000243780,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000243781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243782,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
ENSG00000243789,18,0,12,2,1,3,18,60,11,16,8,7,7,8,9,2,8
ENSG00000243792,0,0,0,1,0,0,0,1,0,0,0,0,1,8,0,0,1
ENSG00000243794,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000243795,0,5,1,4,20,2,2,2,13,3,4,0,1,1,10,2,3
ENSG00000243797,2,0,2,0,3,2,1,0,0,0,1,0,2,1,0,1,1
ENSG00000243799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243802,2,1,11,1,32,3,22,4,35,9,2,4,24,3,16,2,15
ENSG00000243806,2,4,9,2,16,1,4,1,8,5,10,8,10,1,19,2,7
ENSG00000243810,0,1,0,0,0,1,0,0,0,0,0,1,6,0,2,0,0
ENSG00000243811,262,41,880,51,41,26,661,781,490,219,182,308,536,107,313,32,292
ENSG00000243813,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000243817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243818,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
ENSG00000243819,7,12,38,11,31,12,25,31,18,12,27,18,9,3,20,6,30
ENSG00000243822,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ENSG00000243824,2,0,2,0,7,0,18,3,2,0,0,2,3,1,1,0,2
ENSG00000243828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243829,13,3,15,4,61,7,67,12,59,17,20,4,48,5,34,2,60
ENSG00000243830,3,0,1,0,4,0,4,3,5,0,1,1,4,1,3,0,4
ENSG00000243831,4,0,1,0,0,1,0,3,0,0,0,1,0,0,0,0,2
ENSG00000243832,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243836,118,17,21,15,26,4,17,41,261,9,41,42,130,6,20,2,67
ENSG00000243838,10,0,8,0,1,0,3,7,1,1,0,4,0,0,2,0,1
ENSG00000243844,0,0,0,0,1,1,5,1,4,0,1,1,0,1,0,0,1
ENSG00000243845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243847,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,1,1
ENSG00000243849,0,0,2,0,0,0,3,6,0,0,0,1,0,2,1,0,0
ENSG00000243853,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0
ENSG00000243854,1,1,0,0,2,0,0,6,0,2,4,0,0,0,5,0,4
ENSG00000243855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243859,3,1,2,2,8,0,9,2,5,2,2,1,5,0,4,3,7
ENSG00000243861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243864,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ENSG00000243870,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000243871,2,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0
ENSG00000243872,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000243873,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000243877,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000243883,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000243885,6,0,10,0,1,0,4,3,1,3,0,0,3,0,0,0,2
ENSG00000243886,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000243888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243894,0,0,1,3,3,0,5,0,3,1,0,0,0,0,1,0,3
ENSG00000243896,13,3,41,1,3,1,45,104,61,29,6,12,29,4,6,1,44
ENSG00000243900,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000243902,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
ENSG00000243903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243904,9,1,5,1,12,1,18,5,2,9,7,8,4,3,6,1,5
ENSG00000243905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243910,1,0,0,1,0,1,2,2,0,2,3,1,8,0,2,1,4
ENSG00000243911,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ENSG00000243914,0,0,0,0,3,0,2,0,0,0,0,0,0,0,2,0,0
ENSG00000243915,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1
ENSG00000243916,0,0,1,0,2,0,1,3,1,0,0,0,0,0,1,0,2
ENSG00000243918,0,0,2,0,2,0,2,1,0,0,2,0,2,0,1,0,4
ENSG00000243920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243925,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,1
ENSG00000243926,20,9,54,6,15,9,65,55,77,22,16,14,81,9,9,4,23
ENSG00000243927,1523,1432,1546,1390,2629,1672,1302,1920,2381,1158,1436,1370,2435,683,1823,1010,1049
ENSG00000243929,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243939,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ENSG00000243943,783,1236,1640,953,1587,1037,1382,2351,1257,584,1684,1187,1654,455,1539,834,1181
ENSG00000243944,2,0,3,0,3,0,2,0,13,1,2,7,76,0,1,1,2
ENSG00000243945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243953,0,0,2,0,0,0,0,0,0,3,1,0,0,0,1,0,0
ENSG00000243954,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000243955,43,1,375,0,2,2,19,135,289,1220,8,4,15485,8109,55,0,124
ENSG00000243957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243959,1,0,3,2,0,0,5,5,1,1,0,1,2,2,2,1,0
ENSG00000243960,22,5,22,4,18,7,11,19,12,9,9,12,14,15,8,11,14
ENSG00000243961,0,6,0,0,5,5,0,1,0,0,2,1,1,0,0,3,0
ENSG00000243964,8,2,24,4,22,4,91,23,38,12,7,8,30,6,26,5,74
ENSG00000243967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243968,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000243969,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243970,26,11,24,11,24,6,32,45,9,11,12,10,39,15,24,7,26
ENSG00000243974,0,0,0,0,4,1,2,2,1,2,1,1,1,0,5,1,0
ENSG00000243976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243977,0,0,0,0,1,0,1,0,1,0,0,0,4,0,1,0,0
ENSG00000243978,0,4,6,12,9,5,1,20,3,5,7,14,7,1,4,9,3
ENSG00000243979,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1
ENSG00000243980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243986,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000243988,0,0,3,0,2,0,3,2,6,8,0,1,1,0,3,1,0
ENSG00000243989,223,37,342,33,57,18,285,288,260,98,32,109,262,93,103,15,275
ENSG00000243991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244002,4,1,2,1,3,0,4,0,3,3,0,0,7,1,3,0,9
ENSG00000244003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244004,1,0,0,0,0,0,2,0,1,0,1,1,2,1,0,0,1
ENSG00000244005,633,592,2035,445,933,560,1232,1629,1591,1059,869,901,2405,709,922,450,942
ENSG00000244006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244009,0,0,1,3,1,2,5,4,3,0,3,1,3,0,0,1,3
ENSG00000244018,3,0,0,1,1,1,0,6,6,0,0,0,1,2,0,0,9
ENSG00000244019,0,0,0,0,2,0,2,0,1,1,0,2,1,1,2,0,1
ENSG00000244020,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,2,0
ENSG00000244021,3,4,15,6,6,3,13,10,37,15,3,6,21,9,8,4,13
ENSG00000244024,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ENSG00000244025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244026,205,243,357,234,288,185,406,462,291,177,192,273,230,159,295,208,206
ENSG00000244031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244033,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
