,TCGA-3C-AAAU-01,TCGA-3C-AALI-01,TCGA-3C-AALJ-01,TCGA-3C-AALK-01,TCGA-4H-AAAK-01
PHBP11,0,0,0,0,0
PHBP10,0,0,0,0,0
EIF4A2P1,0,0,0,0,0
EIF4A2P3,0,0,0,0,0
EIF4A2P2,0,0,0,0,0
MIR103A1,0,0,0,0,0
OR11A1,0,0,0,0,0
OR11A2,0,0,0,0,0
MIR103A2,0,0,0,0,0
TMEM100,0,0,0,0,0
SACS,0,0,0,0,0
TGFBR3L,0,0,0,0,0
RP4-651E10.4,0,0,0,0,0
MIR455,0,0,0,0,0
MIR454,0,0,0,0,0
GPN3,0,0,0,0,0
OR4G5P,0,0,0,0,0
GPN1,0,0,0,0,0
MIR452,0,0,0,0,0
NFKB1,0,0,0,0,0
NFKB2,0,1,0,0,0
NFKB3,0,0,0,0,0
RNU7-160P,0,0,0,0,0
DNPEP,0,0,0,0,0
ZNF152,0,0,0,0,0
RAB40AL,0,0,0,0,0
SIAH1,0,0,0,0,0
SIAH2,0,0,0,0,0
SIAH3,0,0,0,0,0
NSA2,0,0,0,0,0
ZNF150,0,0,0,0,0
ZNF638-IT1,0,0,0,0,0
RBMY2OP,0,0,0,0,0
HPRTP4,0,0,0,0,0
DDX27,0,0,0,0,0
PHLPP1,0,0,0,0,0
HPRTP1,0,0,0,0,0
HPRTP2,0,0,0,0,0
HPRTP3,0,0,0,0,0
MED13P1,0,0,0,0,0
EMILIN5,0,0,0,0,0
EMILIN3,0,0,0,0,0
EMILIN2,0,0,0,0,0
EMILIN1,0,0,0,0,0
ZNF155,0,0,0,0,0
AL161651.1,0,0,0,0,0
DDX12P,0,0,0,0,0
TWSG1,0,0,0,0,0
ZNF159,0,0,0,0,0
SCN11A,0,0,0,0,0
MIR143HG,0,0,0,0,0
XRCC6P3,0,0,0,0,0
TCRAV5S1,0,0,0,0,0
P2RX1,0,0,0,0,0
P2RX3,0,0,0,0,0
P2RX2,0,0,0,0,0
P2RX5,0,0,0,0,0
P2RX4,0,0,0,0,0
HSPBP1,0,0,0,0,0
P2RX6,0,0,0,0,0
FAM27E1,0,0,0,0,0
FAM27E3,0,0,0,0,0
FAM27E2,0,0,0,0,0
FAM27E4,0,0,0,0,0
RMDN2,0,0,0,0,0
RMDN3,0,0,0,0,0
RMDN1,0,0,0,0,0
DENND1C,0,0,0,0,0
DENND1B,0,0,0,0,0
DENND1A,0,0,0,0,0
RP11-782C8.1,0,0,0,0,0
RNU7-114P,0,0,0,0,0
DIS3,0,0,0,0,0
HDLDT1,0,0,0,0,0
TIMM8BP1,0,0,0,0,0
HSPA8P17,0,0,0,0,0
TIMM8BP2,0,0,0,0,0
RNA5SP54,0,0,0,0,0
RNA5SP55,0,0,0,0,0
RNA5SP56,0,0,0,0,0
RNA5SP57,0,0,0,0,0
RNA5SP50,0,0,0,0,0
RNA5SP51,0,0,0,0,0
RNA5SP52,0,0,0,0,0
RNA5SP53,0,0,0,0,0
BAP1,0,0,0,0,0
RNA5SP58,0,0,0,0,0
RNA5SP59,0,0,0,0,0
SHARPIN,0,1,0,0,0
ZCCHC13,0,0,0,0,0
ERRFI1,0,0,0,0,0
ZCCHC11,0,0,0,0,0
ZCCHC10,0,0,0,0,0
ZCCHC17,0,0,0,0,0
ZCCHC16,0,0,0,0,0
ZCCHC14,0,0,0,0,0
ZCCHC18,0,0,0,0,0
FKBP14,0,0,0,0,0
RRAGAP1,0,0,0,0,0
MTND1P11,0,0,0,0,0
MTND1P10,0,0,0,0,0
MTND1P13,0,0,0,0,0
CDRT7,0,0,0,0,0
MTND1P15,0,0,0,0,0
CDRT1,0,0,0,0,0
MTND1P17,0,0,0,0,0
MTND1P16,0,0,0,0,0
MTND1P19,0,0,0,0,0
MTND1P18,0,0,0,0,0
CDRT8,0,0,0,0,0
OR2A18P,0,0,0,0,0
UBE2J2,0,0,0,0,0
POLR2CP,0,0,0,0,0
FOXG1C,0,0,0,0,0
FOXG1B,0,0,0,0,0
PCBP4,0,0,0,0,0
RPS16P7,0,0,0,0,0
RPS16P6,0,0,0,0,0
RPS16P5,0,0,0,0,0
RPS16P4,0,0,0,0,0
RPS16P3,0,0,0,0,0
RPS16P2,0,0,0,0,0
RPS16P1,0,0,0,0,0
SLC45A4,0,0,0,0,0
SLC45A1,0,0,0,0,0
PTGR1,0,0,0,0,0
PTGR2,0,0,0,0,0
GDID4,0,0,0,0,0
MTUS1,0,0,0,0,0
MTUS2,0,0,0,0,0
IFRD1,0,0,0,0,0
IFRD2,0,0,0,0,0
ALS2CL,0,0,0,0,0
RNF222,0,0,0,0,0
RP11-121M22.1,0,0,0,0,0
RNF223,0,0,0,0,0
UFL1-AS1,0,0,0,0,0
TRBJ2-5,0,0,0,0,0
RNF224,0,0,0,0,0
TRAV2,0,0,0,0,0
CYP4F24P,0,0,0,0,0
TRAV5,0,0,0,0,0
TRBJ2-2,0,0,0,0,0
FGL1,0,0,0,0,0
DEFB109P1B,0,0,0,0,0
IMPAD1,0,0,0,0,0
RN7SL505P,0,0,0,0,0
ACKR2,0,0,0,0,0
G6PDL,0,0,0,0,0
FZD10,0,0,0,0,0
ADARB1,0,0,0,0,0
CHKA,0,0,0,0,0
CHKB,0,0,0,0,0
RNA5SP378,0,0,0,0,0
BMS1,0,0,0,0,0
RNA5SP372,0,0,0,0,0
RNA5SP373,0,0,0,0,0
RNA5SP370,0,0,0,0,0
RNA5SP371,0,0,0,0,0
RNA5SP376,0,0,0,0,0
RNA5SP377,0,0,0,0,0
RNA5SP374,0,0,0,0,0
RNA5SP375,0,0,0,0,0
ZDBF2,0,0,0,0,0
MRI1,0,0,0,0,0
MAPK1IP1L,0,0,0,0,0
DST,0,0,0,0,0
DSS,0,0,0,0,0
DSP,0,0,0,0,0
C17orf112,0,0,0,0,0
SIGLEC22P,0,0,0,0,0
SNORD48,0,0,0,0,0
THBD,0,0,0,0,0
DSE,0,0,0,0,0
PDAP1,0,0,0,0,0
CENPBD1,0,0,0,0,0
VN1R79P,0,0,0,0,0
SNORD43,0,0,0,0,0
TRUB1,0,0,0,0,0
SNORD41,0,0,0,0,0
TRAPPC2P5,0,0,0,0,0
TRAPPC2P4,0,0,0,0,0
TRAPPC2P7,0,0,0,0,0
TRAPPC2P6,0,0,0,0,0
TRAPPC2P1,0,0,0,0,0
TRAPPC2P3,0,0,0,0,0
TRAPPC2P2,0,0,0,0,0
TRAPPC2P9,0,0,0,0,0
TRAPPC2P8,0,0,0,0,0
SNORD46,0,0,0,0,0
SNORD44,0,0,0,0,0
PARGP1,0,0,0,0,0
CBP2,0,0,0,0,0
CBP1,0,0,0,0,0
SLC22A23,0,0,0,0,0
SLC22A20,0,0,0,0,0
RP11-44F14.1,0,0,0,0,0
SLC22A25,0,0,0,0,0
CIRBP-AS1,0,0,0,0,0
FAM7A4,0,0,0,0,0
FAM7A5,0,0,0,0,0
RAB11B-AS1,0,0,0,0,0
ZNF88,0,0,0,0,0
ZNF83,0,0,0,0,0
AUH,0,0,0,0,0
ZNF81,0,0,0,0,0
ZNF80,0,0,0,0,0
ZNF87,0,0,0,0,0
ZNF86,0,0,0,0,0
ZNF85,0,0,0,0,0
ZNF84,0,0,0,0,0
HOPX,0,0,0,0,0
IGLV2-28,0,0,0,0,0
IGLV2-23,0,0,0,0,0
CAPZA3,0,0,0,0,0
CAPZA2,0,0,0,0,0
CAPZA1,0,0,0,0,0
SCARF2,0,0,0,0,0
SCARF1,0,0,0,0,0
SKA2P1,0,0,0,0,0
PHGDH,0,0,0,0,0
SYB1,0,0,0,0,0
RPL7AP19,0,0,0,0,0
RPL7AP18,0,0,0,0,0
RPL7AP15,0,0,0,0,0
RPL7AP14,0,0,0,0,0
RPL7AP17,0,0,0,0,0
RPL7AP16,0,0,0,0,0
CHCHD2P10,0,0,0,0,0
RPL7AP10,0,0,0,0,0
RPL7AP13,0,0,0,0,0
RPL7AP12,0,0,0,0,0
SNORD42B,0,0,0,0,0
CDH26,0,0,0,0,0
KRTAP1-1,0,0,0,0,0
SLC4A7OS,0,0,0,0,0
C10orf88,0,0,0,0,0
MTND5P17,0,0,0,0,0
CER1,0,0,0,0,0
C10orf82,0,0,0,0,0
TCRGVB,0,0,0,0,0
C10orf85,0,0,0,0,0
KRTAP1-5,0,0,0,0,0
RN7SL231P,0,0,0,0,0
KCNJ6-IT1,0,0,0,0,0
PEX26,0,0,0,0,0
PIGHP1,0,0,0,0,0
GRIN3A,0,0,0,0,0
OR2G3,0,0,0,0,0
GRIN3B,0,0,0,0,0
MIR4749,0,0,0,0,0
HECW1,0,0,0,0,0
HECW2,0,0,0,0,0
MIR139,0,0,0,0,0
RN7SL401P,0,0,0,0,0
RN7SL304P,0,0,0,0,0
CPVL,0,0,0,0,0
TCRGV8,0,0,0,0,0
TCRGV9,0,0,0,0,0
OR8F1P,0,0,0,0,0
TCRGV7,0,0,0,0,0
TCRGV4,0,0,0,0,0
TCRGV5,0,0,0,0,0
TCRGV2,0,0,0,0,0
CERK,0,0,0,0,0
TCRGV1,0,0,0,0,0
RGCC,0,0,0,0,0
RNA5-8SP5,0,0,0,0,0
RNA5-8SP4,0,0,0,0,0
RNA5-8SP7,0,0,0,0,0
RNA5-8SP6,0,0,0,0,0
RNA5-8SP3,0,0,0,0,0
RNA5-8SP2,0,0,0,0,0
LIN7A,0,0,0,0,0
LIN7C,0,0,0,0,0
LIN7B,0,0,0,0,0
IMMP2L,0,0,0,0,0
HNRPLL,0,0,0,0,0
VN1R89P,0,0,0,0,0
MECL1,0,0,0,0,0
RP11-454P21.1,0,0,0,0,0
SIASD,0,0,0,0,0
FADD,0,0,0,0,0
RCE1,0,0,0,0,0
LINC01168,0,0,0,0,0
BLZF2P,0,0,0,0,0
ST6GALNAC4P1,0,0,0,0,0
ST3GAL1P1,0,0,0,0,0
RPS20P22,0,0,0,0,0
PIRC79,0,0,0,0,0
PIRC78,0,0,0,0,0
RN7SL864P,0,0,0,0,0
RPS20P26,0,0,0,0,0
NFATC1,0,0,0,0,0
NFATC2,0,0,0,0,0
NFATC3,0,0,0,0,0
NFATC4,0,0,0,0,0
NFATC5,0,0,0,0,0
TNFAIP8L1,0,0,0,0,0
TAS2R20,0,0,0,0,0
TAS2R23,0,0,0,0,0
TAS2R22,0,0,0,0,0
RN7SL61P,0,0,0,0,0
AP2B1,0,0,0,0,0
GFER,0,0,0,0,0
RPS20P28,0,0,0,0,0
NANOGP8,0,0,0,0,0
NANOGP9,0,0,0,0,0
NANOGP6,0,0,0,0,0
NANOGP7,0,0,0,0,0
NANOGP4,0,0,0,0,0
NANOGP5,0,0,0,0,0
NANOGP2,0,0,0,0,0
NANOGP3,0,0,0,0,0
NANOGP1,0,0,0,0,0
CYP26B1,0,0,0,0,0
PPP1R14D,0,0,0,0,0
RP11-58A12.3,0,0,0,0,0
PPP1R14B,0,0,0,0,0
PPP1R14C,0,0,0,0,0
PPP1R14A,0,0,0,0,0
GXYLT1P2,0,0,0,0,0
GXYLT1P1,0,0,0,0,0
TRNAE44,0,0,0,0,0
SSC5D,0,0,0,0,0
RN7SL656P,0,0,0,0,0
ZNF863P,0,0,0,0,0
RAB7L1,0,0,0,0,0
PCDH12,0,0,0,0,1
HSP90AB2P,0,0,0,0,0
PCDH10,0,0,0,0,0
FXN,0,0,0,0,0
PCDH17,0,0,0,0,0
ALKBH8,0,0,0,0,0
PCDH15,0,1,0,0,0
ALKBH6,0,0,0,0,0
ALKBH7,0,0,0,0,0
ALKBH4,0,0,0,0,0
ALKBH5,0,0,0,0,0
ALKBH2,0,0,0,0,0
ALKBH3,0,0,0,0,0
ALKBH1,0,0,0,0,0
MIR29C,0,0,0,0,0
MIR29A,0,0,0,0,0
ARL2BPP2,0,0,0,0,0
PVS,0,0,0,0,0
PVR,0,0,0,0,0
MIR381HG,0,0,0,0,0
RP11-331H2.4,0,0,0,0,0
KISS1,0,0,0,0,0
OR7E74P,0,0,0,0,0
RNA5SP144,0,0,0,0,0
TMED7-TICAM2,0,0,0,0,0
RNA5SP147,0,0,0,0,0
RN7SL103P,0,0,0,0,0
RNA5SP146,0,0,0,0,0
RNA5SP141,0,0,0,0,0
COL17A1,0,0,0,0,0
EDS4A,0,0,0,0,0
LIME1,0,0,0,0,0
NCKAP5-IT1,0,0,0,0,0
MIR2113,0,0,0,0,0
MIR2110,0,0,0,0,0
MIR297,0,0,0,0,0
MIR2116,0,0,0,0,0
MIR2115,0,0,0,0,0
MIR2114,0,0,0,0,0
MIR299,0,0,0,0,0
MIR298,0,0,0,0,0
ZNF717,0,0,0,0,0
FAM219B,0,0,0,0,0
FAM219A,0,0,0,0,0
PMCHL2,0,0,0,0,0
GNL3LP1,0,0,0,0,0
PMCHL1,0,0,0,0,0
RPL36AP47,0,0,0,0,0
RPL36AP46,0,0,0,0,0
RPL36AP45,0,0,0,0,0
RPL36AP44,0,0,0,0,0
RPL36AP43,0,0,0,0,0
RPL36AP42,0,0,0,0,0
RPL36AP41,0,0,0,0,0
RPL36AP40,0,0,0,0,0
TIMM8B,0,0,0,0,0
PRYP4,0,0,0,0,0
DHH,0,0,0,0,0
MIR5681A,0,0,0,0,0
MIR5681B,0,0,0,0,0
SYBU,0,0,0,0,0
MPST,0,0,0,0,0
CDK20,0,0,0,0,0
ALPPL1,0,0,0,0,0
ALPPL2,0,0,0,0,0
MIR181A2HG,0,0,0,0,0
RNU4-20P,0,0,0,0,0
SLC9A9-AS2,0,0,0,0,0
NRIP1,0,0,0,0,0
NRIP2,0,0,0,0,0
NRIP3,0,0,0,0,0
OR4A9P,0,0,0,0,0
VTI1A,0,0,0,0,0
VTI1B,0,0,0,0,0
RN7SL779P,0,0,0,0,0
VCAM1,0,0,0,0,0
KRT8P39,0,0,0,0,0
KRT8P38,0,0,0,0,0
SNAR-F,0,0,0,0,0
SNAR-E,0,0,0,0,0
SNAR-D,0,0,0,0,0
KRT8P33,0,0,0,0,0
KRT8P32,0,0,0,0,0
KRT8P31,0,0,0,0,0
KRT8P30,0,0,0,0,0
KRT8P37,0,0,0,0,0
KRT8P36,0,0,0,0,0
KRT8P35,0,0,0,0,0
KRT8P34,0,0,0,0,0
USP46-AS1,0,0,0,0,0
NPM1P16,0,0,0,0,0
TRIM14,0,0,0,0,0
OCIAD2,0,0,0,0,0
OCIAD1,0,0,0,0,0
RIR,0,0,0,0,0
MIR516B2,0,0,0,0,0
MIR516B1,0,0,0,0,0
NPM1P12,0,0,0,0,0
CACNA1C-IT1,0,0,0,0,0
CACNA1C-IT3,0,0,0,0,0
CACNA1C-IT2,0,0,0,0,0
KIAA1009,0,0,0,0,0
SH3GLB1,0,0,0,0,0
SH3GLB2,0,0,0,0,0
TRMA,0,0,0,0,0
CHERP,0,0,0,0,0
ZNF619,0,0,0,0,0
DFNB39,0,0,0,0,0
TCL5,0,0,0,0,0
TCL4,0,0,0,0,0
DFNB38,0,0,0,0,0
RN7SL352P,0,0,0,0,0
RASL7A,0,0,0,0,0
TRNAT7,0,0,0,0,0
RASL7B,0,0,0,0,0
EPHT1,0,0,0,0,0
EPHT2,0,0,0,0,0
EPHT3,0,0,0,0,0
TRNAT5,0,0,0,0,0
CHI3L2,0,0,0,0,0
RP4-669L17.10,0,0,0,0,0
HELT,0,1,0,0,0
HELQ,0,0,0,0,0
CHI3L1,0,0,0,0,0
MAP1A,0,0,0,0,0
OR4A41P,0,0,0,0,0
OR2AS1P,0,0,0,0,0
TRIM78P,0,0,0,0,0
MAP1B,0,0,0,0,0
HELZ,0,0,0,0,0
TRNAT1,0,0,0,0,0
RN7SL731P,0,0,0,0,0
MYADM,0,0,0,0,0
RBAK,0,0,0,0,0
OR5AO1P,0,0,0,0,0
LAMTOR5P1,0,0,0,0,0
SMG1P1,0,0,0,0,0
TEKT1,0,0,0,0,0
TEKT3,0,0,0,0,0
TEKT2,0,0,0,0,0
TEKT5,0,1,1,0,0
TEKT4,0,0,0,0,0
CLUH,0,0,0,0,0
HMCES,0,0,0,0,0
FOS,0,0,0,0,0
GLT6D1,0,0,0,0,0
MINOS1-NBL1,0,0,0,0,0
ARPP21-AS1,0,0,0,0,0
KIAA0753,0,0,0,0,0
SAFB2,0,1,0,0,0
SCEL-AS1,0,0,0,0,0
COLOT1,0,0,0,0,0
BAK1P1,0,0,0,0,0
SGK223,0,0,0,0,0
BAK1P2,0,0,0,0,0
SEC14L3,0,0,0,0,0
SEC14L2,0,0,0,0,0
SEC14L1,0,0,0,0,0
SEC14L6,0,0,0,0,0
SEC14L5,0,0,0,0,0
SEC14L4,0,0,0,0,0
UPF1,0,0,0,0,0
UPF2,0,0,0,0,0
SNED1,0,0,0,0,0
IL1A,0,0,0,0,0
IL1B,0,0,0,0,0
ZNF156,0,0,0,0,0
ZNF33BP1,0,0,0,0,0
KRT6D,0,0,0,0,0
KRT6B,0,0,0,0,0
KRT6C,0,0,0,0,0
KRT6A,0,0,0,0,0
OR7A8P,0,0,0,0,0
RP4-662A9.2,0,0,0,0,0
RP11-696N14.1,0,0,0,0,0
COMP,0,0,0,0,0
COMT,0,0,0,0,0
SLC47A2,0,0,0,0,0
ZNF154,0,0,0,0,1
BACE1-AS,0,0,0,0,0
GNAQ,0,0,0,0,0
IL18,0,0,0,0,0
IL19,0,0,0,0,0
IL10,0,0,0,0,0
IL11,0,0,0,0,0
IL13,0,0,0,0,0
IL14,0,0,0,0,0
IL15,0,0,0,0,0
IL16,0,0,0,0,0
ATPSBL2,0,0,0,0,0
ASNSP5,0,0,0,0,0
ASNSP4,0,0,0,0,0
ASNSP3,0,0,0,0,0
ASNSP2,0,0,0,0,0
ASNSP1,0,0,0,0,0
CDY5P,0,0,0,0,0
EFHD2,0,0,0,0,0
EFHD1,0,0,0,0,0
PINX1,0,0,0,0,0
MROH3P,0,0,0,0,0
AEBP1,0,0,0,0,0
GNAZ,0,0,0,0,0
AEBP2,0,0,0,0,0
LTA4H,0,0,0,0,0
OR52L2P,0,0,0,0,0
ABHD12B,0,0,0,0,0
VEZF1P1,0,0,0,0,0
RN7SL564P,0,0,0,0,0
ZDHHC20,0,0,0,0,0
ZDHHC21,0,0,0,0,0
ZDHHC22,0,0,0,0,0
ZDHHC23,0,0,0,0,0
ZDHHC24,0,0,0,0,0
BPY2B,0,0,0,0,0
BPY2C,0,0,0,0,0
CRYB2B,0,0,0,0,0
CRYB2A,0,0,0,0,0
MED15P1,0,0,0,0,0
ISL1,0,0,0,0,0
ISL2,0,0,0,0,0
AKR1B1,0,0,0,0,0
CT45B1P,0,0,0,0,0
THAP9-AS1,0,0,0,0,0
AC006116.24,0,0,0,0,0
MROH9,0,0,0,0,0
MROH8,0,0,0,0,0
KIFAP3,0,0,0,0,0
RPS2P8,0,0,0,0,0
MROH5,0,0,0,0,0
MS4A7,0,0,0,0,0
MROH7,0,0,0,0,0
MS4A5,0,0,0,0,0
MS4A2,0,0,0,0,0
MS4A3,0,0,0,0,0
RPS2P1,0,0,0,0,0
MS4A1,0,0,0,0,0
ZNF141,0,0,0,0,0
ZNF140,0,0,0,0,0
ZNF143,0,0,0,0,0
ZNF142,0,1,0,0,0
DNTT,0,0,0,0,0
ZNF146,0,0,0,0,0
ZNF149,0,0,0,0,0
ZNF148,0,0,0,0,0
DSC4,0,0,0,0,0
DSC2,0,0,0,0,0
DDX31,0,0,0,0,0
DSC1,0,0,0,0,0
RP11-96C23.10,0,0,0,0,0
MAGOH,0,0,0,0,0
RP11-96C23.14,0,0,0,0,0
C20orf26,0,0,0,0,0
C20orf27,0,0,0,0,0
C20orf24,0,0,0,0,0
C20orf25,0,0,0,0,0
RP11-529E10.6,0,0,0,0,0
VWA7,0,0,0,0,0
VWA2,0,0,0,0,0
RANGAP1,0,0,0,0,0
VWA1,0,0,0,0,0
KCNN4,0,0,0,0,0
KCNN3,0,0,0,0,0
KCNN2,0,0,0,0,0
KCNN1,0,0,0,0,0
PRKG1-AS1,0,0,0,0,0
ISLR,0,0,0,0,0
PKIG,0,0,0,0,0
PKIA,0,0,0,0,0
PKIB,0,0,0,0,0
FABP7P2,0,0,0,0,0
FABP7P1,0,0,0,0,0
UBAC2-AS1,0,0,0,0,0
SYNPR-AS1,0,0,0,0,0
NIT2,0,0,0,0,0
NIT1,0,0,0,0,0
MIR4779,0,0,0,0,0
MIR4778,0,0,0,0,0
HCFC1R1,0,0,0,0,0
MIR4775,0,0,0,0,0
MIR4774,0,0,0,0,0
MIR4777,0,0,0,0,0
INO80,0,0,0,0,0
MIR4772,0,0,0,0,0
VDAC1P8,0,0,0,0,0
CLEC18C,0,0,0,0,0
ZNF667-AS1,0,0,0,0,0
OR7E101P,0,0,0,0,0
VN1R73P,0,0,0,0,0
KANSL1L,0,0,0,0,0
AC003958.2,0,0,0,0,0
VN1R50P,0,0,0,0,0
MIR1274B,0,0,0,0,0
RNU7-101P,0,0,0,0,0
AIG1P1,0,0,0,0,0
ZNF736P4Y,0,0,0,0,0
RNU7-33P,0,0,0,0,0
CYHR1,0,0,0,0,0
TCEANC2,0,0,0,0,0
HLA-F-AS1,0,0,0,0,0
RN7SL95P,0,0,0,0,0
CR1L,0,0,0,0,0
RPL34P25,0,0,0,0,0
NUP153,0,0,0,0,0
OR2F5,0,0,0,0,0
RPL34P24,0,0,0,0,0
OR2F1,0,0,0,0,0
OR2F2,0,0,0,0,0
OR2F3,0,0,0,0,0
OR7E50P,0,0,0,0,0
SORCS1,0,0,0,0,0
SORCS2,0,0,0,0,0
SORCS3,0,0,0,0,0
OR2I3P,0,0,0,0,0
CARS2,0,0,0,0,0
OR7E139P,0,0,0,0,0
GPKOW,0,0,0,0,0
MIR3200,0,0,0,0,0
MIR3201,0,0,0,0,0
RP11-321F6.1,0,0,0,0,0
NANOG,0,1,0,0,0
RRH,0,0,0,0,0
OR5BT1P,0,0,0,0,0
MAPK3,0,0,0,0,0
ZNF736P12Y,0,0,0,0,0
MAPK1,0,0,0,0,0
MAPK6,0,0,0,0,0
MAPK7,0,0,0,0,0
BCO2,0,0,0,0,0
MAPK8,0,0,0,0,0
MAPK9,0,0,0,0,0
CUZD1,0,0,0,0,0
RPL5P15,0,0,0,0,0
TMLHE,0,0,0,0,0
LYL1,0,0,0,0,0
RPL5P14,0,0,0,0,0
hsa-mir-490,0,0,0,0,0
WI2-81516E3.1,0,0,0,0,0
RPL5P17,0,0,0,0,0
YTHDF2P1,0,0,0,0,0
YPEL3,0,0,0,0,0
RPL5P16,0,0,0,0,0
BCOR,0,0,0,0,0
RP11-555F9.2,0,0,0,0,0
VWA3B,0,0,0,0,0
THNSL2,0,0,0,0,0
THNSL1,0,0,0,0,0
RPL5P10,0,0,0,0,0
CCL11,0,0,0,0,0
ZMYM6NB,0,0,0,0,0
CCL13,0,0,0,0,0
CCL14,0,0,0,0,0
CCL15,0,0,0,0,0
GPBP1L1,0,0,0,0,0
CCL17,0,0,0,0,0
CCL18,0,0,0,0,0
MIR320E,0,0,0,0,0
MIR320A,0,0,0,0,0
RPS26P32,0,0,0,0,0
RPS26P33,0,0,0,0,0
RPS26P30,0,0,0,0,0
RPS26P31,0,0,0,0,0
RPS26P36,0,0,0,0,0
RAC1P8,0,0,0,0,0
RPS26P34,0,0,0,0,0
RPS26P35,0,0,0,0,0
RAC1P5,0,0,0,0,0
RAC1P4,0,0,0,0,0
RAC1P7,0,0,0,0,0
RAC1P6,0,0,0,0,0
RAC1P1,0,0,0,0,0
RAC1P3,0,0,0,0,0
RAC1P2,0,0,0,0,0
RNU5D-2P,0,0,0,0,0
MTH1,0,0,0,0,0
PPCDC,0,0,0,0,0
RPL5P19,0,0,0,0,0
C1QTNF7,0,0,0,0,0
PFN1P3,0,0,0,0,0
TARDBP,0,0,0,0,0
PLEKHN1,0,0,0,0,0
KCNT1,0,0,0,0,0
SERPINA3,0,0,0,0,0
DEFB109P2,0,0,0,0,0
DEFB109P3,0,0,0,0,0
SERPINA6,0,0,0,0,0
HDLCQ1,0,0,0,0,0
SERPINA8,0,0,0,0,0
SERPINA9,0,0,0,0,0
ZC3HC1,0,0,0,0,0
RN7SL806P,0,0,0,0,0
RP11-475O23.3,0,0,0,0,0
FOXRED2,0,0,0,0,0
FOXRED1,0,0,0,0,0
KCNT2,0,0,0,0,0
SNORA33,0,0,0,0,0
SNORA32,0,0,0,0,0
SNORA31,0,0,0,0,0
SNORA30,0,0,0,0,0
OR5BN1P,0,0,0,0,0
SNORA35,0,0,0,0,0
SNORA34,0,0,0,0,0
SNORA39,0,0,0,0,0
SNORA38,0,0,0,0,0
PPIAL4A,0,0,0,0,0
OR7E102P,0,0,0,0,0
RP11-315D16.2,0,0,0,0,0
GAGE10,0,0,0,0,0
GAGE13,0,0,0,0,0
PLEKHM3,0,0,0,0,0
SNRPEP4,0,0,0,0,0
IGHV1-12,0,0,0,0,0
IGHV1-17,0,0,0,0,0
IGHV1-14,0,0,0,0,0
ANP32BP2,0,0,0,0,0
ANP32BP3,0,0,0,0,0
IGHV1-18,0,0,0,0,0
ANP32D,0,0,0,0,0
MLVI2,0,0,0,0,0
ANP32B,0,0,0,0,0
ANP32C,0,0,0,0,0
ANP32A,0,0,0,0,0
SYNPR,0,0,0,0,0
HPSE2,0,0,0,0,0
RN7SL557P,0,0,0,0,0
SPATA41,0,0,0,0,0
FAM90A9P,0,0,0,0,0
TAT,0,0,0,0,0
RN7SL419P,0,0,0,0,0
PRR23A,0,0,0,0,0
ALMS1,0,0,0,0,0
PRR23C,0,0,0,0,0
PRR23B,0,0,0,0,0
ATRNL1,0,0,0,0,0
VIAAT,0,0,0,0,0
PRIM1,0,0,0,0,0
MIR30C2,0,0,0,0,0
MIR30C1,0,0,0,0,0
PPAPDC2,0,0,0,0,0
IGLL4P,0,0,0,0,0
ZNF968P,0,0,0,0,0
ALOXE3,0,0,0,0,0
SPG3B,0,0,0,0,0
MUC19,0,0,0,0,0
MUC17,0,1,0,0,0
MUC16,0,0,0,0,0
MUC15,0,0,0,0,0
OR51F3P,0,0,0,0,0
MUC13,0,0,0,0,0
MUC12,0,0,0,0,0
MUC11,0,0,0,0,0
MAGEH1,0,0,0,0,0
PPP1R9B,0,0,0,0,0
OR52K1,0,0,0,0,0
SYNE3,0,0,0,0,0
OR52K2,0,0,0,0,0
SYAP1,0,0,0,0,0
HMGN1P33,0,0,0,0,0
STARD7-AS1,0,0,0,0,0
GPR119,0,0,0,0,0
GPR116,0,0,0,0,0
GPR115,0,0,0,0,0
GPR114,0,0,0,0,0
GPR113,0,0,0,0,0
GPR112,0,0,0,0,0
GPR111,0,0,0,0,0
GPR110,0,0,0,0,0
RASGRP2,0,0,0,0,0
RASGRP3,0,0,0,0,0
MIR548F5,0,0,0,0,0
MIR548F4,0,0,0,0,0
MIR548F3,0,0,0,0,0
MIR548F2,0,0,0,0,0
MIR548F1,0,0,0,0,0
SYNE4,0,0,0,0,0
LRRN3,0,0,0,0,0
WNT6,0,0,0,0,0
LRRN1,0,0,0,0,0
WNT4,0,0,0,0,0
COX7B2,0,0,0,0,0
MTND4P8,0,0,0,0,0
MTND4P9,0,0,0,0,0
AC020922.1,0,0,0,0,0
MTND4P1,0,0,0,0,0
MTND4P2,0,0,0,0,0
MTND4P3,0,0,0,0,0
MTND4P4,0,0,0,0,0
MTND4P5,0,0,0,0,0
MTND4P6,0,0,0,0,0
MTND4P7,0,0,0,0,0
HSCR,0,0,0,0,0
MIR514B,0,0,0,0,0
ST3GAL6-AS1,0,0,0,0,0
IFITM5,0,0,0,0,0
HCK,0,0,0,0,0
C7orf25,0,0,0,0,0
C7orf26,0,0,0,0,0
C7orf22,0,0,0,0,0
C7orf29,0,0,0,0,0
RN7SL422P,0,0,0,0,0
ZNF426,0,0,0,0,0
ZNF427,0,0,0,0,0
ZNF424,0,0,0,0,0
